Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
N.LEALI,33,2015-2016,FROSINONE,1,FROSINONE,TORINO,97',2,0,4,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,2,ATALANTA,FROSINONE,94',2,0,8,0,1,0,0,0
N.LEALI,33,2015-2016,FROSINONE,3,FROSINONE,ROMA,96',2,0,2,0,0,1,0,0
N.LEALI,33,2015-2016,FROSINONE,4,BOLOGNA,FROSINONE,96',1,0,2,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,5,JUVENTUS,FROSINONE,95',1,0,7,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,6,FROSINONE,EMPOLI,94',0,0,4,0,2,0,0,0
N.LEALI,33,2015-2016,FROSINONE,7,LAZIO,FROSINONE,99',2,0,7,1,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,8,FROSINONE,SAMPDORIA,95',0,0,3,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,9,UDINESE,FROSINONE,96',1,0,9,0,1,0,0,0
N.LEALI,33,2015-2016,FROSINONE,10,FROSINONE,CARPI,98',1,0,3,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,12,FROSINONE,GENOA,96',2,0,1,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,13,INTER,FROSINONE,93',4,0,5,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,14,FROSINONE,HELLAS VERONA,96',2,0,6,2,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,15,FROSINONE,CHIEVOVERONA,96',2,0,1,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,16,PALERMO,FROSINONE,94',4,0,2,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,17,FROSINONE,MILAN,97',4,0,6,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,18,SASSUOLO,FROSINONE,95',2,0,2,0,0,1,0,0
N.LEALI,33,2015-2016,FROSINONE,20,TORINO,FROSINONE,95',4,0,4,4,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,21,FROSINONE,ATALANTA,97',0,0,3,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,22,ROMA,FROSINONE,94',3,0,3,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,23,FROSINONE,BOLOGNA,95',0,0,5,0,1,0,0,0
N.LEALI,33,2015-2016,FROSINONE,24,FROSINONE,JUVENTUS,95',2,0,8,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,25,EMPOLI,FROSINONE,95',1,0,5,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,26,FROSINONE,LAZIO,94',0,0,2,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,27,SAMPDORIA,FROSINONE,94',2,0,4,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,28,FROSINONE,UDINESE,95',0,0,2,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,29,CARPI,FROSINONE,101',2,0,1,1,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,30,FROSINONE,FIORENTINA,95',0,0,6,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,31,GENOA,FROSINONE,91',4,0,5,5,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,32,FROSINONE,INTER,94',1,0,2,0,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,33,HELLAS VERONA,FROSINONE,97',1,0,3,1,0,0,0,0
N.LEALI,33,2015-2016,FROSINONE,34,CHIEVOVERONA,FROSINONE,93',5,0,3,0,0,1,0,0
N.LEALI,33,2015-2016,FROSINONE,35,FROSINONE,PALERMO,97',2,0,0,0,0,0,0,0
