Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
RAFAEL,1,2015-2016,HELLAS VERONA,1,HELLAS VERONA,ROMA,94',1,0,9,2,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,2,GENOA,HELLAS VERONA,95',2,0,5,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,3,HELLAS VERONA,TORINO,97',2,0,3,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,5,INTER,HELLAS VERONA,95',1,0,3,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,6,HELLAS VERONA,LAZIO,96',2,0,0,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,7,CHIEVOVERONA,HELLAS VERONA,95',1,0,6,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,8,HELLAS VERONA,UDINESE,95',1,0,4,0,1,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,9,SAMPDORIA,HELLAS VERONA,93',4,0,2,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,11,CARPI,HELLAS VERONA,95',0,0,6,1,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,12,HELLAS VERONA,BOLOGNA,97',2,0,2,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,13,HELLAS VERONA,NAPOLI,93',2,0,8,0,0,0,0,0
RAFAEL,1,2015-2016,HELLAS VERONA,14,FROSINONE,HELLAS VERONA,20',0,0,0,0,0,0,0,1
