Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
G.PATRIC,4,2019-2020,LAZIO,3,SPAL,LAZIO,55',0,0,0,29,0,0,23,2,0,3,0,1,0,0
G.PATRIC,4,2019-2020,LAZIO,8,LAZIO,ATALANTA,51',0,0,0,35,0,0,26,0,0,5,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,9,FIORENTINA,LAZIO,101',0,0,0,55,0,0,48,0,0,11,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,10,LAZIO,TORINO,79',0,0,0,69,0,0,60,0,0,8,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,12,LAZIO,LECCE,73',0,0,0,57,0,0,50,0,0,11,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,13,SASSUOLO,LAZIO,95',0,0,0,65,0,0,54,0,2,9,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,17,LAZIO,HELLAS VERONA,96',0,0,0,64,0,0,49,0,0,19,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,20,LAZIO,SAMPDORIA,90',0,0,0,82,0,0,77,0,0,2,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,21,ROMA,LAZIO,49',0,0,0,17,0,0,13,0,0,10,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,23,PARMA,LAZIO,98',0,0,0,65,0,0,49,2,1,10,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,25,GENOA,LAZIO,95',0,0,0,52,0,0,41,0,0,1,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,26,LAZIO,BOLOGNA,96',0,0,0,44,0,0,35,0,0,5,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,27,ATALANTA,LAZIO,95',0,0,0,50,0,0,33,2,0,8,0,1,0,0
G.PATRIC,4,2019-2020,LAZIO,28,LAZIO,FIORENTINA,98',0,0,0,91,0,0,78,0,2,6,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,29,TORINO,LAZIO,93',0,0,0,74,0,0,64,0,2,8,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,30,LAZIO,MILAN,94',0,0,0,83,0,0,70,1,1,6,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,31,LECCE,LAZIO,100',0,0,0,76,0,0,69,2,0,8,0,0,0,1
G.PATRIC,4,2019-2020,LAZIO,35,LAZIO,CAGLIARI,96',0,0,0,70,0,0,55,2,3,1,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,36,HELLAS VERONA,LAZIO,71',0,0,0,30,0,0,23,0,0,2,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,37,LAZIO,BRESCIA,97',0,0,0,101,0,0,89,0,0,13,0,0,0,0
G.PATRIC,4,2019-2020,LAZIO,38,NAPOLI,LAZIO,65',0,0,0,50,0,0,48,0,0,2,0,0,0,0
