Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
A.MARUSIC,77,2019-2020,LAZIO,1,SAMPDORIA,LAZIO,27',0,0,0,19,0,0,14,0,0,2,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,4,LAZIO,PARMA,94',1,0,2,60,2,0,47,2,1,8,2,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,6,LAZIO,GENOA,92',0,0,1,36,1,0,27,0,0,2,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,7,BOLOGNA,LAZIO,96',0,0,0,45,0,0,35,1,1,13,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,8,LAZIO,ATALANTA,46',0,0,0,18,0,0,10,0,1,4,0,1,0,0
A.MARUSIC,77,2019-2020,LAZIO,10,LAZIO,TORINO,90',0,0,1,54,1,0,38,1,0,2,0,1,0,0
A.MARUSIC,77,2019-2020,LAZIO,17,LAZIO,HELLAS VERONA,23',0,0,0,3,0,0,1,0,0,0,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,23,PARMA,LAZIO,59',0,0,1,26,0,0,15,0,1,5,1,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,24,LAZIO,INTER,97',0,0,2,45,1,0,37,2,0,6,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,25,GENOA,LAZIO,95',1,0,1,28,1,0,21,0,2,4,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,28,LAZIO,FIORENTINA,15',0,0,0,9,0,0,3,0,1,3,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,35,LAZIO,CAGLIARI,37',0,0,0,20,0,0,11,0,1,2,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,36,HELLAS VERONA,LAZIO,94',0,0,0,35,0,0,24,1,1,5,0,1,0,0
A.MARUSIC,77,2019-2020,LAZIO,37,LAZIO,BRESCIA,39',0,0,1,20,1,0,14,0,0,0,0,0,0,0
A.MARUSIC,77,2019-2020,LAZIO,38,NAPOLI,LAZIO,97',0,0,0,48,1,1,37,1,0,3,0,0,0,0
