Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
A.CISTANA,15,2019-2020,BRESCIA,1,CAGLIARI,BRESCIA,100',0,0,0,39,0,0,26,1,0,18,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,2,MILAN,BRESCIA,95',0,0,0,48,0,0,36,1,2,13,0,1,0,0
A.CISTANA,15,2019-2020,BRESCIA,3,BRESCIA,BOLOGNA,100',1,0,2,33,1,0,21,1,0,16,1,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,4,UDINESE,BRESCIA,99',0,0,0,42,0,0,29,1,0,23,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,5,BRESCIA,JUVENTUS,96',0,0,0,38,0,0,29,1,0,9,0,1,0,0
A.CISTANA,15,2019-2020,BRESCIA,6,NAPOLI,BRESCIA,102',0,0,0,70,0,0,57,1,0,5,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,7,BRESCIA,SASSUOLO,95',0,0,0,29,1,0,20,1,0,6,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,8,BRESCIA,FIORENTINA,100',0,0,0,60,0,0,47,1,1,12,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,9,GENOA,BRESCIA,98',0,0,0,52,0,0,39,2,2,14,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,10,BRESCIA,INTER,96',0,0,0,55,0,0,38,2,0,10,1,1,0,0
A.CISTANA,15,2019-2020,BRESCIA,11,HELLAS VERONA,BRESCIA,100',0,0,0,40,1,0,28,1,0,17,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,12,BRESCIA,TORINO,92',0,0,0,44,0,0,36,2,1,12,0,1,0,0
A.CISTANA,15,2019-2020,BRESCIA,13,ROMA,BRESCIA,93',0,0,0,46,0,0,31,0,1,8,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,14,BRESCIA,ATALANTA,95',0,0,1,36,0,0,26,0,1,13,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,15,SPAL,BRESCIA,99',0,0,0,42,0,0,31,1,0,2,0,1,0,0
A.CISTANA,15,2019-2020,BRESCIA,17,PARMA,BRESCIA,94',0,0,0,57,0,0,42,1,1,13,0,1,0,0
A.CISTANA,15,2019-2020,BRESCIA,18,BRESCIA,LAZIO,40',0,0,0,25,0,0,21,2,0,4,0,1,0,1
A.CISTANA,15,2019-2020,BRESCIA,20,BRESCIA,CAGLIARI,95',0,0,0,48,0,0,38,2,0,8,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,21,BRESCIA,MILAN,94',0,0,0,46,0,0,35,0,1,24,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,22,BOLOGNA,BRESCIA,98',0,0,0,44,0,0,31,2,0,4,0,0,0,0
A.CISTANA,15,2019-2020,BRESCIA,23,BRESCIA,UDINESE,97',0,0,0,34,0,0,25,0,1,7,0,0,0,0
