Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,AToff,SC,AS,CR,FC,FS,R,LB,FYC,SYC,RC
C.SULJIC,42,2016-2017,CROTONE,18,CROTONE,JUVENTUS,9',0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.SULJIC,42,2016-2017,CROTONE,36,CROTONE,UDINESE,10',0,0,0,0,0,0,0,0,0,0,0,0,0,0
