Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,AToff,SC,AS,CR,FC,FS,R,LB,FYC,SYC,RC
M.ANDREOLLI,2,2016-2017,INTER,19,UDINESE,INTER,5',0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.ANDREOLLI,2,2016-2017,INTER,34,INTER,NAPOLI,16',0,0,0,0,0,0,0,1,0,2,0,0,0,0
M.ANDREOLLI,2,2016-2017,INTER,35,GENOA,INTER,95',0,0,0,0,0,0,0,4,0,5,3,0,0,0
M.ANDREOLLI,2,2016-2017,INTER,36,INTER,SASSUOLO,79',0,0,1,1,1,0,0,1,2,1,0,0,0,0
M.ANDREOLLI,2,2016-2017,INTER,37,LAZIO,INTER,91',1,0,1,0,1,0,0,2,0,4,0,0,0,0
M.ANDREOLLI,2,2016-2017,INTER,38,INTER,UDINESE,93',0,0,0,1,0,0,0,2,0,3,0,0,0,0
