Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
A.BIZZARRI,1,2017-2018,UDINESE,6,ROMA,UDINESE,93',3,0,5,0,1,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,7,UDINESE,SAMPDORIA,99',0,0,1,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,8,FIORENTINA,UDINESE,94',2,0,3,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,9,UDINESE,JUVENTUS,93',6,0,0,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,10,SASSUOLO,UDINESE,99',0,0,4,2,1,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,11,UDINESE,ATALANTA,95',1,0,1,0,1,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,12,LAZIO,UDINESE,95',3,0,4,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,13,UDINESE,CAGLIARI,99',1,0,5,0,0,0,0,1
A.BIZZARRI,1,2017-2018,UDINESE,15,CROTONE,UDINESE,95',0,0,2,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,16,UDINESE,BENEVENTO,94',0,0,7,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,17,INTER,UDINESE,95',1,0,7,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,18,UDINESE,HELLAS VERONA,94',0,0,0,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,19,BOLOGNA,UDINESE,98',1,0,3,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,20,CHIEVOVERONA,UDINESE,95',1,0,6,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,21,UDINESE,SPAL,98',1,0,3,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,22,GENOA,UDINESE,96',0,0,2,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,23,UDINESE,MILAN,93',1,0,3,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,24,TORINO,UDINESE,98',2,0,4,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,25,UDINESE,ROMA,95',2,0,5,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,26,SAMPDORIA,UDINESE,98',2,0,1,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,27,UDINESE,FIORENTINA,93',2,0,3,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,28,JUVENTUS,UDINESE,94',2,0,2,0,1,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,29,UDINESE,SASSUOLO,98',2,0,2,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,30,ATALANTA,UDINESE,96',2,0,5,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,31,UDINESE,LAZIO,95',2,0,2,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,32,CAGLIARI,UDINESE,96',2,0,1,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,33,NAPOLI,UDINESE,97',4,0,7,1,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,34,UDINESE,CROTONE,94',2,0,0,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,35,BENEVENTO,UDINESE,100',3,0,3,0,0,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,36,UDINESE,INTER,92',4,0,5,0,1,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,37,HELLAS VERONA,UDINESE,94',0,0,3,0,2,0,0,0
A.BIZZARRI,1,2017-2018,UDINESE,38,UDINESE,BOLOGNA,96',0,0,5,0,0,0,0,0
