Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
G.DONNARUMMA,99,2017-2018,MILAN,1,CROTONE,MILAN,98',0,0,3,1,1,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,2,MILAN,CAGLIARI,102',1,0,3,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,3,LAZIO,MILAN,96',4,0,3,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,4,MILAN,UDINESE,96',1,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,5,MILAN,SPAL,95',0,0,0,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,6,SAMPDORIA,MILAN,96',2,0,3,0,0,1,0,0
G.DONNARUMMA,99,2017-2018,MILAN,7,MILAN,ROMA,95',2,0,4,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,8,INTER,MILAN,94',3,0,3,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,9,MILAN,GENOA,96',0,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,10,CHIEVOVERONA,MILAN,94',1,0,2,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,11,MILAN,JUVENTUS,95',2,0,2,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,12,SASSUOLO,MILAN,96',0,0,2,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,13,NAPOLI,MILAN,98',2,0,8,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,14,MILAN,TORINO,95',0,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,15,BENEVENTO,MILAN,96',2,0,4,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,16,MILAN,BOLOGNA,94',1,0,3,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,17,HELLAS VERONA,MILAN,99',3,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,18,MILAN,ATALANTA,96',2,0,5,0,1,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,19,FIORENTINA,MILAN,94',1,0,5,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,20,MILAN,CROTONE,99',0,0,4,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,21,CAGLIARI,MILAN,98',1,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,22,MILAN,LAZIO,96',1,0,2,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,23,UDINESE,MILAN,93',1,1,2,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,24,SPAL,MILAN,92',0,0,0,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,25,MILAN,SAMPDORIA,94',0,0,2,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,26,ROMA,MILAN,95',0,0,4,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,27,MILAN,INTER,95',0,0,3,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,28,GENOA,MILAN,95',0,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,29,MILAN,CHIEVOVERONA,97',2,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,30,JUVENTUS,MILAN,94',3,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,31,MILAN,SASSUOLO,98',1,0,2,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,32,MILAN,NAPOLI,94',0,0,4,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,33,TORINO,MILAN,97',1,0,5,1,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,34,MILAN,BENEVENTO,97',1,0,0,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,35,BOLOGNA,MILAN,99',1,0,5,0,1,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,36,MILAN,HELLAS VERONA,96',1,0,1,0,0,0,0,0
G.DONNARUMMA,99,2017-2018,MILAN,37,ATALANTA,MILAN,96',1,0,5,1,0,1,0,0
G.DONNARUMMA,99,2017-2018,MILAN,38,MILAN,FIORENTINA,95',1,0,2,0,0,0,0,0
