Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
P.REINA,25,2017-2018,NAPOLI,1,HELLAS VERONA,NAPOLI,95',1,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,2,NAPOLI,ATALANTA,96',1,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,3,BOLOGNA,NAPOLI,95',0,0,2,0,1,0,0,0
P.REINA,25,2017-2018,NAPOLI,4,NAPOLI,BENEVENTO,93',0,0,0,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,5,LAZIO,NAPOLI,94',1,0,1,0,0,1,0,0
P.REINA,25,2017-2018,NAPOLI,6,SPAL,NAPOLI,96',2,0,0,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,7,NAPOLI,CAGLIARI,92',0,0,1,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,8,ROMA,NAPOLI,96',0,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,9,NAPOLI,INTER,93',0,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,10,GENOA,NAPOLI,93',2,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,11,NAPOLI,SASSUOLO,94',1,0,1,1,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,13,NAPOLI,MILAN,98',1,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,14,UDINESE,NAPOLI,94',0,0,4,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,15,NAPOLI,JUVENTUS,96',1,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,16,NAPOLI,FIORENTINA,93',0,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,17,TORINO,NAPOLI,93',1,0,1,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,18,NAPOLI,SAMPDORIA,95',2,0,0,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,19,CROTONE,NAPOLI,95',0,0,2,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,20,NAPOLI,HELLAS VERONA,96',0,0,1,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,21,ATALANTA,NAPOLI,96',0,0,3,1,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,22,NAPOLI,BOLOGNA,96',1,0,4,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,23,BENEVENTO,NAPOLI,97',0,0,4,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,24,NAPOLI,LAZIO,94',1,0,1,1,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,25,NAPOLI,SPAL,96',0,0,1,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,26,CAGLIARI,NAPOLI,93',0,0,3,0,1,0,0,0
P.REINA,25,2017-2018,NAPOLI,27,NAPOLI,ROMA,93',4,0,2,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,28,INTER,NAPOLI,94',0,0,1,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,29,NAPOLI,GENOA,94',0,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,30,SASSUOLO,NAPOLI,97',1,0,3,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,31,NAPOLI,CHIEVOVERONA,95',1,0,1,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,32,MILAN,NAPOLI,94',0,0,2,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,33,NAPOLI,UDINESE,97',2,0,4,1,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,34,JUVENTUS,NAPOLI,96',0,0,0,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,35,FIORENTINA,NAPOLI,98',3,0,7,0,1,0,0,0
P.REINA,25,2017-2018,NAPOLI,36,NAPOLI,TORINO,95',2,0,0,0,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,37,SAMPDORIA,NAPOLI,97',0,0,2,1,0,0,0,0
P.REINA,25,2017-2018,NAPOLI,38,NAPOLI,CROTONE,94',1,0,3,1,0,0,0,0
