Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,A,AT,BS,SC,FS,BP,AS,KP,P,P%,PA,R,FYC,SYC,RC
E.TORREGROSSA,9,2020-2021,SAMPDORIA,18,SAMPDORIA,UDINESE,32',1,0,1,1,0,1,1,15,0,1,7,78,4,4,0,0,0
E.TORREGROSSA,9,2020-2021,SAMPDORIA,19,PARMA,SAMPDORIA,23',0,0,0,0,0,0,0,13,0,0,7,88,5,1,0,0,0
E.TORREGROSSA,9,2020-2021,SAMPDORIA,20,SAMPDORIA,JUVENTUS,27',0,0,0,0,0,0,0,7,0,0,1,50,1,1,0,0,0
