Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,LB,FYC,SYC,RC
SAMIR,3,2018-2019,UDINESE,1,PARMA,UDINESE,94',0,0,0,43,0,1,24,2,0,1,1,0,0,0
SAMIR,3,2018-2019,UDINESE,2,UDINESE,SAMPDORIA,95',0,0,0,47,0,0,29,1,1,5,1,0,0,0
SAMIR,3,2018-2019,UDINESE,3,FIORENTINA,UDINESE,95',0,0,0,36,0,0,13,1,1,4,2,0,0,0
SAMIR,3,2018-2019,UDINESE,4,UDINESE,TORINO,96',0,0,0,40,0,0,22,1,5,3,3,0,0,0
SAMIR,3,2018-2019,UDINESE,5,CHIEVOVERONA,UDINESE,94',0,0,0,50,0,0,31,0,3,4,3,0,0,0
SAMIR,3,2018-2019,UDINESE,6,UDINESE,LAZIO,97',0,0,0,71,0,0,50,1,1,7,3,0,0,0
SAMIR,3,2018-2019,UDINESE,7,BOLOGNA,UDINESE,95',0,0,0,53,0,0,43,0,0,2,0,0,0,0
SAMIR,3,2018-2019,UDINESE,8,UDINESE,JUVENTUS,95',0,0,0,53,0,0,35,2,3,2,5,1,0,0
SAMIR,3,2018-2019,UDINESE,9,UDINESE,NAPOLI,100',0,0,1,54,1,0,42,1,0,5,4,0,0,0
SAMIR,3,2018-2019,UDINESE,10,GENOA,UDINESE,97',0,0,0,79,0,0,67,6,1,3,5,1,0,0
SAMIR,3,2018-2019,UDINESE,11,UDINESE,MILAN,103',0,0,0,30,0,0,20,6,2,2,0,1,0,0
SAMIR,3,2018-2019,UDINESE,12,EMPOLI,UDINESE,65',0,0,0,40,0,0,32,0,0,4,2,0,0,0
SAMIR,3,2018-2019,UDINESE,13,UDINESE,ROMA,71',0,0,0,29,0,0,9,1,2,3,4,0,0,0
SAMIR,3,2018-2019,UDINESE,30,MILAN,UDINESE,49',0,0,0,21,0,0,12,0,0,4,2,0,0,0
SAMIR,3,2018-2019,UDINESE,31,UDINESE,EMPOLI,99',0,0,0,40,0,0,24,2,2,1,3,1,0,0
SAMIR,3,2018-2019,UDINESE,32,ROMA,UDINESE,94',0,0,0,77,0,0,58,3,1,1,1,0,0,0
SAMIR,3,2018-2019,UDINESE,33,UDINESE,SASSUOLO,96',0,0,0,51,0,0,39,2,0,2,1,0,0,0
SAMIR,3,2018-2019,UDINESE,34,ATALANTA,UDINESE,94',0,0,0,34,0,0,15,2,1,1,2,1,0,0
SAMIR,3,2018-2019,UDINESE,36,FROSINONE,UDINESE,95',1,0,1,61,1,0,47,4,2,1,0,1,0,0
SAMIR,3,2018-2019,UDINESE,37,UDINESE,SPAL,98',1,0,1,26,1,0,15,2,0,2,1,1,0,0
SAMIR,3,2018-2019,UDINESE,38,CAGLIARI,UDINESE,96',0,0,0,49,0,0,27,3,2,3,2,0,0,0
