Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,LB,FYC,SYC,RC
R.DURMISI,14,2018-2019,LAZIO,2,JUVENTUS,LAZIO,14',0,0,0,6,0,0,1,0,0,0,0,0,0,0
R.DURMISI,14,2018-2019,LAZIO,4,EMPOLI,LAZIO,19',0,0,0,8,0,0,6,1,1,0,0,1,0,0
R.DURMISI,14,2018-2019,LAZIO,6,UDINESE,LAZIO,41',0,0,0,15,0,0,10,1,0,1,1,1,0,0
R.DURMISI,14,2018-2019,LAZIO,22,FROSINONE,LAZIO,95',0,0,0,49,0,0,39,2,0,2,0,1,0,0
R.DURMISI,14,2018-2019,LAZIO,28,LAZIO,PARMA,17',0,0,1,12,1,0,9,0,0,1,1,0,0,0
R.DURMISI,14,2018-2019,LAZIO,29,INTER,LAZIO,8',0,0,0,3,0,0,3,0,0,0,0,0,0,0
R.DURMISI,14,2018-2019,LAZIO,30,SPAL,LAZIO,19',0,0,0,5,0,0,2,2,0,0,0,1,0,0
R.DURMISI,14,2018-2019,LAZIO,32,MILAN,LAZIO,22',0,0,0,14,0,0,10,0,0,0,1,0,0,0
R.DURMISI,14,2018-2019,LAZIO,33,LAZIO,CHIEVOVERONA,97',0,0,0,50,0,0,25,0,0,0,3,0,0,0
R.DURMISI,14,2018-2019,LAZIO,38,TORINO,LAZIO,35',0,0,1,20,1,0,13,0,0,0,1,0,0,0
