Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,LB,FYC,SYC,RC
N.PAZ,6,2018-2019,BOLOGNA,6,JUVENTUS,BOLOGNA,94',0,0,0,34,0,0,24,3,0,0,1,1,0,0
N.PAZ,6,2018-2019,BOLOGNA,30,ATALANTA,BOLOGNA,25',0,0,0,17,0,0,14,0,0,0,0,0,0,0
