Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,LB,FYC,SYC,RC
J.MAURI,4,2018-2019,MILAN,14,MILAN,PARMA,53',0,0,0,42,0,0,31,0,0,1,0,0,0,0
J.MAURI,4,2018-2019,MILAN,16,BOLOGNA,MILAN,17',0,0,0,9,0,0,5,1,0,1,0,0,0,0
J.MAURI,4,2018-2019,MILAN,17,MILAN,FIORENTINA,67',0,0,0,35,0,0,26,3,2,2,0,0,0,0
J.MAURI,4,2018-2019,MILAN,20,GENOA,MILAN,14',0,0,0,7,0,0,7,1,0,1,0,0,0,0
J.MAURI,4,2018-2019,MILAN,35,MILAN,BOLOGNA,72',0,0,0,25,0,1,13,1,2,3,1,0,0,0
