Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,LB,FYC,SYC,RC
G.DI LORENZO,2,2018-2019,EMPOLI,1,EMPOLI,CAGLIARI,97',0,0,0,69,0,0,48,1,1,9,2,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,2,GENOA,EMPOLI,97',0,0,0,110,0,1,82,4,1,3,4,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,3,CHIEVOVERONA,EMPOLI,97',0,0,0,113,0,0,93,2,1,4,8,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,4,EMPOLI,LAZIO,95',0,0,0,55,0,0,35,1,1,2,2,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,5,SASSUOLO,EMPOLI,95',0,0,0,59,0,0,38,0,1,3,5,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,6,EMPOLI,MILAN,96',0,0,0,80,0,0,50,1,2,4,7,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,7,PARMA,EMPOLI,93',0,0,1,90,1,0,62,1,2,6,5,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,8,EMPOLI,ROMA,93',0,0,0,57,0,0,37,1,1,4,6,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,9,FROSINONE,EMPOLI,95',0,0,1,68,0,0,50,3,1,3,4,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,10,EMPOLI,JUVENTUS,98',0,0,0,65,0,0,46,3,1,4,5,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,11,NAPOLI,EMPOLI,95',0,0,1,66,1,0,49,2,0,1,0,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,12,EMPOLI,UDINESE,97',0,0,0,41,0,0,26,1,1,3,3,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,13,EMPOLI,ATALANTA,94',0,0,0,56,0,0,34,0,1,2,6,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,14,SPAL,EMPOLI,95',0,0,0,68,0,0,43,2,2,1,2,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,15,EMPOLI,BOLOGNA,99',0,0,0,71,0,0,50,1,0,3,0,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,16,FIORENTINA,EMPOLI,97',0,0,0,56,0,0,32,3,0,3,2,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,17,EMPOLI,SAMPDORIA,97',0,0,0,38,0,0,25,0,0,1,3,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,18,TORINO,EMPOLI,96',0,0,0,54,0,0,29,0,1,0,2,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,20,CAGLIARI,EMPOLI,93',1,0,1,78,1,0,50,1,4,2,6,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,21,EMPOLI,GENOA,94',1,0,1,86,1,0,58,0,1,3,4,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,22,EMPOLI,CHIEVOVERONA,95',0,0,0,83,1,1,58,0,3,2,4,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,23,LAZIO,EMPOLI,94',0,0,0,53,0,0,34,0,1,1,5,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,24,EMPOLI,SASSUOLO,92',0,0,0,52,0,0,36,0,1,1,3,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,25,MILAN,EMPOLI,96',0,0,0,51,0,0,38,1,3,3,1,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,26,EMPOLI,PARMA,99',0,0,1,89,1,0,67,0,0,2,2,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,27,ROMA,EMPOLI,97',0,0,0,73,0,0,45,1,1,3,4,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,28,EMPOLI,FROSINONE,100',0,0,0,64,0,0,49,0,2,0,1,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,29,JUVENTUS,EMPOLI,94',0,0,0,75,0,0,54,2,2,6,3,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,30,EMPOLI,NAPOLI,98',1,0,1,49,1,0,30,1,2,0,1,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,31,UDINESE,EMPOLI,99',0,0,0,70,1,0,49,1,2,2,5,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,32,ATALANTA,EMPOLI,97',0,0,0,40,1,0,18,1,0,2,0,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,33,EMPOLI,SPAL,98',0,0,0,69,0,0,45,1,2,4,5,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,34,BOLOGNA,EMPOLI,99',0,0,0,46,0,0,30,1,1,6,6,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,35,EMPOLI,FIORENTINA,96',0,0,1,60,1,1,43,3,4,1,3,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,36,SAMPDORIA,EMPOLI,98',1,0,1,46,1,0,32,1,1,3,3,1,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,37,EMPOLI,TORINO,95',1,0,1,48,1,0,33,1,1,2,4,0,0,0
G.DI LORENZO,2,2018-2019,EMPOLI,38,INTER,EMPOLI,98',0,0,0,56,0,0,42,0,1,2,2,0,0,0
