Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,LB,FYC,SYC,RC
S.PERICA,11,2018-2019,FROSINONE,1,ATALANTA,FROSINONE,84',0,0,0,30,0,0,19,4,2,1,4,1,0,0
S.PERICA,11,2018-2019,FROSINONE,2,FROSINONE,BOLOGNA,94',0,0,3,41,2,0,25,1,1,1,4,1,0,0
S.PERICA,11,2018-2019,FROSINONE,3,LAZIO,FROSINONE,73',0,0,2,24,3,0,9,1,0,1,6,0,0,0
S.PERICA,11,2018-2019,FROSINONE,4,FROSINONE,SAMPDORIA,75',0,0,1,9,1,0,2,1,0,1,0,0,0,0
S.PERICA,11,2018-2019,FROSINONE,5,FROSINONE,JUVENTUS,95',0,0,0,20,0,0,10,3,2,1,0,1,0,0
S.PERICA,11,2018-2019,FROSINONE,7,FROSINONE,GENOA,46',0,0,0,12,0,0,5,1,1,1,2,0,0,0
S.PERICA,11,2018-2019,FROSINONE,8,TORINO,FROSINONE,17',0,0,1,6,2,0,1,1,1,1,1,0,0,0
