Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
G.VICARIO,13,2021-2022,EMPOLI,1,EMPOLI,LAZIO,94',3,0,2,0,1,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,2,JUVENTUS,EMPOLI,96',0,0,6,0,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,3,EMPOLI,VENEZIA,102',2,0,1,0,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,4,EMPOLI,SAMPDORIA,94',3,0,4,1,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,5,CAGLIARI,EMPOLI,96',0,0,1,0,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,6,EMPOLI,BOLOGNA,96',2,0,3,0,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,7,ROMA,EMPOLI,94',2,0,4,0,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,8,EMPOLI,ATALANTA,95',4,0,4,0,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,9,SALERNITANA,EMPOLI,97',2,0,5,1,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,10,EMPOLI,INTER,94',2,0,7,2,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,11,SASSUOLO,EMPOLI,95',1,0,5,1,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,12,EMPOLI,GENOA,96',2,0,5,1,0,0,0,0
G.VICARIO,13,2021-2022,EMPOLI,13,HELLAS VERONA,EMPOLI,98',2,0,3,0,0,0,0,0
