Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
E.AUDERO,1,2021-2022,SAMPDORIA,1,SAMPDORIA,MILAN,96',1,0,3,1,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,2,SASSUOLO,SAMPDORIA,94',0,0,6,1,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,3,SAMPDORIA,INTER,99',2,0,1,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,4,EMPOLI,SAMPDORIA,94',0,0,4,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,5,SAMPDORIA,NAPOLI,91',4,0,5,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,6,JUVENTUS,SAMPDORIA,96',3,0,3,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,7,SAMPDORIA,UDINESE,96',3,0,4,1,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,8,CAGLIARI,SAMPDORIA,98',3,0,2,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,9,SAMPDORIA,SPEZIA,97',1,0,6,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,10,SAMPDORIA,ATALANTA,96',3,0,2,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,11,TORINO,SAMPDORIA,93',3,0,2,2,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,12,SAMPDORIA,BOLOGNA,97',2,0,4,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,13,SALERNITANA,SAMPDORIA,96',0,0,2,2,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,14,SAMPDORIA,HELLAS VERONA,97',1,0,2,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,15,FIORENTINA,SAMPDORIA,94',3,0,4,2,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,16,SAMPDORIA,LAZIO,95',3,0,2,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,17,GENOA,SAMPDORIA,99',1,0,1,1,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,18,SAMPDORIA,VENEZIA,95',1,0,0,0,0,1,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,20,SAMPDORIA,CAGLIARI,95',2,0,5,0,0,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,21,NAPOLI,SAMPDORIA,48',1,0,3,1,1,0,0,0
E.AUDERO,1,2021-2022,SAMPDORIA,30,VENEZIA,SAMPDORIA,96',0,0,1,1,0,0,0,0
