Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
T.STRAKOSHA,1,2021-2022,LAZIO,16,SAMPDORIA,LAZIO,95',1,0,4,1,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,17,SASSUOLO,LAZIO,96',2,0,4,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,18,LAZIO,GENOA,96',1,0,1,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,19,VENEZIA,LAZIO,97',1,0,1,1,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,20,LAZIO,EMPOLI,100',3,0,1,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,21,INTER,LAZIO,95',2,0,3,0,1,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,22,SALERNITANA,LAZIO,94',0,0,1,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,23,LAZIO,ATALANTA,93',0,0,2,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,24,FIORENTINA,LAZIO,94',0,0,3,1,0,1,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,25,LAZIO,BOLOGNA,95',0,0,3,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,26,UDINESE,LAZIO,96',1,0,1,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,27,LAZIO,NAPOLI,99',2,0,5,1,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,28,CAGLIARI,LAZIO,99',0,0,3,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,29,LAZIO,VENEZIA,94',0,0,2,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,30,ROMA,LAZIO,97',3,0,2,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,31,LAZIO,SASSUOLO,96',1,0,4,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,32,GENOA,LAZIO,92',1,0,4,1,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,33,LAZIO,TORINO,96',1,0,2,1,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,34,LAZIO,MILAN,98',2,0,6,0,1,1,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,35,SPEZIA,LAZIO,95',3,0,0,0,0,0,0,0
T.STRAKOSHA,1,2021-2022,LAZIO,36,LAZIO,SAMPDORIA,95',0,0,2,0,0,0,0,0
