Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
P.TERRACCIANO,1,2021-2022,FIORENTINA,1,ROMA,FIORENTINA,78',3,0,3,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,2,FIORENTINA,TORINO,100',1,0,0,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,3,ATALANTA,FIORENTINA,98',1,0,4,1,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,8,VENEZIA,FIORENTINA,95',1,0,1,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,9,FIORENTINA,CAGLIARI,95',0,0,1,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,10,LAZIO,FIORENTINA,94',1,0,1,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,11,FIORENTINA,SPEZIA,95',0,0,0,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,12,JUVENTUS,FIORENTINA,98',1,0,2,0,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,13,FIORENTINA,MILAN,98',3,0,5,1,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,14,EMPOLI,FIORENTINA,98',2,0,3,1,0,0,0,0
P.TERRACCIANO,1,2021-2022,FIORENTINA,15,FIORENTINA,SAMPDORIA,94',1,0,3,0,0,0,0,0
