Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
RUI PATRICIO,1,2021-2022,ROMA,1,ROMA,FIORENTINA,97',1,0,7,2,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,2,SALERNITANA,ROMA,94',0,0,0,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,3,ROMA,SASSUOLO,98',1,0,6,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,4,HELLAS VERONA,ROMA,97',3,0,3,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,5,ROMA,UDINESE,96',0,0,2,0,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,6,LAZIO,ROMA,97',3,0,1,0,0,1,0,0
RUI PATRICIO,1,2021-2022,ROMA,7,ROMA,EMPOLI,94',0,0,3,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,8,JUVENTUS,ROMA,98',1,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,9,ROMA,NAPOLI,100',0,0,2,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,10,CAGLIARI,ROMA,98',1,0,4,1,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,11,ROMA,MILAN,99',2,0,1,0,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,12,VENEZIA,ROMA,98',3,0,4,2,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,13,GENOA,ROMA,95',0,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,14,ROMA,TORINO,101',0,0,3,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,15,BOLOGNA,ROMA,98',1,0,2,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,16,ROMA,INTER,94',3,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,17,ROMA,SPEZIA,96',0,0,2,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,18,ATALANTA,ROMA,96',1,0,6,1,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,19,ROMA,SAMPDORIA,98',1,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,20,MILAN,ROMA,99',3,0,2,0,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,21,ROMA,JUVENTUS,100',4,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,22,ROMA,CAGLIARI,99',0,0,2,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,23,EMPOLI,ROMA,98',2,0,5,1,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,24,ROMA,GENOA,100',0,0,3,2,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,25,SASSUOLO,ROMA,99',2,0,2,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,26,ROMA,HELLAS VERONA,97',2,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,27,SPEZIA,ROMA,104',0,0,3,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,28,ROMA,ATALANTA,98',0,0,4,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,29,UDINESE,ROMA,97',1,0,4,1,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,30,ROMA,LAZIO,97',0,0,3,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,31,SAMPDORIA,ROMA,96',0,0,3,0,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,32,ROMA,SALERNITANA,98',1,0,2,0,0,1,0,0
RUI PATRICIO,1,2021-2022,ROMA,33,NAPOLI,ROMA,103',1,0,3,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,34,INTER,ROMA,95',3,0,5,0,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,35,ROMA,BOLOGNA,96',0,0,4,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,36,FIORENTINA,ROMA,99',2,0,5,0,1,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,37,ROMA,VENEZIA,101',1,0,1,0,0,0,0,0
RUI PATRICIO,1,2021-2022,ROMA,38,TORINO,ROMA,94',0,0,2,0,0,0,0,0
