Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,A,AT,BS,SC,FS,BP,AS,KP,P,P%,PA,R,FYC,SYC,RC
F.MAGNANELLI,4,2021-2022,SASSUOLO,1,HELLAS VERONA,SASSUOLO,12',0,0,0,0,0,0,0,7,0,0,5,100,0,0,0,0,0
F.MAGNANELLI,4,2021-2022,SASSUOLO,2,SASSUOLO,SAMPDORIA,8',0,0,0,0,0,0,2,12,0,0,8,80,3,0,0,0,0
