Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
S.TURATI,63,2019-2020,SASSUOLO,14,JUVENTUS,SASSUOLO,94',2,0,7,0,1,0,0,0
S.TURATI,63,2019-2020,SASSUOLO,15,SASSUOLO,CAGLIARI,96',2,0,1,0,0,0,0,0
