Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
L.SKORUPSKI,28,2019-2020,BOLOGNA,1,HELLAS VERONA,BOLOGNA,96',1,0,1,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,2,BOLOGNA,SPAL,99',0,0,1,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,3,BRESCIA,BOLOGNA,100',3,0,4,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,4,BOLOGNA,ROMA,97',2,0,4,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,5,GENOA,BOLOGNA,93',0,0,3,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,6,UDINESE,BOLOGNA,97',1,0,3,0,0,1,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,7,BOLOGNA,LAZIO,96',2,0,3,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,8,JUVENTUS,BOLOGNA,94',2,0,8,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,9,BOLOGNA,SAMPDORIA,95',1,0,1,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,10,CAGLIARI,BOLOGNA,96',3,0,2,0,1,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,11,BOLOGNA,INTER,95',2,0,6,2,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,12,SASSUOLO,BOLOGNA,99',3,0,5,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,13,BOLOGNA,PARMA,98',2,0,2,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,14,NAPOLI,BOLOGNA,96',1,0,4,0,1,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,15,BOLOGNA,MILAN,95',3,0,4,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,16,BOLOGNA,ATALANTA,96',1,0,4,0,1,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,17,LECCE,BOLOGNA,96',2,0,1,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,18,BOLOGNA,FIORENTINA,97',1,0,3,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,19,TORINO,BOLOGNA,97',1,0,0,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,20,BOLOGNA,HELLAS VERONA,99',1,0,10,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,21,SPAL,BOLOGNA,96',1,0,3,0,1,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,22,BOLOGNA,BRESCIA,98',1,0,0,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,23,ROMA,BOLOGNA,96',2,0,8,1,0,1,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,24,BOLOGNA,GENOA,96',3,0,2,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,26,LAZIO,BOLOGNA,96',2,0,3,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,27,BOLOGNA,JUVENTUS,100',2,0,3,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,28,SAMPDORIA,BOLOGNA,99',1,0,4,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,29,BOLOGNA,CAGLIARI,101',1,0,3,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,30,INTER,BOLOGNA,98',1,0,7,0,1,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,31,BOLOGNA,SASSUOLO,98',2,0,4,0,1,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,32,PARMA,BOLOGNA,99',2,0,2,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,33,BOLOGNA,NAPOLI,95',1,0,2,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,34,MILAN,BOLOGNA,97',5,0,7,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,35,ATALANTA,BOLOGNA,96',1,0,6,0,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,36,BOLOGNA,LECCE,101',2,0,7,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,37,FIORENTINA,BOLOGNA,95',4,0,4,1,0,0,0,0
L.SKORUPSKI,28,2019-2020,BOLOGNA,38,BOLOGNA,TORINO,98',1,0,9,0,2,0,0,0
