Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
P.GOLLINI,95,2019-2020,ATALANTA,1,SPAL,ATALANTA,96',2,0,1,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,2,ATALANTA,TORINO,94',3,0,3,1,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,3,GENOA,ATALANTA,100',1,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,4,ATALANTA,FIORENTINA,99',2,0,1,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,5,ROMA,ATALANTA,95',0,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,7,ATALANTA,LECCE,95',1,0,1,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,8,LAZIO,ATALANTA,97',3,0,2,1,0,1,0,0
P.GOLLINI,95,2019-2020,ATALANTA,9,ATALANTA,UDINESE,95',1,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,10,NAPOLI,ATALANTA,102',2,0,7,1,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,11,ATALANTA,CAGLIARI,94',2,0,5,0,2,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,12,SAMPDORIA,ATALANTA,97',0,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,13,ATALANTA,JUVENTUS,99',3,0,2,0,0,1,0,0
P.GOLLINI,95,2019-2020,ATALANTA,14,BRESCIA,ATALANTA,95',0,0,4,1,1,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,15,ATALANTA,HELLAS VERONA,98',2,0,0,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,16,BOLOGNA,ATALANTA,96',2,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,17,ATALANTA,MILAN,91',0,0,0,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,19,INTER,ATALANTA,95',1,0,3,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,21,TORINO,ATALANTA,91',0,0,4,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,22,ATALANTA,GENOA,99',2,0,3,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,23,FIORENTINA,ATALANTA,96',1,0,2,0,0,1,0,0
P.GOLLINI,95,2019-2020,ATALANTA,24,ATALANTA,ROMA,96',1,0,0,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,25,ATALANTA,SASSUOLO,96',1,0,5,0,1,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,26,LECCE,ATALANTA,93',2,0,1,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,27,ATALANTA,LAZIO,95',2,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,28,UDINESE,ATALANTA,94',2,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,29,ATALANTA,NAPOLI,98',0,0,8,0,1,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,31,ATALANTA,SAMPDORIA,95',0,0,5,2,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,32,JUVENTUS,ATALANTA,95',2,0,3,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,34,HELLAS VERONA,ATALANTA,93',1,0,7,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,35,ATALANTA,BOLOGNA,96',0,0,2,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,36,MILAN,ATALANTA,94',1,0,1,0,0,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,37,PARMA,ATALANTA,99',1,0,3,0,1,0,0,0
P.GOLLINI,95,2019-2020,ATALANTA,38,ATALANTA,INTER,5',1,0,0,0,0,0,0,0
