Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
J.JORONEN,1,2019-2020,BRESCIA,1,CAGLIARI,BRESCIA,100',0,0,4,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,2,MILAN,BRESCIA,95',1,0,4,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,3,BRESCIA,BOLOGNA,100',4,0,2,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,4,UDINESE,BRESCIA,99',0,0,3,0,1,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,5,BRESCIA,JUVENTUS,96',2,0,5,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,6,NAPOLI,BRESCIA,102',2,0,5,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,8,BRESCIA,FIORENTINA,100',0,0,6,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,9,GENOA,BRESCIA,98',3,0,7,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,11,HELLAS VERONA,BRESCIA,100',2,0,4,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,12,BRESCIA,TORINO,92',4,0,3,0,1,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,13,ROMA,BRESCIA,93',3,0,3,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,14,BRESCIA,ATALANTA,95',3,0,7,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,15,SPAL,BRESCIA,99',0,0,3,0,1,1,0,0
J.JORONEN,1,2019-2020,BRESCIA,17,PARMA,BRESCIA,94',1,0,4,0,1,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,18,BRESCIA,LAZIO,95',2,0,4,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,19,SAMPDORIA,BRESCIA,97',5,0,6,0,1,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,20,BRESCIA,CAGLIARI,95',2,0,8,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,21,BRESCIA,MILAN,94',1,0,3,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,22,BOLOGNA,BRESCIA,98',2,0,4,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,23,BRESCIA,UDINESE,97',1,0,6,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,25,BRESCIA,NAPOLI,95',2,0,2,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,26,SASSUOLO,BRESCIA,95',3,0,5,0,1,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,27,FIORENTINA,BRESCIA,97',1,0,5,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,28,BRESCIA,GENOA,100',2,0,6,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,29,INTER,BRESCIA,93',6,0,5,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,30,BRESCIA,HELLAS VERONA,100',0,0,9,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,31,TORINO,BRESCIA,96',3,0,6,1,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,34,BRESCIA,SPAL,96',1,0,5,0,0,0,0,0
J.JORONEN,1,2019-2020,BRESCIA,35,LECCE,BRESCIA,100',3,0,7,0,0,0,0,0
