Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
B.RADUNOVIC,96,2019-2020,HELLAS VERONA,36,HELLAS VERONA,LAZIO,101',5,0,2,1,0,1,0,0
B.RADUNOVIC,96,2019-2020,HELLAS VERONA,37,HELLAS VERONA,SPAL,96',0,0,6,0,2,0,0,0
B.RADUNOVIC,96,2019-2020,HELLAS VERONA,38,GENOA,HELLAS VERONA,101',3,0,1,0,0,0,0,0
