Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
P.OLSEN,1,2018-2019,ROMA,1,TORINO,ROMA,99',0,0,4,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,2,ROMA,ATALANTA,94',3,0,2,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,3,MILAN,ROMA,96',2,0,8,1,1,0,0,0
P.OLSEN,1,2018-2019,ROMA,4,ROMA,CHIEVOVERONA,97',2,0,3,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,5,BOLOGNA,ROMA,98',2,0,0,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,6,ROMA,FROSINONE,92',0,0,2,1,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,7,ROMA,LAZIO,97',1,0,3,0,0,1,0,0
P.OLSEN,1,2018-2019,ROMA,8,EMPOLI,ROMA,93',0,0,3,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,9,ROMA,SPAL,95',2,0,3,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,10,NAPOLI,ROMA,95',1,0,4,0,0,1,0,0
P.OLSEN,1,2018-2019,ROMA,11,FIORENTINA,ROMA,97',1,0,2,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,12,ROMA,SAMPDORIA,95',1,0,2,1,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,14,ROMA,INTER,95',2,0,5,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,15,CAGLIARI,ROMA,96',2,0,3,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,16,ROMA,GENOA,95',2,0,6,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,17,JUVENTUS,ROMA,96',1,0,5,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,18,ROMA,SASSUOLO,95',1,0,2,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,19,PARMA,ROMA,95',0,0,2,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,20,ROMA,TORINO,97',2,0,0,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,21,ATALANTA,ROMA,95',3,0,2,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,22,ROMA,MILAN,95',1,0,4,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,24,ROMA,BOLOGNA,95',1,0,8,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,25,FROSINONE,ROMA,97',2,1,3,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,26,LAZIO,ROMA,96',3,0,1,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,27,ROMA,EMPOLI,97',1,0,1,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,28,SPAL,ROMA,98',2,0,3,0,0,0,0,0
P.OLSEN,1,2018-2019,ROMA,29,ROMA,NAPOLI,96',4,0,6,1,1,0,0,0
