Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
I.RADU,97,2018-2019,GENOA,1,MILAN,GENOA,94',2,0,8,1,1,0,0,0
I.RADU,97,2018-2019,GENOA,6,GENOA,CHIEVOVERONA,96',0,0,2,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,7,FROSINONE,GENOA,94',1,0,3,1,1,0,0,0
I.RADU,97,2018-2019,GENOA,8,GENOA,PARMA,96',3,0,2,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,9,JUVENTUS,GENOA,95',1,0,2,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,10,GENOA,UDINESE,97',2,0,5,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,11,INTER,GENOA,96',5,0,5,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,12,GENOA,NAPOLI,95',2,0,3,0,1,0,0,0
I.RADU,97,2018-2019,GENOA,13,GENOA,SAMPDORIA,93',1,0,1,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,14,TORINO,GENOA,98',2,0,8,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,15,GENOA,SPAL,98',1,0,4,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,16,ROMA,GENOA,95',3,0,3,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,17,GENOA,ATALANTA,101',1,0,4,2,1,0,0,0
I.RADU,97,2018-2019,GENOA,18,CAGLIARI,GENOA,97',1,0,5,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,19,GENOA,FIORENTINA,98',0,0,4,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,20,GENOA,MILAN,95',2,0,4,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,21,EMPOLI,GENOA,94',1,0,4,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,22,GENOA,SASSUOLO,93',1,0,5,0,1,0,0,0
I.RADU,97,2018-2019,GENOA,23,BOLOGNA,GENOA,95',1,0,1,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,24,GENOA,LAZIO,96',1,0,4,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,25,CHIEVOVERONA,GENOA,96',0,0,5,0,2,0,0,0
I.RADU,97,2018-2019,GENOA,26,GENOA,FROSINONE,95',0,0,0,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,28,GENOA,JUVENTUS,96',0,0,0,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,29,UDINESE,GENOA,93',2,0,3,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,30,GENOA,INTER,91',4,0,4,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,31,NAPOLI,GENOA,98',1,0,8,0,1,0,0,0
I.RADU,97,2018-2019,GENOA,32,SAMPDORIA,GENOA,94',2,0,3,0,1,0,0,0
I.RADU,97,2018-2019,GENOA,33,GENOA,TORINO,97',1,0,3,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,34,SPAL,GENOA,94',1,0,3,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,35,GENOA,ROMA,96',1,0,4,1,1,0,0,0
I.RADU,97,2018-2019,GENOA,36,ATALANTA,GENOA,94',2,0,2,0,0,0,0,0
I.RADU,97,2018-2019,GENOA,37,GENOA,CAGLIARI,96',1,0,2,1,0,0,0,0
I.RADU,97,2018-2019,GENOA,38,FIORENTINA,GENOA,96',0,0,4,0,0,0,0,0
