Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
A.CRAGNO,28,2018-2019,CAGLIARI,1,EMPOLI,CAGLIARI,97',2,0,2,2,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,2,CAGLIARI,SASSUOLO,101',2,0,3,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,3,ATALANTA,CAGLIARI,96',0,0,4,1,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,4,CAGLIARI,MILAN,95',1,0,4,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,5,PARMA,CAGLIARI,99',2,0,5,1,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,6,CAGLIARI,SAMPDORIA,95',0,0,3,0,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,7,INTER,CAGLIARI,95',2,0,5,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,8,CAGLIARI,BOLOGNA,98',0,0,4,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,9,FIORENTINA,CAGLIARI,101',1,0,2,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,10,CAGLIARI,CHIEVOVERONA,94',1,0,2,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,11,JUVENTUS,CAGLIARI,97',3,0,2,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,12,SPAL,CAGLIARI,96',2,0,2,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,13,CAGLIARI,TORINO,99',0,0,5,1,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,14,FROSINONE,CAGLIARI,96',1,0,10,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,15,CAGLIARI,ROMA,96',2,0,5,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,16,CAGLIARI,NAPOLI,99',1,0,3,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,17,LAZIO,CAGLIARI,96',3,0,6,1,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,18,CAGLIARI,GENOA,97',0,0,4,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,19,UDINESE,CAGLIARI,96',2,0,4,0,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,20,CAGLIARI,EMPOLI,93',2,0,2,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,21,SASSUOLO,CAGLIARI,100',3,0,6,0,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,22,CAGLIARI,ATALANTA,96',1,0,6,1,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,23,MILAN,CAGLIARI,90',3,0,8,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,24,CAGLIARI,PARMA,95',1,0,2,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,25,SAMPDORIA,CAGLIARI,97',1,0,4,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,26,CAGLIARI,INTER,99',1,0,5,0,0,1,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,27,BOLOGNA,CAGLIARI,96',2,0,6,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,28,CAGLIARI,FIORENTINA,96',1,0,3,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,29,CHIEVOVERONA,CAGLIARI,94',0,0,7,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,30,CAGLIARI,JUVENTUS,94',2,0,4,1,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,31,CAGLIARI,SPAL,99',1,0,0,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,32,TORINO,CAGLIARI,100',1,0,7,2,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,33,CAGLIARI,FROSINONE,95',0,0,2,0,1,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,34,ROMA,CAGLIARI,93',3,0,7,2,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,35,NAPOLI,CAGLIARI,103',2,0,6,1,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,36,CAGLIARI,LAZIO,96',2,0,3,0,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,37,GENOA,CAGLIARI,96',1,0,8,1,0,0,0,0
A.CRAGNO,28,2018-2019,CAGLIARI,38,CAGLIARI,UDINESE,96',2,0,3,0,0,0,0,0
