Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
S.HANDANOVIC,1,2018-2019,INTER,1,SASSUOLO,INTER,95',1,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,2,INTER,TORINO,96',2,0,4,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,3,BOLOGNA,INTER,95',0,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,4,INTER,PARMA,96',1,0,5,0,1,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,5,SAMPDORIA,INTER,99',0,0,3,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,6,INTER,FIORENTINA,98',1,0,4,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,7,INTER,CAGLIARI,95',0,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,8,SPAL,INTER,95',1,0,4,1,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,9,INTER,MILAN,99',0,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,10,LAZIO,INTER,95',0,0,4,0,1,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,11,INTER,GENOA,96',0,0,3,2,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,12,ATALANTA,INTER,98',4,0,5,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,13,INTER,FROSINONE,95',0,0,4,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,14,ROMA,INTER,95',2,0,3,0,1,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,15,JUVENTUS,INTER,96',1,0,4,1,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,16,INTER,UDINESE,95',0,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,17,CHIEVOVERONA,INTER,96',1,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,18,INTER,NAPOLI,97',0,0,3,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,19,EMPOLI,INTER,96',0,0,3,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,20,INTER,SASSUOLO,95',0,0,5,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,21,TORINO,INTER,98',1,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,22,INTER,BOLOGNA,96',1,0,5,1,1,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,23,PARMA,INTER,95',0,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,24,INTER,SAMPDORIA,98',1,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,25,FIORENTINA,INTER,105',3,0,0,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,26,CAGLIARI,INTER,99',2,0,4,1,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,27,INTER,SPAL,101',0,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,28,MILAN,INTER,99',2,0,3,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,29,INTER,LAZIO,96',1,0,4,1,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,30,GENOA,INTER,91',0,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,31,INTER,ATALANTA,94',0,0,1,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,32,FROSINONE,INTER,95',1,0,3,1,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,33,INTER,ROMA,94',1,0,4,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,34,INTER,JUVENTUS,94',1,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,35,UDINESE,INTER,94',0,0,3,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,36,INTER,CHIEVOVERONA,95',0,0,0,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,37,NAPOLI,INTER,94',4,0,2,0,0,0,0,0
S.HANDANOVIC,1,2018-2019,INTER,38,INTER,EMPOLI,98',1,0,4,0,0,0,0,0
