Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
L.SEPE,55,2018-2019,PARMA,1,PARMA,UDINESE,94',2,0,2,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,2,SPAL,PARMA,97',1,0,4,1,0,0,0,0
L.SEPE,55,2018-2019,PARMA,3,PARMA,JUVENTUS,97',2,0,4,0,1,0,0,0
L.SEPE,55,2018-2019,PARMA,4,INTER,PARMA,96',0,0,7,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,5,PARMA,CAGLIARI,99',0,0,2,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,6,NAPOLI,PARMA,93',3,0,4,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,7,PARMA,EMPOLI,93',0,0,4,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,8,GENOA,PARMA,96',1,0,11,1,0,0,0,0
L.SEPE,55,2018-2019,PARMA,9,PARMA,LAZIO,94',2,0,7,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,10,ATALANTA,PARMA,95',3,0,11,2,0,0,0,0
L.SEPE,55,2018-2019,PARMA,11,PARMA,FROSINONE,94',0,0,1,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,12,TORINO,PARMA,96',1,0,3,0,0,1,0,0
L.SEPE,55,2018-2019,PARMA,13,PARMA,SASSUOLO,96',1,0,3,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,14,MILAN,PARMA,96',2,0,3,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,15,PARMA,CHIEVOVERONA,96',1,0,0,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,16,SAMPDORIA,PARMA,94',2,0,8,0,2,0,0,0
L.SEPE,55,2018-2019,PARMA,17,PARMA,BOLOGNA,95',0,0,2,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,18,FIORENTINA,PARMA,97',0,0,7,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,19,PARMA,ROMA,95',2,0,4,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,20,UDINESE,PARMA,97',1,0,7,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,21,PARMA,SPAL,96',3,0,3,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,22,JUVENTUS,PARMA,96',3,0,4,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,23,PARMA,INTER,95',1,0,4,1,0,0,0,0
L.SEPE,55,2018-2019,PARMA,24,CAGLIARI,PARMA,95',2,0,1,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,25,PARMA,NAPOLI,95',4,0,1,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,26,EMPOLI,PARMA,99',3,0,6,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,27,PARMA,GENOA,96',0,0,1,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,28,LAZIO,PARMA,94',4,0,4,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,29,PARMA,ATALANTA,96',3,0,5,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,30,FROSINONE,PARMA,109',3,0,1,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,31,PARMA,TORINO,96',0,0,4,2,0,0,0,0
L.SEPE,55,2018-2019,PARMA,32,SASSUOLO,PARMA,99',0,0,7,2,0,0,0,0
L.SEPE,55,2018-2019,PARMA,33,PARMA,MILAN,98',1,0,2,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,34,CHIEVOVERONA,PARMA,94',1,0,1,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,35,PARMA,SAMPDORIA,96',3,0,7,0,0,0,0,0
L.SEPE,55,2018-2019,PARMA,36,BOLOGNA,PARMA,92',4,1,8,2,0,0,0,0
L.SEPE,55,2018-2019,PARMA,37,PARMA,FIORENTINA,97',0,0,4,0,0,0,0,0
