Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
S.PROTO,24,2018-2019,LAZIO,36,CAGLIARI,LAZIO,96',1,0,5,0,0,1,0,0
S.PROTO,24,2018-2019,LAZIO,38,TORINO,LAZIO,93',3,0,4,0,0,0,0,0
