Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
A.LAFONT,1,2018-2019,FIORENTINA,2,FIORENTINA,CHIEVOVERONA,95',1,0,2,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,3,FIORENTINA,UDINESE,45',0,0,1,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,5,FIORENTINA,SPAL,97',0,0,2,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,6,INTER,FIORENTINA,98',2,0,1,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,7,FIORENTINA,ATALANTA,97',0,0,2,0,0,1,0,0
A.LAFONT,1,2018-2019,FIORENTINA,8,LAZIO,FIORENTINA,97',1,0,4,0,1,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,9,FIORENTINA,CAGLIARI,101',1,0,4,0,1,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,10,TORINO,FIORENTINA,97',1,1,3,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,11,FIORENTINA,ROMA,97',1,0,4,1,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,12,FROSINONE,FIORENTINA,94',1,0,2,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,13,BOLOGNA,FIORENTINA,94',0,0,4,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,14,FIORENTINA,JUVENTUS,93',3,0,3,0,1,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,15,SASSUOLO,FIORENTINA,99',3,0,4,0,2,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,16,FIORENTINA,EMPOLI,97',1,0,3,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,17,MILAN,FIORENTINA,94',0,0,5,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,18,FIORENTINA,PARMA,97',1,0,1,1,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,19,GENOA,FIORENTINA,98',0,0,3,1,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,20,FIORENTINA,SAMPDORIA,95',3,0,2,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,21,CHIEVOVERONA,FIORENTINA,101',3,0,4,0,1,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,22,UDINESE,FIORENTINA,94',1,0,1,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,23,FIORENTINA,NAPOLI,99',0,0,4,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,24,SPAL,FIORENTINA,96',1,0,3,1,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,25,FIORENTINA,INTER,105',3,0,3,1,1,1,0,0
A.LAFONT,1,2018-2019,FIORENTINA,26,ATALANTA,FIORENTINA,95',3,0,7,1,1,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,29,FIORENTINA,TORINO,99',1,0,1,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,30,ROMA,FIORENTINA,95',2,0,3,0,1,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,31,FIORENTINA,FROSINONE,98',1,0,2,1,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,32,FIORENTINA,BOLOGNA,93',0,0,3,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,33,JUVENTUS,FIORENTINA,95',2,0,3,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,34,FIORENTINA,SASSUOLO,96',1,0,3,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,35,EMPOLI,FIORENTINA,96',1,0,3,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,36,FIORENTINA,MILAN,95',1,0,4,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,37,PARMA,FIORENTINA,97',1,0,2,0,0,0,0,0
A.LAFONT,1,2018-2019,FIORENTINA,38,FIORENTINA,GENOA,96',0,0,1,0,1,0,0,0
