Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
M.STORARI,30,2016-2017,CAGLIARI,1,GENOA,CAGLIARI,95',3,0,3,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,2,CAGLIARI,ROMA,94',2,0,4,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,3,BOLOGNA,CAGLIARI,56',1,0,5,0,0,0,0,1
M.STORARI,30,2016-2017,CAGLIARI,5,JUVENTUS,CAGLIARI,92',4,0,10,1,2,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,6,CAGLIARI,SAMPDORIA,33',0,0,1,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,8,INTER,CAGLIARI,94',1,0,4,0,1,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,9,CAGLIARI,FIORENTINA,96',5,0,4,0,2,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,10,LAZIO,CAGLIARI,94',4,0,7,0,1,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,11,CAGLIARI,PALERMO,95',1,0,2,2,0,1,0,0
M.STORARI,30,2016-2017,CAGLIARI,12,TORINO,CAGLIARI,92',5,0,4,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,13,CHIEVOVERONA,CAGLIARI,95',1,0,1,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,14,CAGLIARI,UDINESE,95',1,0,4,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,15,PESCARA,CAGLIARI,96',1,0,1,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,16,CAGLIARI,NAPOLI,94',5,0,5,0,0,0,0,0
M.STORARI,30,2016-2017,CAGLIARI,17,EMPOLI,CAGLIARI,100',2,0,1,0,0,0,0,0
