Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
M.FESTA,5,2016-2017,CROTONE,2,CROTONE,GENOA,95',3,0,5,4,1,0,0,0
M.FESTA,5,2016-2017,CROTONE,17,UDINESE,CROTONE,7',0,0,0,0,0,0,0,0
M.FESTA,5,2016-2017,CROTONE,19,LAZIO,CROTONE,97',1,0,5,0,0,1,0,0
