Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
F.MARCHETTI,22,2016-2017,LAZIO,1,ATALANTA,LAZIO,99',3,0,3,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,2,LAZIO,JUVENTUS,96',1,0,4,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,3,CHIEVOVERONA,LAZIO,99',1,0,3,2,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,4,LAZIO,PESCARA,96',0,0,4,1,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,8,LAZIO,BOLOGNA,97',1,0,4,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,9,TORINO,LAZIO,95',2,0,2,0,1,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,10,LAZIO,CAGLIARI,94',1,0,5,1,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,11,LAZIO,SASSUOLO,94',1,0,4,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,12,NAPOLI,LAZIO,94',1,0,9,1,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,15,LAZIO,ROMA,96',2,0,3,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,16,SAMPDORIA,LAZIO,45',0,0,2,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,17,LAZIO,FIORENTINA,97',1,0,7,0,1,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,18,INTER,LAZIO,93',3,0,3,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,19,LAZIO,CROTONE,97',0,0,1,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,20,LAZIO,ATALANTA,97',1,0,2,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,21,JUVENTUS,LAZIO,96',2,0,0,0,0,0,0,0
F.MARCHETTI,22,2016-2017,LAZIO,23,PESCARA,LAZIO,90',2,0,4,0,1,0,0,0
