Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
GABRIEL,28,2016-2017,CAGLIARI,25,SAMPDORIA,CAGLIARI,97',1,0,2,0,1,1,0,0
GABRIEL,28,2016-2017,CAGLIARI,26,CROTONE,CAGLIARI,95',1,0,1,1,0,0,0,0
GABRIEL,28,2016-2017,CAGLIARI,27,CAGLIARI,INTER,91',5,0,4,0,0,0,0,0
