Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
A.CONSIGLI,47,2016-2017,SASSUOLO,1,PALERMO,SASSUOLO,95',0,0,2,1,0,1,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,2,SASSUOLO,PESCARA,95',1,0,4,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,3,JUVENTUS,SASSUOLO,98',3,0,7,1,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,4,SASSUOLO,GENOA,93',0,0,5,0,1,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,5,CHIEVOVERONA,SASSUOLO,98',2,0,1,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,6,SASSUOLO,UDINESE,95',0,0,1,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,7,MILAN,SASSUOLO,94',4,0,4,1,1,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,8,SASSUOLO,CROTONE,94',1,0,0,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,9,BOLOGNA,SASSUOLO,95',1,0,3,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,10,SASSUOLO,ROMA,97',3,0,3,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,11,LAZIO,SASSUOLO,94',2,0,4,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,12,SASSUOLO,ATALANTA,94',3,0,7,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,13,SAMPDORIA,SASSUOLO,95',3,0,5,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,14,NAPOLI,SASSUOLO,95',1,0,7,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,15,SASSUOLO,EMPOLI,94',0,0,3,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,16,FIORENTINA,SASSUOLO,97',2,0,4,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,17,SASSUOLO,INTER,95',1,0,5,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,18,CAGLIARI,SASSUOLO,98',4,0,5,1,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,19,SASSUOLO,TORINO,95',0,0,1,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,20,SASSUOLO,PALERMO,92',1,0,2,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,21,PESCARA,SASSUOLO,94',1,0,4,1,1,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,22,SASSUOLO,JUVENTUS,97',2,0,4,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,23,GENOA,SASSUOLO,94',0,0,5,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,24,SASSUOLO,CHIEVOVERONA,94',3,0,5,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,25,UDINESE,SASSUOLO,97',1,0,4,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,26,SASSUOLO,MILAN,97',1,0,4,1,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,27,CROTONE,SASSUOLO,95',0,0,3,0,1,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,28,SASSUOLO,BOLOGNA,95',1,0,0,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,29,ROMA,SASSUOLO,97',3,0,5,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,30,SASSUOLO,LAZIO,95',2,1,2,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,31,ATALANTA,SASSUOLO,97',1,0,5,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,32,SASSUOLO,SAMPDORIA,96',1,0,3,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,33,SASSUOLO,NAPOLI,94',2,0,4,1,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,34,EMPOLI,SASSUOLO,95',1,0,9,0,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,35,SASSUOLO,FIORENTINA,95',2,0,2,0,1,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,36,INTER,SASSUOLO,95',1,0,6,1,0,0,0,0
A.CONSIGLI,47,2016-2017,SASSUOLO,37,SASSUOLO,CAGLIARI,93',2,0,2,0,0,0,0,0
