Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Poss_T1,Poss_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2014-15,16,INTER,LAZIO,21/12/2014,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO TAGLIAVENTO,2,2,D,0,2,A,2,0,H,0,0,0,0,1,1,1,0,1,0,0,0,Roberto Mancini,Stefano Pioli,61%,39%,0,5,0,2,0 (0),0 (0),13,4,7,2,0,0,6,2,0,0,0,0,7,14,0,0,5,4,1,0,2,4,9,0,1,4,0,0,0,0,6,9,15,5,9,12,6,4,4,2,4,2,2.15,3.4,3.5
2014-15,17,LAZIO,SAMPDORIA,05/01/2015,OLIMPICO - ROMA,20:45,GIANPAOLO CALVARESE,3,0,H,2,0,H,1,0,H,0,0,2,0,1,0,0,0,0,0,0,0,Stefano Pioli,Sinisa Mihajlovic,54%,46%,1,5,0,1,0 (0),0 (0),14,2,8,1,0,0,6,1,0,0,0,0,19,9,0,0,6,0,3,0,0,5,12,1,2,2,0,0,0,0,4,2,9,2,1,6,7,2,7,1,3,2,1.85,3.4,4.33
2014-15,17,UDINESE,ROMA,06/01/2015,DACIA ARENA - STADIO FRIULI - UDINE,12:30,MARCO GUIDA,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,1,0,0,0,0,Andrea Stramaccioni,Rudi Garcia,42%,58%,6,2,2,0,0 (0),0 (0),5,12,2,8,0,0,3,4,0,0,0,0,12,17,0,1,3,6,1,4,3,2,5,4,1,5,0,0,0,0,2,2,11,5,28,12,7,3,4,2,4,3,4.2,3.5,1.91
2014-15,17,CHIEVOVERONA,TORINO,06/01/2015,MARCANTONIO BENTEGODI - VERONA,15:00,ROSARIO ABISSO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rolando Maran,Gian Piero Ventura,50%,50%,3,7,0,0,0 (0),0 (0),14,5,7,3,1,0,7,2,0,0,0,0,17,17,0,0,0,0,0,0,1,0,9,0,2,3,0,0,0,0,7,4,9,8,5,12,4,3,3,2,2,1,3.1,3.1,2.5
2014-15,17,EMPOLI,HELLAS VERONA,06/01/2015,CARLO CASTELLANI - EMPOLI,15:00,PIERO GIACOMELLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Maurizio Sarri,Andrea Mandorlini,56%,44%,5,8,0,0,0 (0),0 (0),17,7,8,5,4,1,9,2,3,1,0,0,16,20,0,0,2,0,6,1,3,4,11,1,0,3,1,1,0,0,0,1,7,10,4,5,3,1,5,2,9,4,1.91,3.5,4.2
2014-15,17,GENOA,ATALANTA,06/01/2015,LUIGI FERRARIS - GENOVA,15:00,MASSIMILIANO IRRATI,2,2,D,0,1,A,2,1,H,0,0,0,1,1,0,0,0,1,1,0,0,Gian Piero Gasperini,Stefano Colantuono,63%,37%,4,5,0,1,1 (1),0 (0),12,7,7,6,1,1,5,1,2,0,0,0,13,14,0,0,4,3,2,0,1,2,12,2,4,4,0,0,0,0,4,0,6,3,6,12,5,7,4,1,5,2,1.95,3.3,4.33
2014-15,17,MILAN,SASSUOLO,06/01/2015,GIUSEPPE MEAZZA - MILANO,15:00,MARCO DI BELLO,1,2,A,1,1,D,0,1,A,1,0,0,0,0,0,0,1,0,0,1,0,Filippo Inzaghi,Eusebio Di Francesco,59%,41%,1,3,0,1,0 (0),0 (0),9,8,4,3,1,1,5,5,0,1,0,0,18,16,0,0,3,4,0,1,3,1,9,1,3,3,0,0,0,0,1,0,7,2,9,13,2,4,4,0,6,4,1.62,3.8,6
2014-15,17,PALERMO,CAGLIARI,06/01/2015,RENZO BARBERA - PALERMO,15:00,SEBASTIANO PERUZZO,5,0,H,3,0,H,2,0,H,3,0,0,0,1,1,0,0,0,0,0,0,Giuseppe Iachini,Gianfranco Zola,61%,39%,3,2,2,2,1 (1),0 (0),15,7,7,3,1,0,8,4,0,1,0,0,16,15,0,0,13,6,6,0,2,0,7,1,3,3,0,1,0,0,1,2,15,3,23,14,7,13,8,7,11,7,1.95,3.5,4
2014-15,17,PARMA,FIORENTINA,06/01/2015,ENNIO TARDINI - PARMA,15:00,ANTONIO DAMATO,1,0,H,1,0,H,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Vincenzo Montella,32%,68%,7,2,0,0,0 (0),1 (0),5,15,3,7,0,2,2,8,0,1,0,0,20,14,0,0,2,5,3,8,7,1,3,2,6,0,0,2,0,0,2,2,6,6,8,6,4,3,0,4,1,4,4,3.5,1.95
2014-15,17,CESENA,NAPOLI,06/01/2015,OROGEL STADIUM - CESENA,18:00,DAVIDE MASSA,1,4,A,0,2,A,1,2,A,0,0,0,0,1,0,0,1,1,0,2,0,Domenico Di Carlo,Rafael Benitez,41%,59%,3,2,0,1,0 (0),0 (0),7,11,3,8,0,0,4,3,0,0,0,0,5,12,0,0,2,4,0,3,0,4,2,6,2,2,0,0,0,0,1,1,6,5,2,3,5,5,1,4,2,2,9.5,4.75,1.36
2014-15,17,JUVENTUS,INTER,06/01/2015,ALLIANZ STADIUM - TORINO,21:00,LUCA BANTI,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,0,1,0,Massimiliano Allegri,Roberto Mancini,50%,50%,1,5,1,2,0 (0),0 (0),9,8,6,2,1,0,3,6,0,0,0,0,10,11,0,0,7,3,2,1,5,0,11,3,2,4,0,0,0,1,1,5,6,11,7,7,7,5,3,0,2,2,1.44,4.33,8
2014-15,18,SASSUOLO,UDINESE,10/01/2015,MAPEI STADIUM - REGGIO EMILIA,18:00,DAVIDE MASSA,1,1,D,1,1,D,0,0,D,1,0,0,0,0,0,0,1,0,0,0,0,Eusebio Di Francesco,Andrea Stramaccioni,57%,43%,1,6,1,0,0 (0),0 (0),15,6,8,2,0,0,7,4,1,0,0,0,13,19,1,0,3,2,10,2,0,3,10,4,3,2,0,0,0,0,3,1,16,2,9,8,4,1,9,3,0,1,2.05,3.2,4
2014-15,18,TORINO,MILAN,10/01/2015,OLIMPICO - TORINO,20:45,GIANLUCA ROCCHI,1,1,D,0,1,A,1,0,H,0,0,0,0,0,1,0,0,1,0,0,0,Gian Piero Ventura,Filippo Inzaghi,64%,36%,0,4,0,1,0 (0),1 (1),20,5,7,1,0,1,13,4,0,0,0,0,15,14,1,0,13,2,3,0,1,1,9,0,1,3,0,1,0,0,2,1,19,3,10,5,20,2,6,0,5,0,2.63,3.2,2.7
2014-15,18,INTER,GENOA,11/01/2015,GIUSEPPE MEAZZA - MILANO,12:30,CARMINE RUSSO,3,1,H,2,0,H,1,1,D,1,0,1,0,0,1,0,0,0,0,0,1,Roberto Mancini,Gian Piero Gasperini,55%,45%,5,4,2,2,0 (0),0 (0),10,10,7,7,2,0,3,3,1,0,0,0,14,11,0,1,5,4,0,0,2,1,5,4,1,2,0,0,0,0,9,7,8,11,7,7,10,8,4,6,6,5,1.62,3.8,6
2014-15,18,ATALANTA,CHIEVOVERONA,11/01/2015,GEWISS STADIUM - BERGAMO,15:00,PAOLO VALERI,1,1,D,0,0,D,1,1,D,0,0,0,0,1,0,0,0,0,0,0,1,Stefano Colantuono,Rolando Maran,49%,51%,3,3,1,0,0 (0),0 (0),9,10,4,4,0,2,5,6,1,1,0,0,13,19,0,0,3,2,0,0,1,4,9,7,3,0,1,0,0,0,1,4,10,3,7,12,3,4,3,3,3,2,2.05,3.2,4
2014-15,18,CAGLIARI,CESENA,11/01/2015,SANT'ELIA - CAGLIARI,15:00,NICOLA RIZZOLI,2,1,H,2,0,H,0,1,A,1,1,0,0,0,0,0,0,0,0,0,1,Gianfranco Zola,Domenico Di Carlo,42%,58%,4,4,2,5,1 (0),0 (0),8,12,6,5,0,1,2,7,0,0,0,0,16,16,0,0,3,5,3,1,0,3,4,11,1,3,0,0,0,0,6,0,7,15,2,10,3,10,4,8,10,6,1.67,3.75,5.5
2014-15,18,FIORENTINA,PALERMO,11/01/2015,ARTEMIO FRANCHI - FIRENZE,15:00,PAOLO SILVIO MAZZOLENI,4,3,H,1,0,H,3,3,D,0,1,0,1,2,0,0,0,0,1,2,0,Vincenzo Montella,Giuseppe Iachini,56%,44%,2,4,0,0,0 (0),1 (1),18,8,10,5,0,1,8,3,0,0,0,0,8,10,2,0,6,3,5,2,3,4,7,3,4,2,0,0,0,0,1,2,9,4,4,9,13,6,4,1,4,1,1.73,3.75,4.75
2014-15,18,HELLAS VERONA,PARMA,11/01/2015,MARCANTONIO BENTEGODI - VERONA,15:00,CLAUDIO GAVILLUCCI,3,1,H,1,0,H,2,1,H,0,0,1,0,1,1,0,0,0,0,1,0,Andrea Mandorlini,Roberto Donadoni,44%,56%,1,4,0,1,0 (0),0 (0),9,5,7,2,0,1,2,3,0,0,0,0,12,12,0,0,7,4,4,2,0,2,2,4,1,0,0,0,0,0,11,4,15,16,11,10,5,7,3,4,6,7,2.38,3.25,3.1
2014-15,18,ROMA,LAZIO,11/01/2015,OLIMPICO - ROMA,15:00,DANIELE ORSATO,2,2,D,0,2,A,2,0,H,0,0,0,1,1,0,0,2,0,0,0,0,Rudi Garcia,Stefano Pioli,57%,43%,5,2,2,1,0 (0),0 (0),8,10,4,8,0,1,4,2,1,0,0,0,11,13,0,1,4,6,2,2,2,3,3,4,4,4,0,0,0,0,4,5,17,15,11,17,3,6,10,9,13,7,2.1,3.3,3.75
2014-15,18,SAMPDORIA,EMPOLI,11/01/2015,LUIGI FERRARIS - GENOVA,15:00,DINO TOMMASI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Sinisa Mihajlovic,Maurizio Sarri,55%,45%,2,5,0,0,0 (0),0 (0),12,5,6,2,0,0,6,3,1,1,0,0,17,13,0,0,5,2,1,0,6,6,8,2,1,2,0,0,0,0,3,3,14,8,14,13,9,3,2,0,5,1,1.85,3.4,4.75
2014-15,18,NAPOLI,JUVENTUS,11/01/2015,SAN PAOLO - NAPOLI,20:45,PAOLO TAGLIAVENTO,1,3,A,0,1,A,1,2,A,0,0,0,0,1,0,0,1,0,0,1,1,Rafael Benitez,Massimiliano Allegri,47%,53%,2,1,1,0,0 (0),0 (0),10,6,2,5,1,2,8,1,2,1,0,0,7,11,0,0,4,4,2,3,2,2,8,2,4,2,0,0,0,0,7,1,20,11,14,11,6,4,7,5,8,3,2.9,3.25,2.5
2014-15,19,EMPOLI,INTER,17/01/2015,CARLO CASTELLANI - EMPOLI,18:00,DANIELE DOVERI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Maurizio Sarri,Roberto Mancini,54%,46%,1,5,0,2,0 (0),0 (0),13,5,5,1,0,0,8,4,1,0,0,0,11,13,0,0,2,1,2,2,1,2,10,3,1,2,0,0,0,0,6,1,13,7,9,12,6,6,5,1,10,2,3.5,3.25,2.2
2014-15,19,PALERMO,ROMA,17/01/2015,RENZO BARBERA - PALERMO,20:45,ANTONIO DAMATO,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,1,0,0,Giuseppe Iachini,Rudi Garcia,39%,61%,2,2,0,2,0 (0),0 (0),6,13,4,7,0,0,2,6,0,1,0,0,12,18,0,0,6,12,6,6,1,1,1,3,2,3,0,0,0,0,8,6,4,11,37,38,11,26,8,10,7,13,3.6,3.3,2.15
2014-15,19,LAZIO,NAPOLI,18/01/2015,OLIMPICO - ROMA,12:30,NICOLA RIZZOLI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,1,0,0,0,0,Stefano Pioli,Rafael Benitez,64%,36%,3,3,1,0,0 (0),0 (0),15,7,6,6,1,0,9,1,0,0,0,0,10,15,1,0,4,4,5,3,1,1,6,2,3,3,0,0,0,0,3,12,22,3,21,27,7,3,6,4,10,6,2.5,3.2,3
2014-15,19,CESENA,TORINO,18/01/2015,OROGEL STADIUM - CESENA,15:00,MARCO GUIDA,2,3,A,1,2,A,1,1,D,0,1,0,1,0,0,0,2,0,0,0,1,Domenico Di Carlo,Gian Piero Ventura,51%,49%,1,3,0,1,2 (2),0 (0),12,5,5,4,2,0,7,1,1,0,0,0,22,16,0,0,4,6,1,2,1,0,1,1,5,5,0,0,0,0,3,6,22,15,16,14,9,7,5,8,15,7,4.75,3.3,1.85
2014-15,19,CHIEVOVERONA,FIORENTINA,18/01/2015,MARCANTONIO BENTEGODI - VERONA,15:00,ANGELO CERVELLERA,1,2,A,0,1,A,1,1,D,0,0,0,0,1,0,0,0,1,0,0,1,Rolando Maran,Vincenzo Montella,45%,55%,4,6,0,0,0 (0),0 (0),14,19,9,8,1,0,5,11,1,3,0,0,17,13,0,0,8,11,1,2,5,1,4,10,2,1,0,0,0,0,5,2,7,17,18,11,9,12,4,11,6,5,4,3.3,2
2014-15,19,GENOA,SASSUOLO,18/01/2015,LUIGI FERRARIS - GENOVA,15:00,PIERO GIACOMELLI,3,3,D,1,1,D,2,2,D,0,1,0,2,0,0,0,0,1,1,1,0,Gian Piero Gasperini,Eusebio Di Francesco,58%,42%,7,5,2,1,1 (1),1 (1),10,11,8,9,1,1,2,2,0,0,0,0,15,20,0,0,5,6,3,2,2,1,4,5,1,4,0,0,0,0,2,5,8,6,10,11,4,6,3,1,5,2,2.3,3.2,3.3
2014-15,19,MILAN,ATALANTA,18/01/2015,GIUSEPPE MEAZZA - MILANO,15:00,CARMINE RUSSO,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Filippo Inzaghi,Stefano Colantuono,65%,35%,5,4,1,0,0 (0),0 (0),16,14,9,10,1,0,7,4,3,0,0,0,9,17,0,2,7,6,1,1,1,1,11,4,2,5,0,0,0,0,5,7,18,4,10,10,13,6,10,4,6,2,1.53,4,7
2014-15,19,PARMA,SAMPDORIA,18/01/2015,ENNIO TARDINI - PARMA,15:00,ANDREA GERVASONI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,1,1,0,Roberto Donadoni,Sinisa Mihajlovic,46%,54%,2,1,0,0,0 (0),0 (0),8,12,3,8,0,1,5,4,0,1,0,0,15,11,0,1,0,0,3,2,7,1,3,2,2,1,0,0,0,0,4,7,6,2,18,6,5,5,3,2,1,2,2.6,3.1,2.88
2014-15,19,UDINESE,CAGLIARI,18/01/2015,DACIA ARENA - STADIO FRIULI - UDINE,15:00,MARCO DI BELLO,2,2,D,0,1,A,2,1,H,0,0,0,2,0,0,0,0,1,1,0,0,Andrea Stramaccioni,Gianfranco Zola,51%,49%,4,2,2,0,0 (0),1 (1),13,11,11,8,1,1,2,3,0,0,0,0,15,18,0,0,5,4,3,1,1,2,5,7,1,4,0,0,0,0,6,1,18,8,24,13,9,6,12,6,3,5,2.2,3.3,3.4
2014-15,19,JUVENTUS,HELLAS VERONA,18/01/2015,ALLIANZ STADIUM - TORINO,20:45,MASSIMILIANO IRRATI,4,0,H,2,0,H,2,0,H,2,0,0,0,2,0,0,0,0,0,0,0,Massimiliano Allegri,Andrea Mandorlini,59%,41%,1,4,0,0,0 (0),0 (0),17,4,10,1,1,0,7,3,1,0,0,0,9,9,0,0,11,2,3,0,2,4,6,0,0,2,0,0,0,0,3,4,4,11,6,18,11,4,1,2,3,2,1.18,7,17
2014-15,20,CAGLIARI,SASSUOLO,24/01/2015,SANT'ELIA - CAGLIARI,18:00,GIANLUCA ROCCHI,2,1,H,1,0,H,1,1,D,0,1,0,0,0,1,0,0,0,0,0,1,Gianfranco Zola,Eusebio Di Francesco,42%,58%,1,1,1,1,0 (0),0 (0),6,8,4,1,0,0,2,7,0,3,0,0,17,13,1,0,4,1,4,0,2,0,4,6,4,2,0,1,0,0,9,3,3,11,10,12,4,11,3,10,8,5,2.3,3.25,3.25
2014-15,20,LAZIO,MILAN,24/01/2015,OLIMPICO - ROMA,20:45,PAOLO SILVIO MAZZOLENI,3,1,H,0,1,A,3,0,H,0,0,0,2,0,1,1,0,0,0,0,0,Stefano Pioli,Filippo Inzaghi,54%,46%,1,4,0,1,0 (0),0 (0),16,2,9,2,0,0,7,0,1,0,0,0,19,14,0,0,9,1,8,0,2,3,5,1,4,3,0,0,0,1,6,9,15,6,22,30,9,4,14,3,3,0,1.85,3.4,4.33
2014-15,20,HELLAS VERONA,ATALANTA,25/01/2015,MARCANTONIO BENTEGODI - VERONA,15:00,DANIELE DOVERI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Andrea Mandorlini,Stefano Colantuono,51%,49%,4,5,1,3,0 (0),0 (0),17,13,7,6,0,0,10,7,1,0,0,0,9,14,0,0,9,7,4,1,0,2,0,3,2,2,0,0,0,0,6,5,22,21,9,8,9,7,5,11,3,4,2.5,3.2,3
2014-15,20,INTER,TORINO,25/01/2015,GIUSEPPE MEAZZA - MILANO,15:00,MASSIMILIANO IRRATI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Roberto Mancini,Gian Piero Ventura,64%,36%,1,2,0,0,0 (0),0 (0),11,8,5,4,0,0,6,4,0,1,0,0,16,18,0,0,6,5,3,3,3,0,8,5,2,2,0,0,0,0,3,9,24,8,2,14,11,5,10,4,6,3,1.8,3.5,4.75
2014-15,20,JUVENTUS,CHIEVOVERONA,25/01/2015,ALLIANZ STADIUM - TORINO,15:00,DAVIDE MASSA,2,0,H,0,0,D,2,0,H,0,0,0,1,1,0,0,0,0,0,0,0,Massimiliano Allegri,Rolando Maran,62%,38%,1,5,0,2,0 (0),0 (0),25,9,14,4,0,0,11,5,0,0,0,0,18,15,0,1,10,4,1,0,3,1,9,1,2,4,0,0,0,0,2,3,17,12,14,9,15,7,3,1,4,2,1.17,7,19
2014-15,20,PARMA,CESENA,25/01/2015,ENNIO TARDINI - PARMA,15:00,PAOLO TAGLIAVENTO,1,2,A,0,1,A,1,1,D,0,0,0,0,0,1,0,1,0,0,0,1,Roberto Donadoni,Domenico Di Carlo,52%,48%,3,3,0,0,0 (0),0 (0),16,10,11,8,1,1,5,2,0,0,0,0,24,16,0,0,6,5,7,6,2,0,5,3,4,4,0,0,0,0,9,8,5,2,17,17,4,3,4,4,3,3,1.62,3.6,6.5
2014-15,20,SAMPDORIA,PALERMO,25/01/2015,LUIGI FERRARIS - GENOVA,15:00,ANGELO CERVELLERA,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,1,0,0,Sinisa Mihajlovic,Giuseppe Iachini,47%,53%,4,4,0,2,0 (0),0 (0),9,13,7,9,1,0,2,4,0,0,0,0,18,17,0,2,5,7,0,2,1,2,11,8,3,3,0,0,0,0,2,2,9,14,9,5,3,8,2,3,4,5,2,3.3,4
2014-15,20,FIORENTINA,ROMA,25/01/2015,ARTEMIO FRANCHI - FIRENZE,20:45,LUCA BANTI,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,1,0,0,Vincenzo Montella,Rudi Garcia,47%,53%,5,3,2,0,0 (0),0 (0),12,14,6,6,1,1,6,8,0,2,0,0,19,17,0,0,6,4,4,4,5,1,6,4,2,2,0,0,0,0,13,7,17,7,22,23,3,4,11,10,10,4,2.4,3.2,3.1
2014-15,20,EMPOLI,UDINESE,26/01/2015,CARLO CASTELLANI - EMPOLI,19:00,DAVIDE GHERSINI,1,2,A,1,1,D,0,1,A,0,0,1,0,0,0,0,1,0,1,0,0,Maurizio Sarri,Andrea Stramaccioni,57%,43%,2,3,0,0,1 (1),0 (0),19,10,10,4,1,1,9,6,2,1,0,0,14,17,0,0,5,2,5,0,0,3,6,4,2,2,0,1,0,0,8,3,11,4,4,19,7,5,5,1,10,1,2,3.3,3.8
2014-15,20,NAPOLI,GENOA,26/01/2015,SAN PAOLO - NAPOLI,21:00,GIANPAOLO CALVARESE,2,1,H,1,0,H,1,1,D,1,0,0,1,0,0,0,0,0,1,0,0,Rafael Benitez,Gian Piero Gasperini,49%,51%,3,4,1,1,1 (1),0 (0),17,12,12,7,2,1,5,5,0,2,0,0,11,13,1,0,8,5,7,1,5,1,5,7,3,4,0,0,0,0,10,8,11,11,27,15,12,3,4,6,8,9,1.4,5,7.5
2014-15,21,GENOA,FIORENTINA,31/01/2015,LUIGI FERRARIS - GENOVA,18:00,NICOLA RIZZOLI,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,1,0,0,Gian Piero Gasperini,Vincenzo Montella,50%,50%,4,5,0,1,0 (0),0 (0),14,8,9,6,0,0,5,2,1,0,0,0,19,17,2,0,9,4,4,2,7,2,8,2,1,1,1,0,0,0,6,4,8,16,11,14,7,5,4,8,9,5,3.4,3.4,2.15
2014-15,21,ROMA,EMPOLI,31/01/2015,OLIMPICO - ROMA,20:45,CARMINE RUSSO,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,0,0,1,0,0,0,Rudi Garcia,Maurizio Sarri,58%,42%,0,2,0,0,0 (0),1 (1),15,3,6,1,1,1,9,2,0,1,0,0,18,10,1,0,6,2,6,0,2,0,7,3,3,2,0,1,1,0,9,10,15,6,19,18,12,7,9,7,12,3,1.44,4.2,8.5
2014-15,21,SASSUOLO,INTER,01/02/2015,MAPEI STADIUM - REGGIO EMILIA,12:30,PAOLO VALERI,3,1,H,2,0,H,1,1,D,0,2,0,1,0,0,0,0,0,0,0,1,Eusebio Di Francesco,Roberto Mancini,36%,64%,5,1,1,0,1 (1),0 (0),12,17,9,11,1,0,3,6,1,0,0,0,13,12,0,1,7,7,1,2,1,4,5,9,3,4,1,1,0,0,5,1,5,16,7,14,4,7,3,4,3,3,3.1,3.3,2.38
2014-15,21,ATALANTA,CAGLIARI,01/02/2015,GEWISS STADIUM - BERGAMO,15:00,DANIELE ORSATO,2,1,H,1,1,D,1,0,H,0,1,0,0,0,1,0,0,1,0,0,0,Stefano Colantuono,Gianfranco Zola,48%,52%,5,5,1,0,0 (0),0 (0),13,13,8,7,0,0,5,6,1,0,0,0,10,13,0,1,7,5,3,1,1,0,13,4,2,2,0,0,0,0,7,6,22,7,13,10,5,7,7,3,7,6,2.2,3.2,3.5
2014-15,21,CESENA,LAZIO,01/02/2015,OROGEL STADIUM - CESENA,15:00,SEBASTIANO PERUZZO,2,1,H,0,0,D,2,1,H,0,0,0,1,0,1,0,0,0,0,0,1,Domenico Di Carlo,Stefano Pioli,46%,54%,4,2,0,2,0 (0),0 (0),8,7,4,5,1,0,4,2,0,1,0,0,15,14,1,0,5,2,1,2,1,1,2,5,1,3,0,0,0,0,1,1,9,12,6,8,9,5,3,2,3,2,7.5,3.8,1.53
2014-15,21,CHIEVOVERONA,NAPOLI,01/02/2015,MARCANTONIO BENTEGODI - VERONA,15:00,LUCA BANTI,1,2,A,1,1,D,0,1,A,0,1,0,0,0,0,0,1,0,0,1,0,Rolando Maran,Rafael Benitez,50%,50%,4,3,1,2,0 (0),0 (0),12,13,2,8,0,0,10,5,1,0,0,0,11,14,0,0,6,10,10,10,3,2,2,6,1,0,0,0,0,0,6,8,12,9,14,11,1,4,9,6,5,3,5.25,3.6,1.73
2014-15,21,PALERMO,HELLAS VERONA,01/02/2015,RENZO BARBERA - PALERMO,15:00,DINO TOMMASI,2,1,H,1,1,D,1,0,H,0,1,0,0,0,1,1,0,0,0,0,0,Giuseppe Iachini,Andrea Mandorlini,61%,39%,3,3,2,0,0 (0),0 (0),16,9,7,6,2,0,9,3,0,0,0,0,14,12,0,0,18,12,8,1,1,3,10,4,1,2,0,0,0,0,8,7,8,3,14,29,31,12,13,10,24,11,1.8,3.5,4.75
2014-15,21,TORINO,SAMPDORIA,01/02/2015,OLIMPICO - TORINO,15:00,PIERO GIACOMELLI,5,1,H,2,0,H,3,1,H,0,2,0,0,2,1,0,0,0,0,0,1,Gian Piero Ventura,Sinisa Mihajlovic,41%,59%,1,4,0,0,1 (1),0 (0),16,13,9,4,2,0,7,9,0,2,0,0,12,20,0,0,16,4,5,1,2,1,4,7,1,2,0,0,0,0,5,0,11,9,15,7,13,5,6,5,5,4,2.05,3.1,4.2
2014-15,21,UDINESE,JUVENTUS,01/02/2015,DACIA ARENA - STADIO FRIULI - UDINE,15:00,ANDREA GERVASONI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Andrea Stramaccioni,Massimiliano Allegri,36%,64%,3,2,0,2,0 (0),0 (0),10,12,5,6,0,0,5,6,0,0,0,0,12,16,0,1,5,4,1,4,5,2,5,9,2,1,0,0,0,0,5,4,6,13,20,17,9,10,3,9,5,8,8,4.33,1.44
2014-15,21,MILAN,PARMA,01/02/2015,GIUSEPPE MEAZZA - MILANO,20:45,DANIELE DOVERI,3,1,H,1,1,D,2,0,H,0,0,1,1,0,1,0,1,0,0,0,0,Filippo Inzaghi,Roberto Donadoni,54%,46%,5,4,1,1,1 (1),0 (0),16,10,12,6,2,0,4,4,1,0,0,0,19,22,1,0,6,5,1,1,1,2,1,6,2,3,0,0,0,0,5,5,3,8,12,16,5,5,7,4,2,5,1.53,4,7
2014-15,22,HELLAS VERONA,TORINO,07/02/2015,MARCANTONIO BENTEGODI - VERONA,18:00,MICHAEL FABBRI,1,3,A,0,1,A,1,2,A,0,0,0,0,0,1,0,0,1,1,0,1,Andrea Mandorlini,Gian Piero Ventura,57%,43%,2,5,0,0,0 (0),1 (1),18,13,13,6,0,1,5,7,0,1,0,0,13,14,0,0,3,6,0,0,3,2,8,4,1,3,0,0,0,0,5,8,11,6,10,7,11,9,11,5,11,3,3.1,3.1,2.5
2014-15,22,JUVENTUS,MILAN,07/02/2015,ALLIANZ STADIUM - TORINO,20:45,ANTONIO DAMATO,3,1,H,2,1,H,1,0,H,1,0,1,0,1,0,0,1,0,0,0,0,Massimiliano Allegri,Filippo Inzaghi,52%,48%,3,5,1,2,0 (0),0 (0),18,8,13,5,0,0,5,3,1,0,0,0,19,13,1,0,8,4,3,2,3,3,7,6,2,1,0,0,0,0,11,3,14,14,16,10,8,5,5,5,8,1,1.33,5,10
2014-15,22,FIORENTINA,ATALANTA,08/02/2015,ARTEMIO FRANCHI - FIRENZE,12:30,DINO TOMMASI,3,2,H,1,1,D,2,1,H,0,1,0,0,0,2,1,0,0,0,0,1,Vincenzo Montella,Stefano Colantuono,59%,41%,3,6,0,2,0 (0),0 (0),18,11,12,7,1,0,6,4,1,1,0,0,11,16,0,0,11,6,4,2,3,3,6,7,1,1,0,0,0,0,2,2,15,13,6,7,11,3,7,6,2,4,1.5,4.2,7
