Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,Add_Referee_1,Add_Referee_2,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_off_sp_T1,Atp_off_sp_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Lst_Bls_T1,Lst_Bls_T2,Rcv_Bls_T1,Rcv_Bls_T2,Fst_Brk_T1,Fst_Brk_T2,Lng_Bls_T1,Lng_Bls_T2,Prs_Act_T1,Prs_Act_T2,Wrg_Pss_T1,Wrg_Pss_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,Rcv_Bls_Dfc_r_T1,Rcv_Bls_Dfc_l_T1,Rcv_Bls_Mdl_r_T1,Rcv_Bls_Mdl_l_T1,Rcv_Bls_Atk_r_T1,Rcv_Bls_Atk_l_T1,Rcv_Bls_Dfc_r_T2,Rcv_Bls_Dfc_l_T2,Rcv_Bls_Mdl_r_T2,Rcv_Bls_Mdl_l_T2,Rcv_Bls_Atk_r_T2,Rcv_Bls_Atk_l_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2016-2017,31,BOLOGNA,ROMA,09/04/2017,STADIUM RENATO DALL'ARA,15:00,ANTONIO  DAMATO,VALENTINO  FIORITO,FABRIZIO  POSADO,GIORGIO  PERETTI,LUCA  BANTI,RICCARDO PINZANI,0,3,A,ROBERTO DONADONI,LUCIANO SPALLETTI,4-3-3,4-2-3-1,94'02,56'25,60%,24'53 (44%),10'08 (41%),14'45 (59%),31'32 (56%),13'21 (42%),18'11 (58%),3'51,3'18,4'07,4'42,3'46,5'09,7'51,5'32,5'43,4'08,4'51,3'26,9,10,6(0),5(3),0,0,1,0,4,5,0,0,0,2,0,0,2,5,9,11,1,3,1,3,5,5,12,8,33,26,25,29,13,11,15,16,4,0,42,33,15,21,0,2,0 (0),0 (0),106.162,27.898,69.443,8.821,101.017,28.595,65.134,7.288,6.8,6.6,8 (24%),21 (61%),5 (15%),4 (12%),20 (61%),9 (27%),1/2,1/1,0/7,1/4,1/2,0/4,1/1,1/1,0/2,2/5,0/1,0/3,8,5,3,6,2,1,10,9,3,7,0,0,FEDERICO DI FRANCESCO,14,FEDERICO FAZIO,20,7,4.75,1.44
2016-2017,31,CAGLIARI,TORINO,09/04/2017,STADIUM SANT'ELIA,15:00,GIANLUCA  ROCCHI,ALESSIO  TOLFO,OMAR  GAVA,ALESSANDRO  GIALLATINI,CLAUDIO  GAVILLUCCI,EUGENIO ABBATTISTA,2,3,A,MASSIMO RASTELLI,SINISA MIHAJLOVIC,4-3-2-1,4-3-3,99'23,50'08,50%,20'09 (40%),10'16 (51%),9'53 (49%),29'59 (60%),18'01 (60%),11'58 (40%),3'27,2'24,2'45,3'13,4'38,3'42,4'28,2'58,8'30,4'58,3'33,5'32,7,12,3(2),6(3),1,0,0,0,3,2,0,0,2,1,0,0,2,1,4,9,1,8,2,1,5,2,19,12,59,64,35,24,1,3,10,19,2,3,54,40,14,20,2,1,1 (1),0 (0),116.638,29.959,77.436,9.243,112.794,29.492,74.949,8.353,6.8,6.8,4 (24%),9 (52%),4 (24%),0 (0%),12 (71%),5 (29%),2/2,0/2,1/2,1/2,1/2,0/0,0/1,0/2,0/1,2/2,0/0,0/1,10,7,7,8,0,3,6,3,4,6,2,3,MARCO SAU,25,ADEM LJAJIC,10,3,3.5,2.3
2016-2017,31,CROTONE,INTER,09/04/2017,STADIUM EZIO SCIDA,15:00,MARCO  GUIDA,ANDREA  MARZALONI,ALFONSO  MARRAZZO,CIRO  CARBONE,DANIELE  DOVERI,LUIGI NASCA,2,1,H,DAVIDE NICOLA,STEFANO PIOLI,4-4-2,4-2-3-1,100'31,50'27,50%,20'55 (41%),12'35 (60%),8'20 (40%),29'32 (59%),15'57 (54%),13'35 (46%),3'47,3'15,3'34,3'22,2'10,4'47,2'46,4'33,7'25,5'24,3'14,6'09,9,15,7(2),7(1),1,0,0,0,5,4,0,0,0,1,0,1,4,4,6,10,2,4,4,2,3,7,14,11,17,40,20,11,9,1,33,6,2,2,25,42,4,19,1,0,1 (1),0 (0),110.563,29.851,72.06,8.652,113.908,30.35,74.987,8.571,6.6,6.6,13 (46%),5 (18%),10 (36%),4 (15%),7 (27%),15 (58%),1/4,1/3,1/1,0/0,1/2,0/0,0/0,1/3,2/3,2/5,1/4,4/7,4,4,2,8,2,0,2,6,2,0,1,0,DIEGO FALCINELLI,11,DANILO D'AMBROSIO,33,10,5,1.33
2016-2017,31,MILAN,PALERMO,09/04/2017,STADIUM GIUSEPPE MEAZZA,15:00,MARCO  DI BELLO,ELENITO  DI LIBERATORE,ALESSANDRO  LO CICERO,GIORGIO  SCHENONE,DOMENICO  CELI,IVANO PEZZUTO,4,0,H,VINCENZO MONTELLA,DIEGO LOPEZ,4-3-3,3-5-2,90'11,49'29,55%,28'00 (57%),12'15 (44%),15'45 (56%),21'29 (43%),12'33 (58%),8'56 (42%),5'52,4'33,5'52,4'06,4'24,3'13,2'17,4'22,3'24,3'18,3'02,5'05,14,6,10(4),2(0),2,0,0,0,6,1,0,0,1,1,0,0,2,6,14,4,8,1,4,2,8,5,10,14,29,25,22,19,5,1,11,22,7,3,23,26,31,18,4,1,0 (0),0 (0),101.755,27.545,67.446,6.764,101.063,27.572,67.082,6.409,6.7,6.6,7 (26%),11 (41%),9 (33%),5 (31%),3 (19%),8 (50%),0/1,0/0,0/0,3/6,0/0,1/1,1/1,0/0,1/5,3/7,0/0,2/3,2,7,7,4,2,0,5,4,6,3,1,0,SUSO,8,ALESSANDRO DIAMANTI,23,1.25,6,12
2016-2017,31,UDINESE,GENOA,09/04/2017,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",15:00,MAURIZIO  MARIANI,VALERIO  PEGORIN,STEFANO  DEL GIOVANE,FILIPPO  VALERIANI,DAVIDE  MASSA,DANIELE MARTINELLI,3,0,H,LUIGI DELNERI,ANDREA MANDORLINI,4-4-2,4-3-2-1,93'09,46'49,50%,20'23 (44%),12'05 (59%),8'18 (41%),26'26 (56%),15'34 (59%),10'52 (41%),4'11,3'13,3'01,2'29,2'33,4'55,4'24,5'29,5'29,1'38,4'37,4'49,6,8,4(3),3(0),0,0,0,0,1,1,0,0,0,0,0,2,3,1,3,8,1,0,0,2,7,5,11,12,25,26,23,16,3,1,11,6,0,1,23,24,20,21,0,0,0 (0),0 (0),100.491,27.142,65.864,7.485,96.946,27.106,62.959,6.881,6.6,6.3,3 (18%),9 (53%),5 (29%),5 (22%),11 (48%),7 (30%),0/0,0/0,3/4,4/5,0/0,0/0,0/0,0/0,2/4,1/6,0/0,0/0,3,5,6,9,0,0,3,2,6,4,1,0,RODRIGO DE PAUL,10,DIEGO LAXALT,93,1.8,3.7,4.5
2016-2017,31,LAZIO,NAPOLI,09/04/2017,STADIUM OLIMPICO,20:45,MASSIMILIANO  IRRATI,FILIPPO  MELI,ANDREA  CRISPO,MATTEO  PASSERI,PAOLO SILVIO  MAZZOLENI,GIANPAOLO CALVARESE,0,3,A,SIMONE INZAGHI,MAURIZIO SARRI,3-4-2-1,4-3-3,95'00,57'49,61%,25'06 (43%),14'38 (58%),10'28 (42%),32'43 (57%),15'31 (47%),17'12 (53%),5'32,2'17,4'42,2'29,4'05,6'01,5'07,5'51,7'20,5'39,2'13,6'33,12,11,7(0),7(3),0,0,0,0,5,4,0,0,1,0,0,0,4,5,6,5,1,5,2,1,3,4,10,7,37,33,30,31,4,5,9,5,0,1,19,15,24,37,0,1,0 (0),0 (0),114.288,26.451,79.259,8.578,115.577,26.696,78.848,10.033,7,7.2,13 (50%),3 (12%),10 (38%),14 (40%),13 (37%),8 (23%),1/1,4/4,3/3,1/1,0/0,0/0,0/0,4/4,2/2,4/4,0/0,0/0,5,10,9,6,0,0,5,4,14,6,1,1,SERGEJ MILINKOVIC-SAVIC,21,LORENZO INSIGNE,24,2.7,3.6,2.5
2016-2017,32,INTER,MILAN,15/04/2017,STADIUM GIUSEPPE MEAZZA,12:30,DANIELE  ORSATO,RICCARDO  DI FIORE,LORENZO  MANGANELLI,FILIPPO  MELI,ANTONIO  DAMATO,CARMINE RUSSO,2,2,D,STEFANO PIOLI,VINCENZO MONTELLA,4-2-3-1,4-3-3,98'16,48'56,50%,21'25 (44%),9'17 (43%),12'08 (57%),27'31 (56%),16'16 (59%),11'15 (41%),3'18,4'24,3'06,3'58,3'00,3'39,4'55,3'43,4'26,5'00,3'45,5'42,9,13,4(2),11(2),0,0,1,1,4,9,0,0,0,0,0,0,5,2,7,11,3,5,5,3,2,8,9,8,38,46,31,27,5,7,26,12,11,6,35,30,16,22,2,2,0 (0),0 (0),109.914,30.35,70.471,9.093,106.399,32.217,66.613,7.569,6.6,6.3,16 (48%),9 (28%),8 (24%),11 (26%),15 (36%),16 (38%),1/2,2/2,4/7,1/4,0/0,1/1,0/0,2/2,1/1,5/5,0/0,0/5,7,7,8,5,3,1,6,6,9,5,0,1,MAURO ICARDI,9,CHRISTIAN ZAPATA,17,2,3.4,3.75
2016-2017,32,CAGLIARI,CHIEVOVERONA,15/04/2017,STADIUM SANT'ELIA,15:00,GIANLUCA  MANGANIELLO,ALESSANDRO  COSTANZO,DANIELE  BINDONI,STEFANO  DEL GIOVANE,PAOLO  VALERI,LORENZO ILLUZZI,4,0,H,MASSIMO RASTELLI,ROLANDO MARAN,4-3-1-2,4-3-1-2,95'19,45'18,48%,25'29 (56%),15'55 (62%),9'34 (38%),19'49 (44%),12'42 (64%),7'07 (36%),4'01,2'51,4'41,6'44,4'20,2'52,3'11,2'35,3'27,3'00,4'07,3'29,20,8,11(4),3(0),2,0,0,0,7,3,0,0,3,0,1,0,2,7,21,8,4,2,2,2,1,4,21,15,25,22,28,19,12,5,28,19,9,6,24,39,18,15,1,2,0 (0),0 (0),108.586,29.206,70.979,8.401,105.069,29.62,67.367,8.082,6.7,6.4,2 (7%),24 (83%),3 (10%),4 (16%),18 (72%),3 (12%),0/0,0/0,2/3,2/3,0/0,0/2,0/2,0/0,0/5,2/5,5/6,0/4,8,4,6,8,0,2,2,5,5,6,1,0,JOAO PEDRO,10,LUCAS CASTRO,19,2.2,3.3,3.3
2016-2017,32,FIORENTINA,EMPOLI,15/04/2017,STADIUM ARTEMIO FRANCHI,15:00,PAOLO SILVIO  MAZZOLENI,RODOLFO  DI VUOLO,GIORGIO  SCHENONE,ALESSIO  TOLFO,GIANPAOLO  CALVARESE,FEDERICO LA PENNA,1,2,A,PAULO SOUSA,GIOVANNI MARTUSCIELLO,3-4-2-1,4-3-1-2,95'34,47'15,49%,26'56 (57%),15'18 (57%),11'38 (43%),20'19 (43%),9'12 (45%),11'07 (55%),6'05,4'56,5'57,2'51,2'24,4'43,2'47,2'21,4'37,3'49,4'11,2'34,15,9,8(1),6(2),1,1,0,1,3,6,0,0,0,1,0,0,2,6,10,8,3,2,2,2,8,7,17,18,37,24,18,18,4,5,3,17,0,0,27,18,32,15,0,0,0 (0),1 (1),107.351,29.131,70.493,7.727,112.917,27.412,75.417,10.088,6.7,6.9,9 (29%),16 (52%),6 (19%),5 (28%),10 (55%),3 (17%),0/1,1/1,3/4,4/5,0/0,0/0,0/0,1/1,2/3,1/1,0/0,0/0,4,4,2,4,1,3,8,3,4,2,0,1,CRISTIAN TELLO,16,OMAR EL KADDOURI,10,1.33,5,9
2016-2017,32,GENOA,LAZIO,15/04/2017,STADIUM LUIGI FERRARIS,15:00,FABIO  MARESCA,CIRO  CARBONE,SALVATORE  LONGO,STEFANO  ALASSIO,DOMENICO  CELI,DANIELE MINELLI,2,2,D,IVAN JURIC,SIMONE INZAGHI,3-4-3,4-3-3,99'21,51'12,52%,22'32 (44%),9'37 (43%),12'55 (57%),28'40 (56%),14'16 (50%),14'24 (50%),2'53,3'08,2'23,3'26,4'06,6'35,4'18,5'49,5'11,4'55,4'04,4'23,9,13,7(2),7(2),0,1,1,0,5,4,0,0,2,0,0,0,5,5,7,11,4,2,0,2,7,7,13,13,27,31,22,23,5,2,13,10,0,0,24,26,21,28,4,3,0 (0),1 (0),108.073,30.019,68.902,9.152,109.887,29.512,71.688,8.687,6.4,6.4,9 (43%),5 (24%),7 (33%),6 (26%),7 (31%),10 (43%),2/3,2/4,4/6,3/4,0/1,0/0,1/1,2/4,2/2,2/6,1/1,0/0,6,8,4,4,0,0,2,7,6,5,2,1,GIOVANNI SIMEONE,9,LUCAS BIGLIA,20,5,3.75,1.67
2016-2017,32,PALERMO,BOLOGNA,15/04/2017,STADIUM RENZO BARBERA,15:00,LUCA  BANTI,STEFANO  LIBERTI,ALESSANDRO  GIALLATINI,ALFONSO  MARRAZZO,MAURIZIO  MARIANI,ANTONIO DI MARTINO,0,0,D,DIEGO BORTOLUZZI,ROBERTO DONADONI,4-3-3,4-3-3,95'05,52'31,55%,33'32 (64%),16'40 (50%),16'52 (50%),18'59 (36%),12'16 (65%),6'43 (35%),3'50,5'05,7'20,6'20,4'45,6'12,5'55,3'00,2'13,1'49,2'58,3'04,9,8,0(0),5(0),0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,4,1,1,4,2,3,5,13,9,22,15,18,18,1,4,3,22,0,0,11,6,33,22,0,0,0 (0),0 (0),104.118,28.676,66.856,8.586,96.967,27.257,62.687,7.023,6.7,6.6,23 (64%),2 (5%),11 (31%),11 (52%),4 (19%),6 (29%),2/3,0/1,7/10,5/5,0/0,0/0,1/1,0/1,2/3,1/1,0/0,0/0,4,1,7,6,0,0,2,3,6,7,0,0,ILIJA NESTOROVSKI,30,FEDERICO DI FRANCESCO,14,2.55,3.2,2.8
2016-2017,32,PESCARA,JUVENTUS,15/04/2017,STADIUM ADRIATICO - GIOVANNI CORNACCHIA,15:00,MARCO  DI BELLO,FABIANO  PRETI,GIACOMO  PAGANESSI,VALENTINO  FIORITO,MASSIMILIANO  IRRATI,FABRIZIO PASQUA,0,2,A,ZDENEK ZEMAN,MASSIMILIANO ALLEGRI,4-3-3,4-2-3-1,94'09,53'52,57%,21'37 (40%),9'45 (45%),11'52 (55%),32'15 (60%),18'44 (58%),13'31 (42%),2'19,4'05,2'04,4'05,4'25,4'39,5'59,7'48,6'40,3'24,4'01,4'23,4,13,2(0),7(2),1,0,0,0,0,6,0,0,0,0,0,1,5,2,2,11,1,7,0,3,2,1,18,10,58,59,26,32,2,5,14,6,1,1,51,43,15,26,1,0,0 (0),0 (0),107.545,26.076,72.633,8.836,105.007,27.23,69.568,8.209,6.8,6.7,2 (20%),7 (70%),1 (10%),0 (0%),9 (69%),4 (31%),0/1,1/1,0/1,0/3,0/0,0/0,0/0,1/1,0/1,1/3,0/1,1/2,5,5,2,9,1,4,6,9,7,5,2,3,LEDIAN MEMUSHAJ,8,GONZALO HIGUAIN,9,9,5.75,1.29
2016-2017,32,ROMA,ATALANTA,15/04/2017,STADIUM OLIMPICO,15:00,PIERO  GIACOMELLI,FILIPPO  VALERIANI,GIORGIO  PERETTI,MARCO  BARBIRATI,GIANLUCA  ROCCHI,DANIELE CHIFFI,1,1,D,LUCIANO SPALLETTI,GIAN PIERO GASPERINI,4-2-3-1,3-5-2,93'08,62'23,67%,36'00 (58%),18'47 (52%),17'13 (48%),26'23 (42%),21'22 (81%),5'01 (19%),5'51,5'15,6'02,6'43,5'16,6'53,3'53,3'49,4'04,4'36,4'24,5'37,13,6,8(1),2(1),0,0,0,0,7,2,0,0,0,0,0,0,0,5,11,5,4,2,1,2,11,3,8,17,40,22,17,23,4,4,7,13,0,1,33,19,28,14,0,2,0 (0),0 (0),108.201,29.967,70.506,7.728,111.894,27.596,75.55,8.748,6.8,7,4 (13%),19 (61%),8 (26%),3 (18%),12 (70%),2 (12%),1/1,1/2,3/5,6/10,0/0,0/0,0/0,1/2,0/0,1/3,0/0,0/0,1,3,6,5,0,2,4,4,7,7,0,1,EDIN DZEKO,9,JASMIN KURTIC,27,1.5,4.33,6
2016-2017,32,TORINO,CROTONE,15/04/2017,STADIUM OLIMPICO GRANDE TORINO,15:00,DANIELE  DOVERI,MATTEO  PASSERI,CLAUDIO  LA ROCCA,GIANMATTIA  TASSO,PAOLO  TAGLIAVENTO,LIVIO MARINELLI,1,1,D,SINISA MIHAJLOVIC,DAVIDE NICOLA,4-3-1-2,4-4-2,95'04,49'21,52%,37'20 (76%),22'44 (61%),14'36 (39%),12'01 (24%),7'14 (60%),4'47 (40%),8'40,5'34,7'02,7'56,3'24,4'44,1'49,1'16,1'49,1'32,3'35,2'00,17,5,10(1),2(1),1,0,0,0,8,2,0,0,3,1,0,0,1,7,10,3,6,1,1,1,11,5,10,11,33,32,45,39,1,0,23,32,2,3,20,16,23,10,1,0,1 (1),0 (0),105.277,31.28,66.972,7.025,109.373,29.432,72.923,7.018,6.5,6.7,15 (35%),15 (35%),13 (30%),4 (29%),5 (35%),5 (36%),2/3,3/4,2/5,0/2,0/0,0/0,2/2,3/4,0/0,2/3,0/0,0/0,10,11,11,11,0,2,11,14,7,6,0,1,ANDREA BELOTTI,9,SIMY,99,1.53,4,6
2016-2017,32,SASSUOLO,SAMPDORIA,15/04/2017,STADIUM MAPEI STADIUM,18:00,LUCA  PAIRETTO,LUCA  MONDIN,DAMIANO  DI IORIO,PASQUALE  DE MEO,MICHAEL  FABBRI,NICCOLO' BARONI,2,1,H,EUSEBIO DI FRANCESCO,MARCO GIAMPAOLO,4-3-3,4-3-1-2,95'51,46'44,49%,21'32 (46%),13'25 (62%),8'07 (38%),25'12 (54%),16'25 (65%),8'47 (35%),3'37,2'31,5'35,3'49,2'36,3'24,4'15,3'56,3'00,4'09,4'13,5'38,6,9,3(2),4(1),0,0,0,0,3,0,0,0,0,0,0,0,3,1,6,6,1,0,5,3,11,6,9,12,27,17,18,15,3,3,16,13,2,1,37,25,22,25,2,0,0 (0),0 (0),107.43,27.174,71.001,9.255,105.511,27.444,69.905,8.162,6.7,6.6,8 (32%),8 (32%),9 (36%),7 (35%),9 (45%),4 (20%),0/1,0/1,3/7,1/5,0/0,0/0,0/1,0/1,2/7,2/4,0/0,0/0,6,4,5,2,0,1,7,3,1,3,0,1,ANTONINO RAGUSA,90,PATRIK SCHICK,14,2.1,3.5,3.3
2016-2017,32,NAPOLI,UDINESE,15/04/2017,STADIUM SAN PAOLO,20:45,DAVIDE  MASSA,MAURO  TONOLINI,GIANLUCA  VUOTO,FABRIZIO  POSADO,NICOLA  RIZZOLI,MARCO SERRA,3,0,H,MAURIZIO SARRI,LUIGI DELNERI,4-3-3,4-3-3,92'57,55'30,60%,34'11 (62%),18'13 (53%),15'58 (47%),21'19 (38%),16'36 (78%),4'43 (22%),5'49,5'44,5'35,7'28,3'27,6'07,3'26,3'19,2'27,3'36,5'08,3'23,13,4,6(3),2(0),0,0,0,1,3,2,0,0,1,0,0,0,1,3,7,3,2,0,5,2,15,2,8,7,27,28,27,24,2,4,1,37,4,1,13,16,29,5,2,0,0 (0),0 (0),109.528,26.916,73.174,9.438,107.5,27.721,71.055,8.724,7,6.9,3 (10%),18 (60%),9 (30%),2 (29%),3 (42%),2 (29%),1/1,2/4,3/3,2/2,0/0,1/1,0/0,2/4,0/2,2/3,1/1,0/1,4,5,7,8,1,2,11,5,3,4,1,0,DRIES MERTENS,14,DUVAN ZAPATA,9,1.22,6,13
2016-2017,33,ATALANTA,BOLOGNA,22/04/2017,STADIUM ATLETI AZZURRI D'ITALIA,18:00,CARMINE  RUSSO,VALERIO  PEGORIN,OMAR  GAVA,DAMIANO  DI IORIO,DANIELE  DOVERI,ALEANDRO DI PAOLO,3,2,H,GIAN PIERO GASPERINI,ROBERTO DONADONI,3-4-3,4-3-3,97'06,48'31,50%,23'21 (48%),9'15 (40%),14'06 (60%),25'10 (52%),13'21 (53%),11'49 (47%),4'55,2'49,3'58,4'19,3'03,4'17,3'43,3'27,4'46,3'04,5'22,4'48,4,7,3(3),6(2),0,0,1,1,3,4,0,0,1,0,0,1,4,0,6,8,5,2,2,3,3,3,18,17,31,26,33,25,13,7,14,21,21,7,26,26,15,16,1,0,0 (0),0 (0),108.86,29.522,69.264,10.074,112.446,29.493,72.676,10.277,6.6,6.8,5 (22%),13 (56%),5 (22%),3 (16%),11 (58%),5 (26%),1/2,0/1,0/1,0/3,0/3,0/0,0/1,0/1,0/1,2/4,0/1,1/4,8,12,6,7,0,0,2,12,4,6,0,1,LEONARDO SPINAZZOLA,37,FEDERICO DI FRANCESCO,14,1.36,5,8.5
2016-2017,33,FIORENTINA,INTER,22/04/2017,STADIUM ARTEMIO FRANCHI,20:45,PAOLO  VALERI,FILIPPO  MELI,ANDREA  CRISPO,ALESSANDRO  COSTANZO,LUCA  BANTI,PIERO GIACOMELLI,5,4,H,PAULO SOUSA,STEFANO PIOLI,3-4-2-1,4-2-3-1,94'37,57'26,61%,29'23 (51%),19'00 (65%),10'23 (35%),28'03 (49%),19'14 (69%),8'49 (31%),5'44,5'19,6'42,3'51,3'30,4'17,4'40,3'40,4'31,4'36,4'31,6'05,11,9,9(5),6(4),1,0,0,0,7,5,0,0,0,0,0,0,1,5,10,7,3,3,3,2,7,10,10,9,39,26,16,24,5,2,12,8,3,1,34,35,28,20,3,1,1 (0),0 (0),114.038,26.759,77.454,9.825,112.793,26.091,76.045,10.657,7.1,7,6 (19%),20 (65%),5 (16%),12 (40%),14 (47%),4 (13%),0/0,1/1,5/11,2/5,0/0,0/0,1/3,1/1,2/8,1/2,0/0,0/0,4,3,5,4,0,0,9,5,4,6,0,0,KHOUMA BABACAR,30,MAURO ICARDI,9,2.7,3.4,2.63
2016-2017,33,SASSUOLO,NAPOLI,23/04/2017,STADIUM MAPEI STADIUM,12:30,ANTONIO  DAMATO,MARCO  BARBIRATI,FABRIZIO  POSADO,GIACOMO  PAGANESSI,DANIELE  ORSATO,RICCARDO PINZANI,2,2,D,EUSEBIO DI FRANCESCO,MAURIZIO SARRI,4-3-3,4-3-3,94'09,48'43,52%,18'49 (39%),10'31 (56%),8'18 (44%),29'54 (61%),12'20 (41%),17'34 (59%),4'13,2'44,4'12,3'00,3'01,1'39,6'47,5'51,4'36,3'53,4'06,4'41,7,14,5(2),9(2),0,1,1,1,3,5,0,0,0,0,0,1,4,3,4,12,2,3,1,1,2,9,9,16,36,33,27,28,3,2,22,6,3,5,15,15,3,25,0,2,0 (0),0 (0),102.144,27.786,65.819,8.539,103.57,27.796,66.488,9.286,6.5,6.6,5 (42%),6 (50%),1 (8%),13 (39%),16 (49%),4 (12%),2/3,2/3,0/2,0/0,0/0,1/1,2/2,2/3,2/3,2/2,0/0,1/1,10,7,6,3,1,0,6,4,8,7,1,2,DOMENICO BERARDI,25,DRIES MERTENS,14,9.5,4.75,1.36
2016-2017,33,CHIEVOVERONA,TORINO,23/04/2017,STADIUM MARC'ANTONIO BENTEGODI,15:00,MAURIZIO  MARIANI,PASQUALE  DE MEO,STEFANO  DEL GIOVANE,LUCA  MONDIN,MARCO  DI BELLO,MARCO MAINARDI,1,3,A,ROLANDO MARAN,SINISA MIHAJLOVIC,4-3-1-2,4-2-3-1,96'05,50'36,53%,21'26 (42%),9'53 (46%),11'33 (54%),29'10 (58%),9'56 (34%),19'14 (66%),2'41,2'17,4'19,2'55,3'39,5'35,6'07,4'49,4'45,3'45,5'22,4'22,10,16,3(1),7(3),1,0,0,1,1,3,0,0,0,2,0,1,3,2,5,10,4,1,2,0,5,9,12,11,32,31,19,23,5,6,27,9,5,2,19,24,19,28,0,2,0 (0),0 (0),107.281,27.794,71.524,7.963,106.945,29.134,69.304,8.507,6.7,6.6,6 (35%),5 (30%),6 (35%),6 (24%),12 (48%),7 (28%),1/1,1/3,0/1,4/6,2/2,0/0,1/2,1/3,2/4,2/4,0/1,0/0,7,2,4,3,3,0,4,7,4,7,0,1,SERGIO PELLISSIER,31,ADEM LJAJIC,10,3,3.5,2.25
2016-2017,33,LAZIO,PALERMO,23/04/2017,STADIUM OLIMPICO,15:00,MICHAEL  FABBRI,ALBERTO  TEGONI,GIUSEPPE  DE PINTO,GIORGIO  PERETTI,GIANLUCA  ROCCHI,DAVIDE GHERSINI,6,2,H,SIMONE INZAGHI,DIEGO BORTOLUZZI,3-5-2,3-4-2-1,91'58,56'16,61%,33'11 (59%),17'09 (52%),16'02 (48%),23'05 (41%),16'05 (70%),7'00 (30%),6'39,5'35,6'47,5'26,3'27,5'17,3'28,3'01,3'45,2'46,4'37,5'27,13,5,11(6),2(2),2,0,0,0,10,2,0,0,0,0,0,0,0,2,11,2,4,0,7,0,5,2,9,8,26,29,19,20,8,5,14,23,4,3,30,28,20,12,0,0,1 (1),0 (0),101.592,26.322,67.369,7.901,105.438,26.69,70.866,7.882,6.6,6.8,17 (41%),12 (30%),12 (29%),3 (21%),5 (36%),6 (43%),0/0,1/3,2/4,1/2,0/1,0/1,0/1,1/3,0/0,0/0,0/1,1/1,3,2,6,7,0,1,5,3,5,7,0,0,KEITA,14,ANDREA RISPOLI,3,1.14,8,21
