Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Pt_1st_hf,Pt_2nd_hf,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2021-2022,23,TORINO,SASSUOLO,23/01/2022,OLIMPICO GRANDE TORINO STADIUM,15:00,FRANCESCO  FOURNEAU,SALVATORE  AFFATATO,ROBERT  AVALOS,ANDREA  COLOMBO,LUIGI  NASCA,PASQUALE CAPALDO,1,1,D,IVAN JURIC,ALESSIO DIONISI,3-4-2-1,4-3-3,94'01,43'30,23'24,20'06,46%,22'10 (51%),9'01 (41%),13'09 (59%),21'20 (49%),14'53 (70%),6'27 (30%),4'28,4'26,4'10,2'25,3'41,3'00,3'52,2'49,3'39,2'15,4'08,4'37,21,6,6(1),1(1),2,0,0,0,6,1,3,0,10,2,0,5,5,3,17,6,1,1,5,1,11,0,4,3,21,15,318,307,79%,75%,102,32,191,105,4/14,0/0,22,33,16,5,66,41,0 (0),0 (0),103.944,38.194,56.135,9.614,102.995,36.904,56.344,9.746,6.55,6.51,19 (43%),13 (30%),12 (27%),10 (50%),6 (30%),4 (20%),654,164,300,190,626,250,301,75,4,35,19,5,15,27,40,19,18,33,54,39,36,53,31,36,48,20,36,20,18,18,12,18,9,43,47,17,23,33,46,32,31,63,53,40,31,35,21,27,9,16,18,6,4,5,10,7,ANTONIO SANABRIA,19,GIACOMO RASPADORI,18,2.1,3.6,3.3
2021-2022,23,EMPOLI,ROMA,23/01/2022,CARLO CASTELLANI STADIUM,18:00,MICHAEL  FABBRI,STEFANO  ALASSIO,DOMENICO  ROCCA,ANTONIO  GIUA,ROSARIO  ABISSO,EMANUELE PRENNA,2,4,A,AURELIO ANDREAZZOLI,JOSE' MOURINHO,4-3-2-1,3-5-2,98'14,53'17,22'40,30'37,54%,30'53 (58%),19'55 (64%),10'58 (36%),22'24 (42%),19'54 (89%),2'30 (11%),3'35,4'00,3'26,7'27,4'50,7'35,4'02,3'33,4'04,2'38,3'42,4'25,16,16,7(2),8(4),1,2,0,0,3,7,0,0,6,5,4,5,3,3,14,12,2,1,0,1,9,3,2,3,13,14,417,276,83%,78%,104,41,226,90,5/11,3/6,28,32,12,9,62,64,0 (0),0 (0),NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,22 (37%),13 (22%),24 (41%),14 (39%),10 (28%),12 (33%),758,215,350,193,620,263,253,104,6,35,30,4,36,38,38,28,38,41,47,24,55,51,51,43,33,23,39,33,18,10,18,19,15,42,50,15,54,30,25,32,57,36,37,39,20,23,25,16,13,6,23,18,3,16,15,10,ANDREA PINAMONTI,99,TAMMY ABRAHAM,9,4,4.2,1.8
2021-2022,23,MILAN,JUVENTUS,23/01/2022,GIUSEPPE MEAZZA STADIUM,20:45,MARCO  DI BELLO,ALESSANDRO  COSTANZO,MATTEO  PASSERI,MATTEO  MARCENARO,ALEANDRO  DI PAOLO,FILIPPO VALERIANI,0,0,D,STEFANO PIOLI,MASSIMILIANO ALLEGRI,4-2-3-1,4-2-3-1,94'59,56'58,25'59,30'59,60%,26'45 (47%),11'50 (44%),14'55 (56%),30'13 (53%),15'38 (52%),14'35 (48%),3'07,6'11,4'42,4'10,4'35,4'00,3'43,3'14,5'02,7'28,4'18,6'28,14,8,4(0),0(0),0,0,0,0,1,0,0,0,5,6,0,4,5,2,10,6,0,0,2,3,15,8,4,1,16,19,370,449,82%,85%,131,110,224,221,5/16,2/7,28,32,10,6,71,81,0 (0),0 (0),108.078,36.616,61.648,9.813,109.883,38.538,62.056,9.288,6.83,7.21,4 (17%),15 (66%),4 (17%),7 (28%),14 (56%),4 (16%),720,197,286,237,806,286,351,169,11,33,26,13,16,36,31,31,22,44,36,32,40,39,32,41,27,52,62,35,11,11,17,22,20,53,43,10,29,56,51,24,31,52,44,38,41,59,45,41,33,36,42,24,4,8,10,12,RAFAEL LEAO,17,RODRIGO BENTANCUR,30,2.62,3.3,2.7
2021-2022,24,ROMA,GENOA,05/02/2022,OLIMPICO STADIUM,15:00,ROSARIO  ABISSO,FILIPPO  VALERIANI,PASQUALE  CAPALDO,GIANPIERO  MIELE,LUIGI  NASCA,STEFANO ALASSIO,0,0,D,JOSE' MOURINHO,ALEXANDER BLESSIN,3-4-1-2,4-2-3-1,99'43,44'29,21'23,23'06,45%,28'00 (63%),14'55 (53%),13'05 (47%),16'29 (37%),11'12 (68%),5'17 (32%),4'13,5'24,3'53,4'13,4'10,6'07,3'35,1'38,2'40,2'56,2'39,3'01,23,10,3(0),3(0),0,2,1,0,1,3,0,0,14,2,3,3,6,5,20,6,0,0,1,2,17,12,6,4,8,23,373,163,78%,57%,106,33,207,80,4/12,3/5,57,18,20,6,71,71,0 (0),0 (0),112.332,45.328,57.106,9.898,114.162,43.53,59.892,10.74,6.39,6.58,13 (39%),6 (19%),14 (42%),5 (26%),4 (21%),10 (53%),831,241,375,215,608,235,270,103,5,30,45,10,28,49,39,35,50,57,77,40,35,44,42,30,26,29,49,32,19,26,21,13,9,43,53,8,29,26,41,26,35,31,41,27,23,45,39,29,18,19,18,12,10,11,8,7,CHRIS SMALLING,6,SILVAN HEFTI,36,1.36,5.5,7.5
2021-2022,24,INTER,MILAN,05/02/2022,GIUSEPPE MEAZZA STADIUM,18:00,MARCO  GUIDA,CIRO  CARBONE,GIORGIO  PERETTI,MATTEO  MARCHETTI,PAOLO SILVIO  MAZZOLENI,SERGIO RANGHETTI,1,2,A,SIMONE INZAGHI,STEFANO PIOLI,3-5-2,4-2-3-1,98'04,44'03,21'44,22'19,45%,20'15 (46%),11'38 (57%),8'37 (43%),23'48 (54%),14'07 (59%),9'41 (41%),3'16,3'15,3'49,2'14,3'08,4'33,3'10,3'05,5'09,5'14,3'22,3'48,11,10,5(1),3(2),1,0,0,0,3,2,0,0,2,3,1,4,4,4,9,7,1,0,1,2,3,12,6,4,20,14,294,359,84%,83%,80,70,142,182,2/12,0/0,34,28,8,6,52,42,0 (0),0 (0),113.756,40.875,62.328,10.551,112.246,41.083,60.564,10.598,6.67,6.58,10 (32%),11 (36%),10 (32%),5 (31%),7 (44%),4 (25%),587,195,245,147,660,217,312,131,5,28,25,16,11,34,53,23,24,48,44,20,21,35,25,28,30,21,12,18,19,24,12,11,7,33,57,8,23,26,32,31,43,27,43,32,51,34,45,37,21,28,31,24,8,3,7,9,IVAN PERISIC,14,OLIVIER GIROUD,9,1.8,3.75,4.5
2021-2022,24,FIORENTINA,LAZIO,05/02/2022,ARTEMIO FRANCHI STADIUM,20:45,DANIELE  ORSATO,STEFANO  LIBERTI,VITO  MASTRODONATO,DANIELE  PATERNA,DANIELE  CHIFFI,ALESSANDRO COSTANZO,0,3,A,VINCENZO ITALIANO,MAURIZIO SARRI,4-3-3,4-3-3,93'57,54'02,29'21,24'41,58%,27'00 (50%),19'40 (73%),7'20 (27%),27'02 (50%),22'44 (84%),4'18 (16%),3'16,6'06,4'12,3'13,5'49,4'24,7'27,2'51,5'29,3'57,3'34,3'44,9,12,3(0),7(2),1,0,0,0,2,6,0,0,5,5,5,3,1,0,8,9,0,2,2,2,3,6,4,3,13,15,417,421,87%,85%,62,40,133,99,3/15,0/0,32,28,8,7,44,40,0 (0),0 (0),94.837,36.566,50.867,7.403,103.506,33.047,61.731,8.727,6.63,7.16,10 (48%),4 (19%),7 (33%),5 (29%),8 (47%),4 (24%),672,277,274,121,676,343,255,78,9,47,38,8,25,59,54,37,27,47,48,35,26,31,28,32,18,14,19,32,8,3,11,16,25,70,50,22,44,48,49,35,34,64,42,28,21,18,19,29,12,13,15,9,4,11,8,6,RICCARDO SOTTIL,33,CIRO IMMOBILE,17,2.37,3.5,2.9
2021-2022,24,ATALANTA,CAGLIARI,06/02/2022,GEWISS STADIUM STADIUM,12:30,ALESSANDRO  PRONTERA,ALESSIO  TOLFO,MARCO  SCATRAGLI,MATTEO  GARIGLIO,MARCO  DI BELLO,DANIELE BINDONI,1,2,A,GIAN PIERO GASPERINI,WALTER MAZZARRI,4-2-3-1,5-4-1,99'01,47'28,24'47,22'41,48%,28'28 (60%),15'59 (56%),12'29 (44%),19'00 (40%),15'37 (82%),3'23 (18%),6'00,4'54,3'58,2'57,4'04,6'35,2'33,3'36,3'46,2'15,3'43,3'07,10,7,3(1),4(2),2,0,0,0,2,3,0,0,3,2,2,2,4,1,7,5,0,2,1,3,5,7,3,1,13,14,487,287,84%,75%,155,36,278,85,1/11,1/4,17,48,7,3,57,61,0 (0),0 (0),116.377,41.844,65.617,8.915,122.498,44.98,68.083,9.434,6.61,7.05,13 (42%),8 (26%),10 (32%),7 (29%),7 (29%),10 (42%),846,193,408,245,662,317,260,85,2,27,24,6,33,40,39,22,40,62,64,39,54,48,64,37,37,43,72,36,13,13,13,18,11,48,57,15,25,77,53,31,34,38,43,44,26,28,16,31,12,12,15,14,16,8,5,3,JOSE' PALOMINO,6,GASTON PEREIRO,20,1.25,6.5,11
2021-2022,24,BOLOGNA,EMPOLI,06/02/2022,RENATO DALL'ARA STADIUM,15:00,FRANCESCO  COSSO,EMANUELE  PRENNA,FRANCESCA  DI MONTE,SIMONE  SOZZA,LUCA  PAIRETTO,LUCA ZUFFERLI,0,0,D,SINISA MIHAJLOVIC,AURELIO ANDREAZZOLI,3-5-2,4-3-2-1,94'02,56'30,28'12,28'18,60%,33'53 (60%),21'01 (62%),12'52 (38%),22'37 (40%),15'11 (67%),7'26 (33%),5'16,6'25,5'18,5'53,4'08,6'53,5'05,2'28,3'40,3'35,3'50,3'59,12,15,2(0),4(0),0,0,0,0,0,2,1,1,7,7,4,2,3,4,11,13,0,0,5,1,9,15,3,5,9,16,422,240,82%,72%,106,79,196,129,4/13,4/10,39,18,11,13,55,56,0 (0),0 (0),110.685,40.256,60.842,9.586,114.693,40.344,65.009,9.339,6.77,6.89,12 (43%),6 (21%),10 (36%),13 (42%),7 (23%),11 (35%),775,285,310,180,610,202,248,160,16,50,38,13,35,48,37,48,31,35,29,46,63,48,22,36,36,34,26,24,19,11,15,15,4,45,38,5,12,27,49,22,37,24,48,37,28,22,19,33,24,34,24,19,23,11,6,19,RICCARDO ORSOLINI,7,ANDREA PINAMONTI,99,2,3.6,3.6
2021-2022,24,SAMPDORIA,SASSUOLO,06/02/2022,LUIGI FERRARIS STADIUM,15:00,FABIO  MARESCA,NICCOLO'  PAGLIARDINI,ANTONIO  VONO,FRANCESCO  MERAVIGLIA,FEDERICO  DIONISI,ALESSANDRO GIALLATINI,4,0,H,MARCO GIAMPAOLO,ALESSIO DIONISI,4-3-1-2,4-2-3-1,98'35,49'34,24'51,24'43,50%,19'19 (39%),13'04 (68%),6'15 (32%),30'15 (61%),14'57 (49%),15'18 (51%),2'27,3'37,4'07,3'55,2'22,2'51,4'31,5'30,4'39,4'29,4'13,6'53,11,26,7(4),9(0),2,4,1,1,7,5,0,0,3,9,9,3,1,8,8,18,2,0,2,0,6,16,3,9,15,16,249,422,77%,85%,43,113,99,226,5/6,8/13,26,41,6,18,49,55,1 (1),0 (0),116.498,44.402,62.026,10.07,109.493,42.541,57.967,8.984,6.7,6.19,18 (53%),11 (32%),5 (15%),22 (43%),12 (24%),17 (33%),555,283,193,79,748,176,347,225,11,51,70,7,31,62,33,18,17,28,40,29,18,22,22,17,6,9,19,12,6,6,13,8,2,29,19,7,26,44,26,23,50,45,44,29,47,36,40,56,20,40,48,46,18,19,20,14,STEFANO SENSI,5,DOMENICO BERARDI,25,2.8,3.8,2.3
2021-2022,24,VENEZIA,NAPOLI,06/02/2022,PIER LUIGI PENZO STADIUM,15:00,MAURIZIO  MARIANI,PASQUALE  DE MEO,MARCELLO  ROSSI,VALERIO  MARINI,LUIGI  NASCA,SALVATORE LONGO,0,2,A,PAOLO ZANETTI,LUCIANO SPALLETTI,4-3-3,4-2-3-1,101'09,55'15,30'57,24'18,55%,18'46 (34%),12'38 (67%),6'08 (33%),36'29 (66%),21'15 (58%),15'14 (42%),2'57,3'09,2'58,1'41,2'27,5'34,8'17,6'31,7'05,3'54,5'55,4'47,7,16,3(0),6(2),1,0,0,0,2,6,0,1,4,6,4,3,0,4,5,13,0,1,0,0,8,8,2,6,12,11,281,640,77%,87%,61,122,120,356,5/6,5/9,23,27,5,12,62,66,0 (0),0 (0),116.882,41.216,67.758,7.907,116.792,40.918,67.451,8.421,6.53,6.52,6 (32%),3 (15%),10 (53%),8 (19%),15 (34%),20 (47%),598,284,200,114,918,198,513,207,16,34,59,27,25,41,54,28,11,33,43,22,18,28,20,25,18,25,29,12,14,7,4,5,2,26,31,13,11,47,47,21,30,81,77,33,78,80,87,47,49,36,25,28,18,23,16,12,DAVID OKEREKE,77,VICTOR OSIMHEN,9,7.5,4.75,1.4
2021-2022,24,UDINESE,TORINO,06/02/2022,DACIA ARENA - STADIO FRIULI STADIUM,18:00,ANTONIO  RAPUANO,MICHELE  GROSSI,ORLANDO  PAGNOTTA,GIACOMO  CAMPLONE,ALEANDRO  DI PAOLO,DANIELE MINELLI,2,0,H,GABRIELE CIOFFI,IVAN JURIC,3-5-2,3-4-2-1,96'49,40'50,21'04,19'46,42%,16'44 (41%),7'54 (47%),8'50 (53%),24'06 (59%),16'00 (66%),8'06 (34%),2'03,2'12,3'15,3'22,2'17,3'35,6'31,5'12,1'51,2'55,2'37,5'00,11,5,3(2),1(0),1,0,2,0,2,1,0,0,5,3,1,1,3,1,7,3,0,0,3,2,10,2,8,3,12,21,196,324,67%,76%,52,47,102,125,1/7,3/7,26,22,7,3,52,39,1 (1),0 (0),104.069,42.633,53.362,8.073,105.597,43.464,53.511,8.621,6.02,6.06,8 (35%),5 (22%),10 (43%),6 (32%),6 (31%),7 (37%),553,204,223,126,683,194,377,112,9,35,25,8,33,33,34,27,15,33,24,40,18,30,35,28,18,26,24,11,15,16,7,9,8,29,42,6,15,54,35,5,46,71,80,39,40,34,35,32,25,13,20,24,13,5,6,6,NAHUEL MOLINA,16,JOSIP BREKALO,14,3.1,3.3,2.37
2021-2022,24,JUVENTUS,HELLAS VERONA,06/02/2022,ALLIANZ STADIUM STADIUM,20:45,LUCA  MASSIMI,ALESSANDRO  CIPRESSA,FRANCESCO  FIORE,NICCOLO'  BARONI,DANIELE  DOVERI,RODOLFO DI VUOLO,2,0,H,MASSIMILIANO ALLEGRI,IGOR TUDOR,4-3-3,3-4-2-1,94'10,49'45,26'15,23'30,53%,23'22 (47%),12'03 (52%),11'19 (48%),26'23 (53%),12'53 (49%),13'30 (51%),4'39,4'22,3'58,3'23,2'38,4'22,4'21,4'13,4'42,4'32,3'47,4'48,11,13,8(2),1(0),0,0,0,0,3,1,0,0,3,6,1,6,0,6,9,6,2,0,0,2,10,10,6,5,11,11,342,391,78%,82%,72,127,151,233,2/7,4/18,33,31,7,6,65,71,0 (0),0 (0),110.276,37.818,63.026,9.431,116.282,35.143,70.226,10.912,6.91,7.35,5 (17%),20 (66%),5 (17%),11 (39%),12 (43%),5 (18%),718,305,289,124,777,168,381,228,28,52,50,14,39,34,47,41,44,51,21,28,27,45,29,44,21,20,21,20,9,11,6,16,10,39,13,4,15,34,42,11,30,65,44,44,48,39,43,68,45,38,28,38,20,11,22,26,DUSAN VLAHOVIC,7,DARKO LAZOVIC,8,1.53,4.33,6
2021-2022,24,SALERNITANA,SPEZIA,07/02/2022,ARECHI STADIUM,20:45,PAOLO  VALERI,EDOARDO  RASPOLLINI,VITTORIO  DI GIOIA,GIOVANNI  AYROLDI,LORENZO  MAGGIONI,FILIPPO MELI,2,2,D,STEFANO COLANTUONO,THIAGO  MOTTA,4-3-2-1,4-2-3-1,98'51,48'52,21'38,27'14,49%,27'50 (57%),13'37 (49%),14'13 (51%),21'02 (43%),11'51 (56%),9'11 (44%),2'50,1'44,4'48,4'29,7'46,6'13,0'39,4'40,6'57,3'52,2'05,2'49,9,13,5(2),2(2),0,0,2,2,1,1,0,0,1,4,0,3,3,7,6,5,0,0,1,1,10,5,5,6,12,19,358,274,76%,77%,85,55,185,122,3/13,2/8,15,21,6,5,50,61,0 (0),2 (2),107.879,38.896,61.777,7.205,105.458,38.778,59.36,7.319,6.68,6.5,9 (33%),7 (26%),11 (41%),17 (55%),6 (19%),8 (26%),724,226,314,184,631,211,297,123,9,34,24,5,50,56,36,12,49,43,50,22,31,43,33,43,34,35,35,28,14,13,12,13,5,48,31,3,18,43,45,18,31,48,51,26,27,21,37,56,16,14,20,33,13,5,8,14,SIMONE VERDI,10,REY MANAJ,9,2.87,3.4,2.5
2021-2022,25,LAZIO,BOLOGNA,12/02/2022,OLIMPICO STADIUM,15:00,MARCO  PICCININI,MATTEO  BOTTEGONI,ANDREA  ZINGARELLI,MANUEL  VOLPI,DANIELE  ORSATO,MATTEO PASSERI,3,0,H,MAURIZIO SARRI,SINISA MIHAJLOVIC,4-3-3,3-5-2,95'27,54'47,27'15,27'32,57%,30'40 (56%),17'58 (59%),12'42 (41%),24'07 (44%),15'53 (66%),8'14 (34%),4'41,6'42,6'28,3'23,4'19,5'07,3'13,3'04,3'07,4'40,3'48,6'15,12,11,6(3),3(0),0,0,1,0,5,2,0,0,3,5,3,3,3,3,9,10,2,0,0,2,13,9,5,3,13,16,523,405,89%,87%,89,70,252,157,2/8,5/12,38,32,7,10,44,56,1 (1),0 (0),112.205,37.482,64.439,10.283,107.683,37.806,61.285,8.591,6.97,6.61,11 (33%),10 (31%),12 (36%),8 (32%),6 (24%),11 (44%),809,232,432,145,689,260,306,123,6,31,42,14,26,46,39,28,40,51,71,46,73,54,48,49,39,12,40,10,8,7,21,8,5,43,42,11,28,49,47,35,40,41,54,46,35,29,35,26,29,21,14,13,20,10,6,10,MATTIA ZACCAGNI,20,MATTIAS SVANBERG,32,1.7,4,4.75
2021-2022,25,NAPOLI,INTER,12/02/2022,Diego Armando MARADONA STADIUM,18:00,DANIELE  DOVERI,ALESSANDRO  COSTANZO,DANIELE  BINDONI,FRANCESCO  COSSO,ALEANDRO  DI PAOLO,FILIPPO VALERIANI,1,1,D,LUCIANO SPALLETTI,SIMONE INZAGHI,4-2-3-1,3-5-2,97'16,54'57,29'02,25'55,56%,26'22 (48%),18'21 (70%),8'01 (30%),28'35 (52%),17'36 (62%),10'59 (38%),3'42,4'56,6'47,3'32,3'06,4'19,3'40,4'10,5'47,3'58,3'52,7'08,13,8,4(1),2(1),0,0,1,0,3,2,1,0,6,5,1,3,3,1,8,5,0,0,0,0,2,4,4,2,8,13,426,474,86%,89%,44,80,149,197,2/6,7/14,19,28,8,5,49,52,1 (1),0 (0),111.139,34.987,66.327,9.824,113.969,36.827,65.623,11.518,6.82,6.8,7 (27%),15 (58%),4 (15%),6 (20%),16 (53%),8 (27%),690,287,319,84,737,223,362,152,16,28,50,17,36,45,61,34,44,49,55,30,42,21,44,34,13,12,12,16,4,7,15,5,8,51,29,4,9,42,51,29,29,63,70,28,43,41,49,39,23,36,20,22,8,21,8,14,LORENZO INSIGNE,24,EDIN DZEKO,9,2.75,3.4,2.55
2021-2022,25,TORINO,VENEZIA,12/02/2022,OLIMPICO GRANDE TORINO STADIUM,20:45,ANTONIO  GIUA,FABIANO  PRETI,ALESSANDRO  GIALLATINI,FRANCESCO  MERAVIGLIA,FABIO  MARESCA,DAMIANO DI IORIO,1,2,A,IVAN JURIC,PAOLO ZANETTI,3-4-2-1,4-3-1-2,105'37,43'38,21'27,22'11,41%,29'13 (67%),12'25 (42%),16'48 (58%),14'25 (33%),6'50 (47%),7'35 (53%),4'16,5'07,3'52,4'42,4'34,6'42,1'44,3'01,3'27,1'53,2'40,1'40,14,5,2(1),2(2),0,0,0,0,0,2,0,0,10,2,0,1,2,1,13,4,1,2,2,2,9,0,8,4,14,12,366,128,78%,56%,119,25,224,75,7/16,4/5,29,39,12,2,51,55,0 (0),0 (0),108.375,41.521,57.781,9.072,110.422,39.715,61.431,9.274,5.81,5.85,19 (58%),4 (12%),10 (30%),7 (30%),6 (27%),10 (43%),794,209,339,246,532,207,228,97,4,24,25,15,26,54,29,32,24,51,60,33,23,35,75,38,33,23,60,57,18,13,18,24,11,44,34,8,23,46,23,18,20,45,36,19,23,31,31,23,16,12,16,17,15,3,8,10,JOSIP BREKALO,14,DOMEN CRNIGOJ,33,1.5,4.2,7
2021-2022,25,MILAN,SAMPDORIA,13/02/2022,GIUSEPPE MEAZZA STADIUM,12:30,DANIELE  CHIFFI,GIUSEPPE  PERROTTI,DOMENICO  PALERMO,NICCOLO'  BARONI,PAOLO  VALERI,STEFANO LIBERTI,1,0,H,STEFANO PIOLI,MARCO GIAMPAOLO,4-2-3-1,4-4-1-1,98'01,52'34,25'15,27'19,54%,26'16 (50%),13'42 (52%),12'34 (48%),26'18 (50%),17'16 (66%),9'02 (34%),4'48,3'46,6'49,3'51,3'05,3'57,2'26,2'49,4'37,5'10,5'24,5'52,15,4,7(1),1(0),2,0,0,0,7,0,0,0,5,1,1,6,3,2,12,2,1,0,2,3,10,5,4,0,13,11,380,389,83%,83%,73,49,177,140,4/11,0/0,29,39,11,2,60,58,0 (0),0 (0),102.933,35.247,58.247,9.438,109.104,36.961,61.917,10.225,6.69,6.67,16 (50%),8 (25%),8 (25%),6 (32%),5 (26%),8 (42%),715,198,350,167,704,278,349,77,10,32,30,7,36,39,29,15,42,60,39,41,57,43,40,28,31,18,36,21,12,6,31,12,11,55,39,7,23,75,43,25,42,59,53,39,32,37,47,40,12,12,20,16,5,4,3,5,RAFAEL LEAO,17,STEFANO SENSI,5,1.4,4.75,7.5
2021-2022,25,EMPOLI,CAGLIARI,13/02/2022,CARLO CASTELLANI STADIUM,15:00,FEDERICO  DIONISI,MAURO  VIVENZI,SERGIO  RANGHETTI,VALERIO  MARINI,GIANLUCA  MANGANIELLO,ALESSIO TOLFO,1,1,D,AURELIO ANDREAZZOLI,WALTER MAZZARRI,4-3-1-2,3-5-2,104'15,48'29,24'47,23'42,47%,22'17 (46%),15'32 (70%),6'45 (30%),26'12 (54%),17'02 (65%),9'10 (35%),2'25,3'20,6'41,1'19,2'42,5'50,5'08,2'26,4'47,3'23,3'54,6'34,13,17,4(1),5(1),0,1,0,0,2,2,0,0,5,3,3,3,4,9,6,12,1,0,2,0,1,4,6,4,14,13,213,270,68%,74%,48,84,96,140,1/8,7/23,18,33,5,12,65,61,0 (0),0 (0),119.193,40.451,68.818,9.923,111.518,41.444,60.377,9.696,6.47,6.23,10 (40%),7 (28%),8 (32%),9 (31%),4 (14%),16 (55%),594,240,229,125,647,218,256,173,9,39,36,15,23,42,54,22,22,21,43,31,28,25,24,35,21,25,21,16,15,8,10,9,8,38,32,5,32,45,38,20,39,35,49,30,36,26,23,18,31,43,18,23,22,15,7,14,ANDREA PINAMONTI,99,LEONARDO PAVOLETTI,30,1.95,3.8,3.6
