Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2012-13,5,ROBUR SIENA,BOLOGNA,27/09/2012,ARTEMIO FRANCHI - SIENA,20:45,ANDREA GERVASONI,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Serse Cosmi,Stefano Pioli,7,4,0,0,0 (0),0 (0),8,9,5,7,1,1,3,2,0,0,16,16,0,0,0,0,4,0,3,3,5,11,4,2,0,0,0,0,2,0,2,10,13,20,3,4,1,6,3,2,2.2,3.1,3.5
2012-13,6,PARMA,MILAN,29/09/2012,ENNIO TARDINI - PARMA,18:00,GIANLUCA ROCCHI,1,1,D,0,0,D,1,1,D,0,0,0,0,1,0,0,0,0,1,0,0,Roberto Donadoni,Massimiliano Allegri,6,1,0,0,0 (0),0 (0),7,11,2,7,1,1,5,4,0,0,16,8,0,0,4,4,0,2,0,2,4,5,2,3,0,0,0,0,6,7,16,12,5,4,0,3,3,3,3,3,3,3.25,2.38
2012-13,6,JUVENTUS,ROMA,29/09/2012,ALLIANZ STADIUM - TORINO,20:45,NICOLA RIZZOLI,4,1,H,3,0,H,1,1,D,1,2,0,0,0,1,0,0,0,0,1,0,Massimo Carrera,Zdenek Zeman,3,4,0,0,1 (1),1 (1),16,10,11,4,2,1,5,6,0,0,14,12,3,0,1,0,5,1,8,3,5,3,4,4,0,0,0,0,4,0,7,7,12,12,5,3,7,3,7,4,1.67,4,4.75
2012-13,6,UDINESE,GENOA,30/09/2012,DACIA ARENA - STADIO FRIULI - UDINE,12:30,ANDREA ROMEO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Francesco Guidolin,Luigi De Canio,2,2,0,1,0 (0),0 (0),10,5,3,2,0,0,7,3,0,0,15,14,1,0,1,0,1,0,6,2,10,4,1,2,0,0,0,0,1,1,18,7,10,7,3,1,5,1,7,4,1.91,3.5,4
2012-13,6,ATALANTA,TORINO,30/09/2012,GEWISS STADIUM - BERGAMO,15:00,DAVIDE MASSA,1,5,A,1,1,D,0,4,A,0,1,0,0,0,0,0,0,1,0,3,1,Stefano Colantuono,Gian Piero Ventura,4,1,1,0,0 (0),1 (1),13,15,4,9,2,1,9,6,0,0,12,14,2,0,0,0,1,1,3,2,7,7,2,2,0,0,0,0,0,0,5,4,6,8,4,2,4,5,11,6,2.1,3.2,3.6
2012-13,6,BOLOGNA,CATANIA,30/09/2012,RENATO DALL'ARA - BOLOGNA,15:00,PIERO GIACOMELLI,4,0,H,2,0,H,2,0,H,0,1,1,0,1,1,0,0,0,0,0,0,Stefano Pioli,Rolando Maran,3,2,1,0,0 (0),0 (0),11,10,6,4,0,2,5,6,0,1,19,18,0,1,0,0,3,5,3,1,6,8,1,2,0,0,0,1,0,0,10,10,13,8,6,7,3,2,1,4,2.4,3.3,2.9
2012-13,6,CAGLIARI,PESCARA,30/09/2012,IS ARENAS - QUARTU SANT'ELENA,15:00,ANTONIO DAMATO,1,2,A,0,0,D,1,2,A,0,0,0,0,0,1,0,0,0,1,0,1,Massimo Ficcadenti,Giovanni Stroppa,2,12,0,5,1 (1),0 (0),17,8,14,4,2,2,3,4,0,0,23,19,1,0,4,1,5,1,1,1,7,0,2,5,1,0,0,0,4,5,15,6,11,8,4,3,10,3,7,5,1.73,3.5,5
2012-13,6,LAZIO,ROBUR SIENA,30/09/2012,OLIMPICO - ROMA,15:00,CARMINE RUSSO,2,1,H,2,0,H,0,1,A,0,1,1,0,0,0,0,0,0,0,0,1,Vladimir Petkovic,Serse Cosmi,2,3,0,0,1 (1),0 (0),9,6,5,3,1,0,4,3,0,0,18,7,0,0,2,1,3,2,3,1,5,4,2,2,0,0,0,0,4,2,12,14,9,16,10,3,4,3,5,4,1.57,3.8,6
2012-13,6,PALERMO,CHIEVOVERONA,30/09/2012,RENZO BARBERA - PALERMO,15:00,MAURO BERGONZI,4,1,H,1,1,D,3,0,H,1,0,0,1,0,2,0,1,0,0,0,0,Gian Piero Gasperini,Domenico Di Carlo,4,5,1,2,0 (0),0 (0),14,13,9,6,1,0,5,7,2,0,14,15,0,1,3,2,1,1,3,0,12,6,1,4,1,0,0,0,3,4,5,2,15,9,2,1,4,0,2,2,2.2,3.3,3.25
2012-13,6,SAMPDORIA,NAPOLI,30/09/2012,LUIGI FERRARIS - GENOVA,15:00,PAOLO TAGLIAVENTO,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,1,0,Ciro Ferrara,Walter Mazzarri,3,2,0,0,0 (0),1 (1),8,11,2,4,0,2,6,7,1,0,17,14,0,0,5,4,0,0,0,0,6,5,4,3,0,0,1,0,0,4,9,9,12,7,6,5,4,3,2,4,3.4,3.4,2.1
2012-13,6,INTER,FIORENTINA,30/09/2012,GIUSEPPE MEAZZA - MILANO,20:45,ANTONIO DANILO GIANNOCCARO,2,1,H,2,1,H,0,0,D,0,1,1,0,0,0,0,0,1,0,0,0,Andrea Stramaccioni,Vincenzo Montella,4,4,1,3,1 (1),0 (0),11,8,7,5,1,1,4,3,0,0,18,16,1,0,5,1,4,3,4,0,7,10,4,3,0,1,0,0,8,4,3,11,18,11,3,5,1,2,5,1,2.1,3.3,3.5
2012-13,7,CHIEVOVERONA,SAMPDORIA,06/10/2012,MARCANTONIO BENTEGODI - VERONA,18:00,ANDREA GERVASONI,2,1,H,1,0,H,1,1,D,0,0,1,0,0,1,0,0,0,0,1,0,Eugenio Corini,Ciro Ferrara,3,5,0,0,0 (0),0 (0),10,8,7,4,0,2,3,4,0,0,24,12,0,0,6,0,0,0,5,0,3,4,2,2,0,0,0,0,1,1,9,9,16,12,7,6,1,2,5,3,2.5,3.1,2.9
2012-13,7,GENOA,PALERMO,06/10/2012,LUIGI FERRARIS - GENOVA,20:45,DINO TOMMASI,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,1,0,0,0,0,0,Luigi De Canio,Gian Piero Gasperini,4,4,0,0,0 (0),0 (0),10,15,5,5,0,0,5,10,0,0,9,13,0,0,2,1,3,2,0,3,8,6,3,2,0,0,0,0,0,0,9,8,3,1,3,5,2,0,4,5,2.1,3.4,3.4
2012-13,7,ROMA,ATALANTA,07/10/2012,OLIMPICO - ROMA,12:30,LUCA BANTI,2,0,H,1,0,H,1,0,H,0,1,0,0,1,0,0,0,0,0,0,0,Zdenek Zeman,Stefano Colantuono,3,5,0,1,0 (0),0 (0),15,9,8,4,0,0,7,5,0,2,9,14,1,1,8,4,4,3,3,4,7,6,2,3,0,0,0,0,11,12,5,10,7,13,9,6,8,5,8,5,1.5,4.33,6
2012-13,7,CATANIA,PARMA,07/10/2012,ANGELO MASSIMINO - CATANIA,15:00,GIANPAOLO CALVARESE,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Rolando Maran,Roberto Donadoni,3,4,2,2,0 (0),0 (0),9,8,6,3,1,0,3,5,0,0,14,25,0,0,4,4,4,2,1,3,2,10,1,5,0,1,0,0,1,1,6,10,6,12,2,2,1,3,2,2,2.1,3.4,3.4
2012-13,7,FIORENTINA,BOLOGNA,07/10/2012,ARTEMIO FRANCHI - FIRENZE,15:00,DANIELE ORSATO,1,0,H,1,0,H,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0,Vincenzo Montella,Stefano Pioli,1,10,0,4,0 (0),0 (0),18,8,11,1,0,0,7,7,0,0,16,22,0,0,1,1,2,1,5,1,6,4,4,3,0,0,0,0,3,2,10,7,14,14,6,8,12,3,8,6,1.62,3.6,6
2012-13,7,PESCARA,LAZIO,07/10/2012,ADRIATICO - GIOVANNI CORNACCHIA - PESCARA,15:00,ANDREA DE MARCO,0,3,A,0,3,A,0,0,D,0,0,0,0,0,0,1,1,1,0,0,0,Giovanni Stroppa,Vladimir Petkovic,2,4,2,2,0 (0),0 (0),8,11,4,5,2,1,4,6,1,0,11,12,1,0,0,0,0,3,0,2,7,3,2,0,0,0,0,0,0,1,10,7,14,13,10,3,11,15,13,19,4.2,3.3,1.91
2012-13,7,ROBUR SIENA,JUVENTUS,07/10/2012,ARTEMIO FRANCHI - SIENA,15:00,PAOLO SILVIO MAZZOLENI,1,2,A,1,1,D,0,1,A,0,0,1,0,0,0,1,0,0,0,0,1,Serse Cosmi,Massimo Carrera,6,1,0,0,0 (0),0 (0),5,16,2,9,0,2,3,7,0,1,19,16,0,1,3,2,2,1,5,2,2,8,7,3,0,0,0,0,2,4,6,11,8,9,0,3,5,3,2,6,6.5,3.8,1.53
2012-13,7,TORINO,CAGLIARI,07/10/2012,OLIMPICO - TORINO,15:00,DOMENICO CELI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,1,0,Gian Piero Ventura,Ivo Pulga,2,2,1,0,0 (0),1 (1),6,11,2,4,0,1,4,7,0,0,9,17,0,1,0,1,0,0,3,4,10,5,1,3,0,0,0,0,0,0,9,6,12,12,5,2,4,2,3,3,1.85,3.4,4.33
2012-13,7,MILAN,INTER,07/10/2012,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO VALERI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,1,0,0,0,0,0,Massimiliano Allegri,Andrea Stramaccioni,3,5,1,0,0 (0),0 (0),17,7,5,4,0,0,12,3,0,0,18,8,0,0,8,2,3,1,3,2,6,2,5,2,0,1,1,0,3,7,23,3,6,9,12,5,3,3,6,2,2.38,3.3,2.9
2012-13,7,NAPOLI,UDINESE,07/10/2012,SAN PAOLO - NAPOLI,20:45,DANIELE DOVERI,2,1,H,2,1,H,0,0,D,0,1,1,0,0,0,0,0,1,0,0,0,Walter Mazzarri,Francesco Guidolin,0,4,0,0,0 (0),0 (0),12,8,6,1,0,0,6,7,1,0,9,19,0,0,1,1,5,1,1,3,1,4,2,3,0,0,0,0,2,6,5,14,10,20,5,3,7,6,5,5,1.5,4,7
2012-13,8,JUVENTUS,NAPOLI,20/10/2012,ALLIANZ STADIUM - TORINO,18:00,ANTONIO DAMATO,2,0,H,0,0,D,2,0,H,0,0,0,0,0,2,0,0,0,0,0,0,Angelo Alessio,Walter Mazzarri,1,3,0,1,0 (0),0 (0),11,3,5,2,2,1,6,1,0,0,19,20,0,1,2,1,1,0,1,2,7,4,4,3,0,0,0,0,5,3,12,10,9,15,2,4,3,1,6,2,1.7,3.6,5
2012-13,8,LAZIO,MILAN,20/10/2012,OLIMPICO - ROMA,20:45,PAOLO TAGLIAVENTO,3,2,H,2,0,H,1,2,A,0,1,1,1,0,0,0,0,0,0,1,1,Vladimir Petkovic,Massimiliano Allegri,4,3,0,0,0 (0),0 (0),7,11,6,6,0,0,1,5,0,1,13,5,0,0,5,4,3,4,2,0,6,5,2,3,0,0,0,0,3,0,8,15,12,12,4,5,5,6,5,2,2.25,3.4,3.1
2012-13,8,CAGLIARI,BOLOGNA,21/10/2012,IS ARENAS - QUARTU SANT'ELENA,12:30,DANIELE DOVERI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Ivo Pulga,Stefano Pioli,0,0,2,2,0 (0),0 (0),3,8,2,2,0,0,1,6,0,0,18,14,0,1,3,1,3,0,3,1,4,4,1,2,0,0,0,0,0,2,6,7,14,12,6,1,2,2,2,1,2,3.3,3.8
2012-13,8,ATALANTA,ROBUR SIENA,21/10/2012,GEWISS STADIUM - BERGAMO,15:00,NICOLA RIZZOLI,2,1,H,0,0,D,2,1,H,0,0,0,0,1,1,0,0,0,1,0,0,Stefano Colantuono,Serse Cosmi,0,2,0,0,0 (0),0 (0),8,3,4,1,0,0,4,2,0,0,15,21,0,0,0,0,2,1,1,1,4,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2,4
2012-13,8,CHIEVOVERONA,FIORENTINA,21/10/2012,MARCANTONIO BENTEGODI - VERONA,15:00,MARCO GUIDA,1,1,D,1,1,D,0,0,D,0,1,0,0,0,0,0,1,0,0,0,0,Eugenio Corini,Vincenzo Montella,2,1,1,0,0 (0),0 (0),5,11,2,3,0,0,3,8,0,0,10,17,0,0,1,0,3,3,2,3,2,9,2,3,0,0,0,0,3,7,6,9,13,14,3,3,14,22,11,3,3.1,3.1,2.38
2012-13,8,INTER,CATANIA,21/10/2012,GIUSEPPE MEAZZA - MILANO,15:00,CARMINE RUSSO,2,0,H,1,0,H,1,0,H,0,1,0,0,0,1,0,0,0,0,0,0,Andrea Stramaccioni,Rolando Maran,1,4,0,0,0 (0),0 (0),9,7,7,1,0,0,2,6,0,0,11,4,1,0,9,1,3,0,1,1,6,3,0,2,0,0,0,0,8,4,8,10,9,3,7,7,1,4,5,0,1.57,3.8,6
2012-13,8,PALERMO,TORINO,21/10/2012,RENZO BARBERA - PALERMO,15:00,ANDREA ROMEO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Gian Piero Gasperini,Gian Piero Ventura,7,9,2,7,0 (0),0 (0),19,9,9,7,1,0,10,2,1,0,12,18,0,0,8,4,6,4,2,4,7,2,1,4,0,0,0,0,5,4,7,8,8,14,4,6,2,1,1,2,2.1,3.3,3.5
2012-13,8,PARMA,SAMPDORIA,21/10/2012,ENNIO TARDINI - PARMA,15:00,SEBASTIANO PERUZZO,2,1,H,1,0,H,1,1,D,0,0,1,1,0,0,0,0,0,0,0,1,Roberto Donadoni,Ciro Ferrara,0,5,0,2,1 (1),1 (1),17,6,9,1,3,1,8,5,0,1,18,17,1,0,0,0,4,0,2,3,4,4,2,3,0,0,0,1,3,5,11,4,14,7,8,2,8,5,5,5,2.15,3.25,3.4
2012-13,8,UDINESE,PESCARA,21/10/2012,DACIA ARENA - STADIO FRIULI - UDINE,15:00,ANTONIO DANILO GIANNOCCARO,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Francesco Guidolin,Giovanni Stroppa,4,3,0,0,0 (0),0 (0),9,7,4,5,0,0,5,2,0,0,9,19,0,1,0,0,0,0,4,0,5,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,7
2012-13,8,GENOA,ROMA,21/10/2012,LUIGI FERRARIS - GENOVA,20:45,DANIELE ORSATO,2,4,A,2,2,D,0,2,A,1,1,0,0,0,0,0,1,1,1,0,1,Luigi De Canio,Zdenek Zeman,5,4,0,1,0 (0),0 (0),12,14,9,9,0,0,3,5,0,0,15,13,1,0,4,6,2,4,1,4,6,7,4,1,0,0,0,0,5,6,10,17,18,13,7,14,3,6,2,5,3.3,3.6,2.05
2012-13,9,ROBUR SIENA,PALERMO,27/10/2012,ARTEMIO FRANCHI - SIENA,18:00,GIANPAOLO CALVARESE,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Serse Cosmi,Gian Piero Gasperini,5,2,0,0,0 (0),0 (0),8,12,2,5,0,0,6,7,0,1,11,7,0,0,0,1,1,3,1,1,4,4,3,2,0,0,0,0,2,1,10,5,5,3,4,6,1,1,2,2,2.2,3.2,3.4
2012-13,9,MILAN,GENOA,27/10/2012,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO SILVIO MAZZOLENI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Massimiliano Allegri,Luigi Delneri,3,1,0,0,0 (0),0 (0),9,5,2,3,0,1,7,2,1,0,6,16,0,0,1,0,2,0,8,2,9,0,1,2,0,0,0,0,1,0,17,3,16,23,2,0,5,2,1,1,1.5,4,7
2012-13,9,CATANIA,JUVENTUS,28/10/2012,ANGELO MASSIMINO - CATANIA,12:30,ANDREA GERVASONI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,1,0,0,Rolando Maran,Angelo Alessio,8,1,4,0,0 (0),0 (0),6,20,1,9,0,0,5,11,0,1,18,13,0,0,0,5,0,5,4,6,2,7,4,3,1,0,0,0,3,5,5,9,17,19,0,4,1,1,3,4,5,3.5,1.73
2012-13,9,BOLOGNA,INTER,28/10/2012,RENATO DALL'ARA - BOLOGNA,15:00,ANDREA DE MARCO,1,3,A,0,1,A,1,2,A,0,0,0,1,0,0,0,1,0,1,1,0,Stefano Pioli,Andrea Stramaccioni,4,4,0,1,0 (0),0 (0),12,10,5,7,2,1,7,3,1,1,15,13,0,0,3,0,3,4,3,1,5,2,3,3,0,0,0,0,1,2,17,4,10,7,5,4,4,6,4,3,3.6,3.2,2.1
2012-13,9,FIORENTINA,LAZIO,28/10/2012,ARTEMIO FRANCHI - FIRENZE,15:00,MAURO BERGONZI,2,0,H,1,0,H,1,0,H,0,0,1,0,0,1,0,0,0,0,0,0,Vincenzo Montella,Vladimir Petkovic,3,7,0,1,1 (0),0 (0),16,7,10,3,3,1,6,4,2,0,14,16,1,0,0,0,4,3,5,4,4,3,3,3,0,1,0,1,0,0,1,1,3,6,5,5,3,2,4,3,2.1,3.25,3.5
2012-13,9,PESCARA,ATALANTA,28/10/2012,ADRIATICO - GIOVANNI CORNACCHIA - PESCARA,15:00,PAOLO VALERI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Giovanni Stroppa,Stefano Colantuono,4,4,3,2,0 (0),0 (0),8,13,4,5,2,0,4,8,1,0,17,12,0,1,1,2,3,2,0,1,3,8,3,2,0,1,0,0,3,2,16,17,20,16,15,9,22,25,9,12,2.9,3.1,2.5
2012-13,9,SAMPDORIA,CAGLIARI,28/10/2012,LUIGI FERRARIS - GENOVA,15:00,GIANLUCA ROCCHI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,1,0,0,Ciro Ferrara,Ivo Pulga,3,3,2,0,0 (0),0 (0),14,7,3,4,1,0,11,3,3,0,12,26,0,0,2,4,0,1,1,0,10,6,2,6,0,0,0,0,2,0,16,13,17,23,4,2,3,2,2,4,2.1,3.2,3.6
2012-13,9,TORINO,PARMA,28/10/2012,OLIMPICO - TORINO,15:00,PIERO GIACOMELLI,1,3,A,0,0,D,1,3,A,0,0,0,0,0,1,0,0,0,0,2,1,Gian Piero Ventura,Roberto Donadoni,4,5,2,0,0 (0),0 (0),13,12,6,6,0,0,7,6,0,0,12,12,0,0,5,4,0,4,4,1,3,4,1,3,1,0,0,0,2,4,13,6,15,13,7,9,4,3,3,4,2.2,3.1,3.5
2012-13,9,NAPOLI,CHIEVOVERONA,28/10/2012,SAN PAOLO - NAPOLI,20:45,DOMENICO CELI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Walter Mazzarri,Eugenio Corini,0,6,0,3,0 (0),0 (0),15,2,8,0,0,0,7,2,0,0,4,14,1,0,5,1,5,1,0,2,4,6,1,2,0,1,0,0,7,6,11,6,20,12,6,2,11,6,9,5,1.4,4.33,8.5
2012-13,9,ROMA,UDINESE,28/10/2012,OLIMPICO - ROMA,20:45,DAVIDE MASSA,2,3,A,2,1,H,0,2,A,0,2,0,0,0,0,0,0,1,1,0,1,Zdenek Zeman,Francesco Guidolin,5,4,0,0,0 (0),1 (1),16,9,6,8,0,2,10,1,0,0,12,12,0,0,7,5,8,5,0,4,4,2,4,4,0,0,1,0,0,1,5,4,1,4,8,7,3,1,6,0,1.57,4.33,5
2012-13,10,PALERMO,MILAN,30/10/2012,RENZO BARBERA - PALERMO,20:45,NICOLA RIZZOLI,2,2,D,1,0,H,1,2,A,0,0,1,1,0,0,0,0,0,0,1,1,Gian Piero Gasperini,Massimiliano Allegri,6,4,2,0,1 (1),0 (0),12,10,6,8,2,1,6,2,1,0,14,15,0,0,2,6,1,4,2,4,2,7,2,4,0,0,0,0,2,5,2,21,14,16,1,10,5,4,0,3,3.2,3.3,2.25
2012-13,10,ATALANTA,NAPOLI,31/10/2012,GEWISS STADIUM - BERGAMO,20:45,DANIELE ORSATO,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Stefano Colantuono,Walter Mazzarri,8,0,1,0,0 (0),0 (0),8,15,1,8,0,1,7,7,0,0,10,9,0,0,2,3,2,1,2,1,2,9,2,3,0,0,0,0,4,3,6,12,6,4,1,3,2,2,0,0,3.5,3.3,2.1
2012-13,10,CAGLIARI,ROBUR SIENA,31/10/2012,IS ARENAS - QUARTU SANT'ELENA,20:45,MARCO GUIDA,4,2,H,3,1,H,1,1,D,1,2,0,0,0,1,0,0,1,0,0,1,Ivo Pulga,Serse Cosmi,2,7,2,5,1 (0),1 (0),22,7,13,4,3,0,9,3,1,0,9,11,2,0,3,0,5,2,1,3,6,4,2,3,0,1,0,0,10,5,9,10,15,6,3,4,6,5,10,4,1.91,3.3,4.2
2012-13,10,CHIEVOVERONA,PESCARA,31/10/2012,MARCANTONIO BENTEGODI - VERONA,20:45,EMILIO OSTINELLI,2,0,H,0,0,D,2,0,H,0,0,0,0,1,1,0,0,0,0,0,0,Eugenio Corini,Giovanni Stroppa,3,5,0,0,1 (1),0 (0),17,5,8,3,2,0,9,2,0,1,14,15,1,0,1,0,3,0,5,0,2,1,1,3,0,0,0,1,2,3,14,7,6,4,3,1,15,4,16,3,1.73,3.5,5
2012-13,10,INTER,SAMPDORIA,31/10/2012,GIUSEPPE MEAZZA - MILANO,20:45,DANIELE DOVERI,3,2,H,0,1,A,3,1,H,0,0,0,1,1,1,0,1,0,0,0,1,Andrea Stramaccioni,Ciro Ferrara,0,1,0,0,1 (1),0 (0),14,3,6,2,1,0,8,1,0,0,13,11,2,0,4,0,2,0,0,3,1,2,1,1,0,0,0,2,7,4,14,7,15,9,7,2,8,1,4,4,1.5,4,7
2012-13,10,JUVENTUS,BOLOGNA,31/10/2012,ALLIANZ STADIUM - TORINO,20:45,ANDREA ROMEO,2,1,H,0,0,D,2,1,H,0,0,0,1,0,1,0,0,0,0,1,0,Angelo Alessio,Stefano Pioli,1,11,0,2,0 (0),0 (0),20,6,14,2,0,0,6,4,3,0,11,16,1,0,5,1,3,0,2,0,10,5,1,5,0,0,0,0,5,8,21,3,14,14,17,6,2,1,7,2,1.25,5.5,12
2012-13,10,LAZIO,TORINO,31/10/2012,OLIMPICO - ROMA,20:45,ANTONIO DANILO GIANNOCCARO,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,1,0,0,0,0,0,Vladimir Petkovic,Gian Piero Ventura,5,4,0,1,0 (0),0 (0),14,7,5,6,0,1,9,1,2,0,20,19,0,0,7,5,7,4,3,0,4,1,3,1,0,0,0,0,1,7,17,2,17,19,10,4,9,6,4,2,1.73,3.6,4.75
2012-13,10,PARMA,ROMA,31/10/2012,ENNIO TARDINI - PARMA,20:45,ANTONIO DAMATO,3,2,H,2,1,H,1,1,D,0,0,2,0,1,0,1,0,0,0,1,0,Roberto Donadoni,Zdenek Zeman,5,4,3,0,0 (0),1 (0),9,11,6,7,0,2,3,4,0,1,19,8,0,0,0,0,1,1,10,3,8,3,1,1,1,0,0,0,1,0,7,3,17,12,3,2,6,8,4,2,2.8,3.5,2.38
2012-13,10,UDINESE,CATANIA,31/10/2012,DACIA ARENA - STADIO FRIULI - UDINE,20:45,GIANLUCA ROCCHI,2,2,D,1,0,H,1,2,A,0,1,0,0,0,1,0,0,0,0,1,1,Francesco Guidolin,Rolando Maran,3,5,1,0,1 (1),0 (0),14,11,7,4,1,2,7,7,0,1,16,14,0,0,2,0,3,1,6,1,3,1,2,3,0,0,0,0,2,1,10,9,17,7,2,2,8,4,4,6,1.85,3.5,4.2
2012-13,10,GENOA,FIORENTINA,01/11/2012,LUIGI FERRARIS - GENOVA,20:45,LUCA BANTI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,1,0,0,0,0,0,Luigi Delneri,Vincenzo Montella,6,4,0,0,0 (0),0 (0),8,9,3,7,0,0,5,2,0,0,22,13,0,0,1,2,2,3,5,7,4,6,5,3,0,0,0,0,0,1,10,7,5,7,3,4,2,5,1,3,3.1,3.25,2.3
2012-13,11,MILAN,CHIEVOVERONA,03/11/2012,GIUSEPPE MEAZZA - MILANO,18:00,PIERO GIACOMELLI,5,1,H,3,1,H,2,0,H,0,1,2,0,1,1,0,1,0,0,0,0,Massimiliano Allegri,Eugenio Corini,2,5,0,1,0 (0),0 (0),19,6,9,3,1,1,10,3,0,0,9,11,0,0,2,0,5,0,2,0,3,3,0,2,0,0,0,0,4,1,15,5,8,16,4,0,4,4,7,1,1.44,4.33,7
2012-13,11,JUVENTUS,INTER,03/11/2012,ALLIANZ STADIUM - TORINO,20:45,PAOLO TAGLIAVENTO,1,3,A,1,0,H,0,3,A,1,0,0,0,0,0,0,0,0,1,1,1,Angelo Alessio,Andrea Stramaccioni,3,8,0,2,0 (0),1 (1),17,11,9,6,1,1,8,5,0,0,19,11,0,0,5,2,1,1,5,4,3,3,4,2,0,0,0,0,10,5,15,5,16,14,11,7,3,2,5,7,1.65,3.6,5.5
2012-13,11,PESCARA,PARMA,04/11/2012,ADRIATICO - GIOVANNI CORNACCHIA - PESCARA,12:30,DAVIDE MASSA,2,0,H,0,0,D,2,0,H,0,0,0,1,0,1,0,0,0,0,0,0,Giovanni Stroppa,Roberto Donadoni,7,3,3,0,0 (0),0 (0),11,17,5,7,2,1,6,10,4,2,13,13,0,0,3,5,2,1,3,4,7,7,2,3,0,0,0,0,4,2,8,11,9,14,5,8,6,8,3,6,3.4,3.1,2.25
2012-13,11,BOLOGNA,UDINESE,04/11/2012,RENATO DALL'ARA - BOLOGNA,15:00,MAURO BERGONZI,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,1,0,Stefano Pioli,Francesco Guidolin,2,2,0,0,0 (0),0 (0),6,9,3,3,0,0,3,6,1,1,15,24,0,0,0,2,1,1,4,2,3,4,4,3,0,0,0,0,5,5,10,19,14,13,5,10,3,5,3,3,2.25,3.2,3.3
2012-13,11,CATANIA,LAZIO,04/11/2012,ANGELO MASSIMINO - CATANIA,15:00,PAOLO SILVIO MAZZOLENI,4,0,H,3,0,H,1,0,H,1,2,0,0,1,0,0,0,0,0,0,0,Rolando Maran,Vladimir Petkovic,3,2,1,2,1 (1),0 (0),14,6,6,3,1,0,8,3,0,0,17,14,0,0,4,3,8,2,1,1,6,5,1,0,0,0,0,0,6,2,10,13,19,17,3,2,3,2,1,2,2.4,3.2,3
