Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Bck_Pss_T1,Bck_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2020-2021,30,HELLAS VERONA,LAZIO,11/04/2021,MARCANTONIO BENTEGODI STADIUM,15:00,DANIELE  CHIFFI,MARCO  BRESMES,GIUSEPPE  PERROTTI,ANTONIO  DI MARTINO,DANIELE  ORSATO,FILIPPO MELI,0,1,A,IVAN JURIC,SIMONE INZAGHI,3-4-2-1,3-5-2,95'18,52'07,55%,21'47 (42%),13'02 (60%),8'45 (40%),30'20 (58%),21'23 (70%),8'57 (30%),3'28,3'52,4'37,3'19,2'50,3'41,6'33,6'31,3'27,3'56,4'37,5'16,4,14,1(0),5(1),0,0,0,1,1,3,0,1,1,7,3,1,2,2,1,3,0,1,0,1,9,6,5,4,15,13,300,413,73%,80%,64,87,157,196,NODATA,NODATA,0/0,1/10,29,43,1,2,57,51,0 (0),0 (0),113.022,27.72,74.651,10.651,113.636,26.86,76.273,10.503,7,7.1,11 (46%),8 (33%),5 (21%),15 (39%),13 (35%),10 (26%),650,221,298,131,793,280,360,153,8,41,41,0,15,38,44,34,33,33,38,31,42,53,35,33,19,17,26,38,6,4,10,11,11,39,29,14,46,65,43,33,45,43,76,40,38,47,38,33,23,33,40,23,2,6,16,10,DARKO LAZOVIC,8,SERGEJ MILINKOVIC-SAVIC,21,3.6,3.5,2.05
2020-2021,30,JUVENTUS,GENOA,11/04/2021,ALLIANZ STADIUM STADIUM,15:00,MARCO  DI BELLO,MATTEO  PASSERI,ALESSIO  TOLFO,ANTONIO  GIUA,PIERO  GIACOMELLI,MAURO VIVENZI,3,1,H,ANDREA PIRLO,DAVIDE BALLARDINI,4-4-2,3-5-2,93'57,63'12,67%,37'01 (59%),18'04 (49%),18'57 (51%),26'11 (41%),13'27 (51%),12'44 (49%),5'04,6'21,5'41,5'14,5'06,9'35,5'46,3'12,5'11,4'58,3'04,3'59,23,11,14(3),3(1),1,1,0,0,12,2,1,0,5,5,2,9,4,3,10,4,2,1,0,0,17,11,8,6,15,11,618,428,92%,88%,108,100,301,252,NODATA,NODATA,5/12,1/8,28,35,3,2,34,34,0 (0),0 (0),113.523,28.642,75.733,9.148,113.999,25.598,80.214,8.187,6.9,7.1,8 (22%),15 (40%),14 (38%),5 (16%),15 (46%),12 (38%),893,233,475,185,690,200,328,162,6,43,49,10,23,39,47,16,29,100,81,37,53,71,55,49,24,38,38,17,17,24,21,6,6,17,61,7,9,28,49,23,22,27,74,32,37,34,54,48,27,28,40,30,12,5,12,8,FEDERICO CHIESA,22,GIANLUCA SCAMACCA,9,1.25,6,11
2020-2021,30,SAMPDORIA,NAPOLI,11/04/2021,LUIGI FERRARIS STADIUM,15:00,PAOLO  VALERI,SALVATORE  LONGO,DOMENICO  ROCCA,FEDERICO  DIONISI,GIANLUCA  AURELIANO,ALBERTO TEGONI,0,2,A,CLAUDIO RANIERI,GENNARO GATTUSO,4-4-2,4-2-3-1,96'02,47'03,49%,20'59 (45%),12'15 (58%),8'44 (42%),26'04 (55%),13'26 (52%),12'38 (48%),3'52,1'48,2'31,3'15,3'46,5'47,3'39,5'25,6'01,3'25,3'56,3'38,11,20,5(0),9(2),0,0,0,0,4,8,0,0,3,7,6,4,3,4,3,9,0,2,2,5,5,9,8,7,14,10,257,390,73%,80%,76,123,125,210,NODATA,NODATA,5/17,5/13,26,24,3,4,41,42,0 (0),0 (0),105.056,28.84,65.634,10.582,105.886,27.359,67.539,10.988,6.4,6.6,7 (26%),8 (30%),12 (44%),13 (37%),7 (20%),15 (43%),587,239,194,154,742,259,275,208,13,37,53,21,22,43,33,17,22,33,20,30,19,28,19,23,30,23,26,26,12,14,10,13,10,43,51,14,34,33,35,39,37,37,49,27,31,22,34,38,34,34,31,41,20,18,18,12,MANOLO GABBIADINI,23,FABIAN RUIZ,8,4.75,3.75,1.72
2020-2021,30,ROMA,BOLOGNA,11/04/2021,OLIMPICO STADIUM,18:00,MARCO  GUIDA,STEFANO  ALASSIO,MANUEL  ROBILOTTA,IVANO  PEZZUTO,MICHAEL  FABBRI,PASQUALE DE MEO,1,0,H,PAULO FONSECA,SINISA MIHAJLOVIC,3-4-2-1,4-2-3-1,94'28,56'56,60%,27'40 (49%),17'07 (62%),10'33 (38%),29'16 (51%),18'51 (64%),10'25 (36%),4'27,4'50,5'15,4'01,4'34,4'33,4'19,4'46,3'47,5'35,3'53,6'56,14,11,7(1),5(0),1,1,0,0,5,2,0,0,4,6,4,5,3,0,2,4,1,0,0,2,5,5,4,6,14,14,343,471,79%,85%,78,85,166,203,NODATA,NODATA,3/6,4/12,29,33,0,4,43,38,0 (0),0 (0),111.462,28.192,73.71,9.56,111.511,27.931,74.093,9.487,6.8,6.9,18 (50%),11 (31%),7 (19%),18 (49%),8 (21%),11 (30%),668,229,300,139,802,248,408,146,19,42,54,4,27,34,36,13,40,38,42,26,41,36,38,39,19,27,32,15,9,10,17,10,10,42,51,8,20,42,49,26,51,65,59,54,31,33,47,68,30,13,18,35,9,16,12,13,BORJA MAYORAL,21,ROBERTO SORIANO,21,1.72,4,4.33
2020-2021,30,FIORENTINA,ATALANTA,11/04/2021,ARTEMIO FRANCHI STADIUM,20:45,JUAN LUCA  SACCHI,RODOLFO  DI VUOLO,MATTIA  SCARPA,DAVIDE  GHERSINI,LUIGI  NASCA,LUCA MONDIN,2,3,A,GIUSEPPE IACHINI,GIAN PIERO GASPERINI,3-5-2,4-3-1-2,95'52,60'47,63%,24'54 (41%),19'21 (78%),5'33 (22%),35'53 (59%),24'41 (69%),11'12 (31%),3'56,2'24,4'04,4'56,4'55,4'39,5'15,5'45,8'48,4'23,4'43,6'59,8,14,2(2),9(3),0,3,0,1,2,9,0,0,5,3,6,0,1,2,4,12,2,2,2,2,15,9,0,6,15,13,296,503,76%,84%,67,111,128,221,NODATA,NODATA,4/9,2/9,31,27,1,8,52,48,0 (0),1 (1),110.223,27.253,73.399,9.571,105.308,28.497,68.191,8.62,6.8,6.7,8 (28%),10 (34%),11 (38%),9 (24%),17 (46%),11 (30%),667,264,280,123,868,287,386,195,5,24,41,8,34,62,69,21,30,56,44,29,40,31,30,20,24,26,20,22,5,7,10,9,4,26,38,10,25,57,77,50,28,53,72,56,31,37,47,62,25,37,50,26,14,24,13,6,DUSAN VLAHOVIC,9,DUVAN ZAPATA,91,5,4.5,1.57
2020-2021,30,BENEVENTO,SASSUOLO,12/04/2021,CIRO VIGORITO STADIUM,20:45,VALERIO  MARINI,CIRO  CARBONE,MARCO  TRINCHIERI,FRANCESCO  FOURNEAU,GIANPAOLO  CALVARESE,ALESSANDRO COSTANZO,0,1,A,FILIPPO INZAGHI,ROBERTO DE ZERBI,3-5-2,4-2-3-1,93'59,54'54,58%,19'46 (36%),12'42 (64%),7'04 (36%),35'08 (64%),18'21 (52%),16'47 (48%),2'12,2'38,1'43,3'20,3'47,6'06,5'47,5'59,6'32,5'59,6'45,4'06,9,14,5(0),4(0),0,0,0,0,4,3,0,1,2,7,4,5,2,3,3,7,0,0,2,1,11,10,3,8,12,14,199,599,70%,89%,41,99,87,317,NODATA,NODATA,5/17,5/9,15,19,2,6,33,45,0 (0),0 (0),109.857,26.838,72.791,10.228,110.62,26.465,74.771,9.384,7,6.9,8 (40%),8 (40%),4 (20%),9 (24%),21 (57%),7 (19%),512,209,195,108,930,220,533,177,3,31,36,13,28,26,40,32,11,37,22,41,14,27,27,16,18,20,18,18,2,9,14,9,7,32,30,7,14,52,56,22,23,94,86,32,50,92,84,72,23,34,28,53,8,12,11,8,KAMIL GLIK,15,JEREMIE BOGA,7,3.5,3.6,2.05
2020-2021,31,CROTONE,UDINESE,17/04/2021,EZIO SCIDA STADIUM,15:00,LUCA  MASSIMI,PASQUALE  CAPALDO,PIETRO  DEI GIUDICI,DANIELE  PATERNA,LUIGI  NASCA,SALVATORE LONGO,1,2,A,SERSE COSMI,LUCA GOTTI,3-5-2,3-5-2,95'11,52'57,56%,27'31 (52%),17'50 (65%),9'41 (35%),25'26 (48%),12'39 (50%),12'47 (50%),6'10,5'33,3'31,3'35,3'19,5'23,3'44,4'26,5'52,3'38,3'44,4'02,7,14,3(1),7(2),0,1,1,0,3,6,1,0,3,2,4,1,1,5,2,5,0,1,2,3,10,12,5,7,12,19,419,331,84%,82%,59,84,161,175,NODATA,NODATA,1/6,3/8,33,29,0,3,37,30,1 (1),0 (0),109.472,27.166,73.437,8.869,111.128,28.728,72.531,9.869,6.7,6.8,9 (35%),12 (46%),5 (19%),7 (23%),18 (60%),5 (17%),717,263,340,114,642,171,304,167,8,23,52,10,27,51,54,38,44,68,54,31,36,34,35,38,19,25,25,14,6,7,12,6,5,31,22,12,16,31,36,18,16,46,46,43,30,44,36,43,16,32,30,33,19,13,15,9,SIMY,25,ILIJA NESTOROVSKI,30,4,3.7,1.85
2020-2021,31,SAMPDORIA,HELLAS VERONA,17/04/2021,LUIGI FERRARIS STADIUM,15:00,FEDERICO  DIONISI,DAMIANO  MARGANI,SALVATORE  AFFATATO,ALBERTO  SANTORO,MARCO  DI BELLO,CIRO CARBONE,3,1,H,CLAUDIO RANIERI,IVAN JURIC,4-4-1-1,3-4-2-1,94'02,42'54,46%,21'42 (51%),12'17 (57%),9'25 (43%),21'12 (49%),11'18 (53%),9'54 (47%),2'35,4'46,4'23,3'11,3'41,3'06,4'31,3'48,3'27,3'25,2'07,3'54,12,18,5(3),8(1),1,1,1,1,4,6,0,1,4,4,5,2,3,6,5,6,1,0,1,4,3,7,5,7,16,14,293,295,76%,74%,62,97,152,172,NODATA,NODATA,4/13,7/11,28,21,2,3,44,53,1 (1),0 (0),106.886,28.495,68.592,9.799,106.78,28.212,68.67,9.898,6.6,6.6,12 (40%),7 (23%),11 (37%),15 (47%),7 (22%),10 (31%),630,197,301,132,645,225,245,175,5,43,39,11,20,27,33,19,42,47,42,48,32,33,29,28,24,17,18,26,9,18,12,8,17,31,31,6,30,47,40,23,22,28,35,31,33,36,30,30,30,22,18,30,26,13,19,17,MANOLO GABBIADINI,23,DARKO LAZOVIC,8,2.6,3.3,2.75
2020-2021,31,SASSUOLO,FIORENTINA,17/04/2021,MAPEI STADIUM STADIUM,18:00,GIANLUCA  AURELIANO,ALESSIO  TOLFO,EMANUELE  PRENNA,FABIO  MARESCA,LUCA  PAIRETTO,MAURO GALETTO,3,1,H,ROBERTO DE ZERBI,GIUSEPPE IACHINI,4-2-3-1,3-5-2,96'21,49'36,51%,35'18 (71%),20'20 (58%),14'58 (42%),14'18 (29%),8'08 (57%),6'10 (43%),5'50,4'45,7'10,2'39,3'20,11'34,3'11,3'42,3'01,0'28,1'33,2'23,11,7,6(3),6(1),0,1,2,0,3,5,0,1,5,1,4,2,0,0,6,5,0,1,4,2,14,3,3,4,8,16,605,178,88%,71%,92,61,260,108,NODATA,NODATA,3/10,0/0,19,20,2,2,35,37,2 (2),0 (0),104.741,27.612,68.597,8.532,105.521,29.119,67.363,9.039,6.4,6.4,16 (39%),15 (37%),10 (24%),13 (42%),10 (32%),8 (26%),889,246,482,161,434,161,163,110,12,36,41,20,28,29,49,31,26,90,116,41,25,59,77,48,17,19,36,46,8,9,13,13,8,30,37,5,18,31,23,9,15,29,17,13,32,26,18,13,27,19,16,14,3,5,13,13,DOMENICO BERARDI,25,GIACOMO BONAVENTURA,5,2.55,3.2,2.87
2020-2021,31,CAGLIARI,PARMA,17/04/2021,SARDEGNA ARENA STADIUM,20:45,PAOLO  VALERI,DANIELE  BINDONI,STEFANO  DEL GIOVANE,SIMONE  SOZZA,FEDERICO  LA PENNA,DARIO CECCONI,4,3,H,LEONARDO SEMPLICI,ROBERTO D'AVERSA,3-5-2,4-3-3,97'15,50'02,51%,35'41 (71%),15'55 (45%),19'46 (55%),14'21 (29%),10'35 (74%),3'46 (26%),4'41,5'07,6'28,5'43,6'20,7'22,3'32,3'01,2'18,3'05,0'41,1'44,23,11,9(4),6(3),0,2,0,0,6,5,0,1,9,3,2,4,5,2,9,7,3,1,1,3,10,6,0,4,14,12,451,225,84%,74%,127,55,279,108,NODATA,NODATA,14/34,1/4,31,49,4,2,39,62,0 (0),0 (0),115.649,25.381,80.943,9.325,116.234,24.24,82.335,9.659,7.2,7.4,15 (38%),8 (19%),17 (43%),10 (38%),10 (39%),6 (23%),785,174,390,221,550,237,197,116,4,29,25,5,32,30,39,10,30,52,75,36,51,54,55,37,38,48,33,30,20,20,17,15,17,44,63,5,23,32,35,18,26,31,23,19,14,48,23,13,13,30,26,20,7,13,5,2,GASTON PEREIRO,20,GIUSEPPE PEZZELLA,3,2.2,3.6,3.1
2020-2021,31,MILAN,GENOA,18/04/2021,GIUSEPPE MEAZZA STADIUM,12:30,GIANPAOLO  CALVARESE,MAURO  VIVENZI,ALESSANDRO LO  CICERO,EUGENIO  ABBATTISTA,DANIELE  CHIFFI,FILIPPO VALERIANI,2,1,H,STEFANO PIOLI,DAVIDE BALLARDINI,4-2-3-1,3-5-2,94’05,55’43,59%,32’45 (59%),15’11 (46%),17’34 (54%),22’58 (41%),13’08 (57%),9’50 (43%),6’33,4’03,7’13,6’28,5’54,2’34,3’28,4’00,2’48,2’28,3’42,6’32,18,11,5(1),6(1),0,1,1,0,3,6,0,0,6,4,2,4,7,1,4,3,0,1,0,1,8,6,5,4,10,13,431,356,84%,81%,103,65,235,148,NODATA,NODATA,4/9,2/11,20,34,3,0,36,41,0 (0),0 (0),111.295,28.768,71.369,11.158,110.735,27.693,74.134,8.908,6.9,6.8,13 (35%),8 (22%),16 (43%),8 (28%),6 (20%),15 (52%),761,194,385,182,683,265,289,129,8,30,27,12,23,45,38,11,46,52,56,28,62,61,47,33,40,35,29,19,14,17,18,10,9,35,54,11,17,47,55,37,30,40,54,36,32,35,34,28,22,20,23,29,11,3,10,11,ANTE REBIC,12,MATTIA DESTRO,23,1.45,4.75,6.5
2020-2021,31,ATALANTA,JUVENTUS,18/04/2021,GEWISS STADIUM STADIUM,15:00,DANIELE  ORSATO,ALESSANDRO  GIALLATINI,FABIANO  PRETI,JUAN LUCA  SACCHI,MICHAEL  FABBRI,STEFANO LIBERTI,1,0,H,GIAN PIERO GASPERINI,ANDREA PIRLO,3-4-1-2,4-4-2,94'02,55'46,59%,24'36 (44%),12'09 (49%),12'27 (51%),31'10 (56%),15'53 (51%),15'17 (49%),4'06,4'28,3'07,6'13,3'41,3'01,6'04,4'48,4'54,3'57,5'36,5'50,12,12,2(1),3(0),0,0,1,1,0,2,0,0,5,4,2,1,5,5,5,2,1,0,0,0,4,18,3,8,18,15,411,475,88%,85%,129,127,253,254,NODATA,NODATA,9/13,3/9,24,30,2,2,51,33,0 (0),0 (0),114.14,28.167,75.427,10.546,113.581,26.824,76.313,10.444,7,7,10 (29%),11 (33%),13 (38%),11 (26%),14 (32%),18 (42%),730,229,285,216,803,269,315,219,6,31,36,9,25,44,44,34,31,40,27,27,50,29,40,41,50,40,41,36,21,9,13,6,11,36,43,14,37,57,37,34,26,46,45,22,21,64,61,30,47,57,37,28,11,22,8,9,RUSLAN MALINOVSKYI,18,JUAN CUADRADO,16,2.4,3.6,2.8
2020-2021,31,BOLOGNA,SPEZIA,18/04/2021,RENATO DALL'ARA STADIUM,15:00,MARCO  PICCININI,ANDREA  TARDINO,MARCELLO  ROSSI,ANTONIO  RAPUANO,GIANLUCA  MANGANIELLO,MATTEO PASSERI,4,1,H,SINISA MIHAJLOVIC,VINCENZO ITALIANO,4-2-3-1,4-3-3,91’57,55’24,60%,23’46 (43%),16’00 (67%),7’46 (33%),31’38 (57%),13’34 (43%),18’04 (57%),4’33,6’19,3’01,2’29,5’00,2’23,4’44,4’07,6’13,4’32,5’26,6’36,10,9,7(4),5(1),2,1,1,0,6,2,2,0,2,0,4,1,1,4,6,2,3,1,6,4,10,8,4,8,15,12,271,438,77%,85%,35,138,74,265,NODATA,NODATA,2/4,6/16,29,51,2,1,45,25,1 (1),0 (0),106.641,26.949,72.86,6.832,104.353,26.969,70.649,6.735,6.8,6.6,6 (32%),4 (21%),9 (47%),14 (39%),11 (30%),11 (31%),571,322,181,68,741,136,371,234,16,48,61,14,27,41,76,39,28,14,57,24,10,8,24,16,8,9,7,17,6,10,6,5,4,11,26,4,16,25,30,20,25,51,43,24,39,66,56,67,41,53,32,46,22,15,12,13,MATTIAS SVANBERG,32,ARDIAN ISMAJLI,34,2,3.6,2.8
2020-2021,31,LAZIO,BENEVENTO,18/04/2021,OLIMPICO STADIUM,15:00,DAVIDE  GHERSINI,LUIGI  ROSSI,FILIPPO  BERCIGLI,ANTONIO  DI MARTINO,LUCA  BANTI,RODOLFO DI VUOLO,5,3,H,SIMONE INZAGHI,FILIPPO INZAGHI,3-5-2,4-4-2,97’10,51’06,53%,27’21 (54%),17’39 (65%),9’42 (35%),23’45 (46%),12’20 (52%),11’25 (48%),5’24,5’34,5’24,3’29,2’28,5’02,2’40,3’09,3’14,3’41,3’35,7’26,23,16,8(3),8(3),0,1,2,2,7,4,1,0,3,6,5,4,1,2,10,10,2,2,1,1,6,11,5,4,14,11,463,309,87%,81%,82,83,204,180,NODATA,NODATA,5/14,7/15,28,20,4,4,41,37,2 (1),1 (1),112.802,25.943,76.189,10.67,112.458,23.908,77.77,10.78,6.9,7.1,6 (18%),14 (41%),14 (41%),18 (51%),12 (35%),5 (14%),749,249,343,157,586,160,253,173,10,41,55,10,34,39,41,19,44,50,67,33,50,36,31,32,31,25,39,17,15,13,11,6,4,27,29,5,13,25,24,33,17,36,39,36,30,22,37,36,16,34,38,43,3,17,15,7,CIRO IMMOBILE,17,NICOLAS VIOLA,10,1.36,5,8
2020-2021,31,TORINO,ROMA,18/04/2021,OLIMPICO GRANDE TORINO STADIUM,18:00,DAVIDE  MASSA,ALBERTO  TEGONI,VALERIO  VECCHI,ALESSANDRO  PRONTERA,MARCO  GUIDA,STEFANO ALASSIO,3,1,H,DAVIDE NICOLA,PAULO FONSECA,3-5-2,3-4-2-1,95'00,48'15,51%,23'34 (49%),11'58 (51%),11'36 (49%),24'41 (51%),16'38 (67%),8'03 (33%),3'21,4'55,5'23,2'43,4'13,2'58,4'18,4'32,3'46,4'31,3'41,3'53,23,9,11(3),4(1),0,1,1,1,11,3,0,0,8,3,3,8,4,2,12,6,2,1,1,1,9,12,11,3,13,13,308,351,79%,82%,75,43,176,121,NODATA,NODATA,10/23,2/6,24,31,6,3,36,53,0 (0),0 (0),105.907,28.68,67.452,9.775,102.404,27.818,64.411,10.175,6.5,6.3,16 (34%),20 (43%),11 (23%),8 (19%),19 (45%),15 (36%),649,185,268,196,685,309,283,93,1,30,29,4,17,36,52,16,14,39,39,20,31,63,34,28,33,25,35,26,20,23,26,8,3,54,79,19,26,38,58,32,23,42,63,31,33,36,36,19,11,33,18,9,1,13,8,0,ANDREA BELOTTI,9,BORJA MAYORAL,21,3.3,3.6,2.1
2020-2021,31,NAPOLI,INTER,18/04/2021,Diego Armando MARADONA STADIUM,20:45,DANIELE  DOVERI,ALESSANDRO  COSTANZO,SERGIO  RANGHETTI,VALERIO  MARINI,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,1,1,D,GENNARO GATTUSO,ANTONIO CONTE,4-2-3-1,3-5-2,95'37,55'40,58%,30'43 (55%),15'12 (49%),15'31 (51%),24'57 (45%),20'15 (81%),4'42 (19%),5'49,4'16,5'55,4'44,4'34,5'25,4'09,3'23,3'44,4'58,3'46,4'57,12,10,3(0),5(1),0,1,0,0,3,4,1,2,4,4,1,3,5,1,2,3,0,0,0,1,5,8,3,3,12,12,554,404,93%,88%,138,57,318,119,NODATA,NODATA,0/0,2/4,36,22,2,2,24,22,0 (0),0 (0),112.091,26.608,74.868,10.615,112.618,26.681,76.662,9.275,6.8,6.8,8 (28%),12 (41%),9 (31%),5 (19%),11 (40%),11 (41%),743,168,392,183,623,283,230,110,7,27,33,11,22,33,21,14,52,44,45,41,78,40,40,52,37,31,34,42,10,6,14,9,13,45,22,13,34,80,47,29,31,48,32,28,27,23,13,28,17,19,16,12,13,10,20,3,MATTEO POLITANO,21,CHRISTIAN ERIKSEN,24,3,3.5,2.3
2020-2021,32,HELLAS VERONA,FIORENTINA,20/04/2021,MARCANTONIO BENTEGODI STADIUM,20:45,ALESSANDRO  PRONTERA,MATTEO  PASSERI,MICHELE  LOMBARDI,GIOVANNI  AYROLDI,DANIELE  ORSATO,ALESSANDRO LO CICERO,1,2,A,IVAN JURIC,GIUSEPPE IACHINI,3-4-2-1,3-5-2,97'01,49'24,51%,30'29 (62%),16'50 (55%),13'39 (45%),18'55 (38%),10'22 (55%),8'33 (45%),4'49,5'40,5'35,4'20,3'50,6'15,3'27,4'10,2'33,2'28,2'44,3'33,11,7,7(1),5(2),1,1,0,2,5,4,0,0,2,2,3,5,2,0,6,6,1,0,7,2,6,7,5,3,16,20,488,228,82%,73%,102,62,250,165,NODATA,NODATA,2/9,3/5,18,33,4,2,31,55,0 (0),1 (1),111.84,28.43,73.297,10.113,109.819,28.505,72.014,9.3,6.8,6.7,20 (56%),9 (25%),7 (19%),4 (22%),7 (39%),7 (39%),778,211,399,168,526,179,238,109,14,22,24,6,34,45,40,26,40,59,76,43,41,25,39,76,29,10,16,61,23,6,15,8,6,37,25,12,30,29,23,17,17,19,23,24,36,36,44,39,17,17,14,21,13,14,7,6,EDDIE SALCEDO,9,MARTIN CACERES,22,2.55,3.25,2.8
2020-2021,32,MILAN,SASSUOLO,21/04/2021,GIUSEPPE MEAZZA STADIUM,18:30,JUAN LUCA  SACCHI,GIOVANNI  BACCINI,DARIO  CECCONI,ANTONIO  DI MARTINO,DAVIDE  MASSA,FABIANO PRETI,1,2,A,STEFANO PIOLI,ROBERTO DE ZERBI,4-2-3-1,4-2-3-1,94'03,50'14,53%,24'33 (49%),17'11 (70%),7'22 (30%),25'41 (51%),16'45 (65%),8'56 (35%),3'42,4'22,4'39,4'25,3'23,4'02,5'59,2'44,4'41,3'57,4'50,3'29,18,15,7(1),7(2),0,0,1,0,4,7,0,0,3,4,5,5,8,4,3,5,1,2,1,0,12,21,3,7,18,13,376,421,86%,86%,69,78,132,177,NODATA,NODATA,4/7,2/6,29,25,1,2,44,39,0 (0),0 (0),108.929,28.082,70.158,10.689,108.96,26.855,73.138,8.967,6.7,6.7,14 (39%),12 (33%),10 (28%),17 (49%),7 (20%),11 (31%),687,253,289,145,736,305,272,159,9,42,25,8,22,71,56,20,25,60,51,37,45,25,23,23,17,27,39,20,3,14,21,4,5,45,70,14,17,48,74,32,19,38,34,37,39,30,27,48,20,22,40,30,13,12,11,11,HAKAN CALHANOGLU,10,GIACOMO RASPADORI,18,1.53,4.33,5.75
