Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2013-14,6,CAGLIARI,INTER,29/09/2013,SANT'ELIA - CAGLIARI,15:00,GIANLUCA ROCCHI,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,1,0,Diego Lopez,Walter Mazzarri,5,2,5,1,0 (0),0 (0),7,11,3,6,1,0,4,5,0,0,13,14,0,0,4,7,1,3,0,1,2,6,4,2,0,0,0,0,0,0,11,19,9,11,3,2,2,4,2,1,3.8,3.3,2
2013-14,6,CATANIA,CHIEVOVERONA,29/09/2013,ANGELO MASSIMINO - CATANIA,15:00,MARCO GUIDA,2,0,H,1,0,H,1,0,H,0,1,0,1,0,0,0,0,0,0,0,0,Rolando Maran,Giuseppe Sannino,5,4,0,3,0 (0),0 (0),8,8,6,5,0,1,2,3,0,1,15,18,0,0,5,1,4,1,1,2,1,9,2,3,0,0,0,0,3,2,5,9,10,18,7,5,3,6,5,8,2.05,3.3,3.6
2013-14,6,HELLAS VERONA,LIVORNO,29/09/2013,MARCANTONIO BENTEGODI - VERONA,15:00,DINO TOMMASI,2,1,H,1,1,D,1,0,H,0,0,1,1,0,0,0,0,1,0,0,0,Andrea Mandorlini,Davide Nicola,9,4,1,1,1 (1),0 (0),13,16,6,9,2,0,7,7,1,0,14,9,0,0,5,4,2,1,0,0,6,5,3,2,0,0,0,0,5,4,19,7,8,11,13,8,6,6,2,2,1.91,3.3,4.2
2013-14,6,SASSUOLO,LAZIO,29/09/2013,MAPEI STADIUM - REGGIO EMILIA,15:00,LUCA BANTI,2,2,D,0,0,D,2,2,D,0,0,0,1,0,1,0,0,0,2,0,0,Eusebio Di Francesco,Vladimir Petkovic,2,4,0,0,0 (0),0 (0),12,11,7,4,1,0,5,7,0,0,7,9,1,0,7,5,2,1,0,3,12,4,3,1,0,0,0,0,1,0,8,5,0,1,7,6,2,2,1,1,4.5,3.4,1.83
2013-14,6,ROMA,BOLOGNA,29/09/2013,OLIMPICO - ROMA,20:45,CARMINE RUSSO,5,0,H,3,0,H,2,0,H,1,2,0,0,1,1,0,0,0,0,0,0,Rudi Garcia,Stefano Pioli,3,1,0,0,0 (0),0 (0),9,4,6,3,1,1,3,1,0,0,11,13,0,0,9,3,5,0,2,0,2,7,1,3,0,0,0,0,3,0,6,6,3,1,6,4,5,0,6,2,1.33,5,9
2013-14,6,FIORENTINA,PARMA,30/09/2013,ARTEMIO FRANCHI - FIRENZE,20:45,DAVIDE MASSA,2,2,D,0,1,A,2,1,H,0,0,0,0,1,1,0,0,1,0,0,1,Vincenzo Montella,Roberto Donadoni,4,1,0,0,0 (0),0 (0),10,7,3,6,0,1,7,1,0,0,8,18,0,0,1,1,3,5,2,3,6,5,3,2,0,0,0,0,2,2,10,4,3,4,10,3,1,2,3,3,1.57,3.8,6
2013-14,7,CHIEVOVERONA,ATALANTA,05/10/2013,MARCANTONIO BENTEGODI - VERONA,18:00,DANIELE DOVERI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,1,0,0,0,0,Giuseppe Sannino,Stefano Colantuono,4,5,2,1,0 (0),0 (0),14,7,5,5,0,0,9,2,0,0,11,10,0,0,7,4,2,0,3,2,11,5,2,1,0,0,0,0,1,1,24,6,13,16,1,1,3,1,3,2,2.2,3.2,3.4
2013-14,7,INTER,ROMA,05/10/2013,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO TAGLIAVENTO,0,3,A,0,3,A,0,0,D,0,0,0,0,0,0,0,2,1,0,0,0,Walter Mazzarri,Rudi Garcia,2,5,2,0,0 (0),1 (1),13,8,6,5,0,1,7,3,2,1,13,21,1,0,0,3,0,1,0,3,10,2,2,5,0,1,0,0,1,5,9,3,2,8,10,4,15,9,12,4,2.25,3.5,3
2013-14,7,PARMA,SASSUOLO,06/10/2013,ENNIO TARDINI - PARMA,12:30,ANDREA DE MARCO,3,1,H,1,1,D,2,0,H,0,0,1,0,1,1,0,0,1,0,0,0,Roberto Donadoni,Eusebio Di Francesco,5,0,1,0,0 (0),1 (1),9,16,3,8,0,2,6,8,0,2,19,16,0,1,3,3,8,8,3,3,3,7,3,2,0,1,1,0,0,2,12,3,6,1,2,4,3,2,2,6,1.57,3.75,6
2013-14,7,BOLOGNA,HELLAS VERONA,06/10/2013,RENATO DALL'ARA - BOLOGNA,15:00,PAOLO VALERI,1,4,A,0,2,A,1,2,A,0,0,0,0,0,1,0,2,0,1,0,1,Stefano Pioli,Andrea Mandorlini,0,7,0,3,1 (1),0 (0),19,9,8,4,1,0,11,5,0,0,10,8,0,0,6,7,3,3,1,1,6,5,2,2,0,0,0,0,13,11,28,11,12,5,14,10,5,9,12,9,2.1,3.3,3.5
2013-14,7,CATANIA,GENOA,06/10/2013,ANGELO MASSIMINO - CATANIA,15:00,GIANPAOLO CALVARESE,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,0,1,Rolando Maran,Gian Piero Gasperini,3,3,1,0,0 (0),0 (0),11,8,5,3,1,0,6,5,0,1,21,14,1,0,2,2,1,1,3,1,3,4,3,3,0,0,0,0,3,2,2,12,11,21,4,5,5,5,3,4,2.1,3.4,3.4
2013-14,7,NAPOLI,LIVORNO,06/10/2013,SAN PAOLO - NAPOLI,15:00,MAURO BERGONZI,4,0,H,2,0,H,2,0,H,1,1,0,1,0,1,0,0,0,0,0,0,Rafael Benitez,Davide Nicola,2,2,0,2,0 (0),0 (0),10,9,6,3,1,1,4,6,0,0,17,15,0,1,4,1,5,1,3,5,4,4,0,2,0,0,0,0,2,6,3,1,17,9,6,2,2,5,4,2,1.22,5.25,17
2013-14,7,SAMPDORIA,TORINO,06/10/2013,LUIGI FERRARIS - GENOVA,15:00,ANDREA GERVASONI,2,2,D,1,0,H,1,2,A,0,0,1,1,0,0,0,0,0,0,2,0,Delio Rossi,Gian Piero Ventura,2,6,0,0,1 (1),1 (1),10,8,8,5,3,2,2,3,1,1,19,17,0,1,3,3,1,1,0,3,4,12,3,6,0,0,0,0,1,0,9,4,7,17,6,4,2,4,2,1,2.4,3.2,3
2013-14,7,UDINESE,CAGLIARI,06/10/2013,DACIA ARENA - STADIO FRIULI - UDINE,15:00,SEBASTIANO PERUZZO,2,0,H,1,0,H,1,0,H,0,0,1,1,0,0,0,0,0,0,0,0,Francesco Guidolin,Diego Lopez,1,2,0,0,0 (0),0 (0),12,10,4,2,1,0,8,8,1,2,14,17,0,1,4,2,2,0,3,1,5,4,1,1,0,0,0,0,0,0,7,11,23,17,1,0,2,4,3,0,1.83,3.5,4.33
2013-14,7,JUVENTUS,MILAN,06/10/2013,ALLIANZ STADIUM - TORINO,20:45,GIANLUCA ROCCHI,3,2,H,1,1,D,2,1,H,1,0,0,0,2,0,1,0,0,0,0,1,Antonio Conte,Massimiliano Allegri,3,4,1,0,0 (0),0 (0),15,8,8,5,2,0,7,3,0,0,10,12,1,0,3,3,1,1,5,1,9,5,1,3,0,1,0,0,3,1,4,4,9,15,8,7,2,0,2,0,1.57,4,5.5
2013-14,7,LAZIO,FIORENTINA,06/10/2013,OLIMPICO - ROMA,20:45,DANIELE ORSATO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Vladimir Petkovic,Vincenzo Montella,1,5,0,1,0 (0),0 (0),15,2,5,1,2,1,10,1,2,1,13,15,0,0,7,0,3,0,1,1,6,1,4,4,0,0,0,0,4,1,10,3,14,15,5,0,3,2,7,1,2.25,3.4,3.1
2013-14,8,ROMA,NAPOLI,18/10/2013,OLIMPICO - ROMA,20:45,DANIELE ORSATO,2,0,H,1,0,H,1,0,H,0,0,1,1,0,0,0,0,0,0,0,0,Rudi Garcia,Rafael Benitez,3,2,1,0,1 (1),0 (0),12,9,5,5,3,1,7,4,1,0,12,10,0,2,7,2,6,2,0,0,2,5,2,3,0,1,0,0,6,2,3,8,10,13,8,6,3,4,3,3,2.1,3.3,3.5
2013-14,8,CAGLIARI,CATANIA,19/10/2013,SANT'ELIA - CAGLIARI,18:00,PIERO GIACOMELLI,2,1,H,1,1,D,1,0,H,0,1,0,0,0,1,1,0,0,0,0,0,Diego Lopez,Rolando Maran,4,9,3,8,1 (0),0 (0),23,7,12,5,1,0,11,2,0,0,12,12,1,0,0,2,0,0,2,1,11,5,3,1,0,0,0,1,1,2,20,6,18,14,7,2,6,2,3,2,1.91,3.3,4.2
2013-14,8,MILAN,UDINESE,19/10/2013,GIUSEPPE MEAZZA - MILANO,20:45,MARCO GUIDA,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Massimiliano Allegri,Francesco Guidolin,2,2,1,0,0 (0),0 (0),10,5,3,2,0,1,7,3,0,0,11,12,0,0,1,1,1,1,1,2,3,10,3,3,0,0,0,0,4,2,6,3,8,7,10,8,14,11,6,3,1.67,3.6,5.25
2013-14,8,ATALANTA,LAZIO,20/10/2013,GEWISS STADIUM - BERGAMO,12:30,CARMINE RUSSO,2,1,H,1,0,H,1,1,D,0,0,1,0,0,1,0,0,0,1,0,0,Stefano Colantuono,Vladimir Petkovic,3,3,1,1,0 (0),0 (0),12,12,5,4,0,1,7,8,0,1,8,17,0,0,5,1,4,0,3,1,8,2,0,2,0,0,0,0,1,0,8,10,19,6,9,13,6,7,8,14,2.7,3.2,2.6
2013-14,8,FIORENTINA,JUVENTUS,20/10/2013,ARTEMIO FRANCHI - FIRENZE,15:00,NICOLA RIZZOLI,4,2,H,0,2,A,4,0,H,0,0,0,1,0,3,0,0,2,0,0,0,Vincenzo Montella,Antonio Conte,6,4,0,0,1 (1),1 (1),13,13,8,8,2,2,5,5,0,1,10,20,0,0,4,4,2,1,2,1,4,5,3,6,0,0,0,0,0,0,2,8,6,4,5,9,4,1,3,3,3.5,3.3,2.1
2013-14,8,GENOA,CHIEVOVERONA,20/10/2013,LUIGI FERRARIS - GENOVA,15:00,PAOLO SILVIO MAZZOLENI,2,1,H,1,0,H,1,1,D,0,1,0,1,0,0,0,0,0,1,0,0,Gian Piero Gasperini,Giuseppe Sannino,5,3,1,0,0 (0),0 (0),8,11,6,6,1,0,2,5,0,0,14,21,1,0,4,2,1,2,4,2,4,2,1,4,0,0,0,0,7,2,13,15,4,8,6,4,3,2,2,4,2,3.4,3.75
2013-14,8,HELLAS VERONA,PARMA,20/10/2013,MARCANTONIO BENTEGODI - VERONA,15:00,MAURIZIO MARIANI,3,2,H,1,2,A,2,0,H,1,0,0,2,0,0,0,2,0,0,0,0,Andrea Mandorlini,Roberto Donadoni,4,5,2,1,2 (2),0 (0),12,12,8,8,2,0,4,4,1,0,14,21,0,2,4,7,2,2,3,3,6,3,0,7,0,0,0,0,1,2,7,14,12,16,2,1,4,4,2,1,2.3,3.2,3.1
2013-14,8,LIVORNO,SAMPDORIA,20/10/2013,ARMANDO PICCHI - LIVORNO,15:00,DOMENICO CELI,1,2,A,0,1,A,1,1,D,0,0,0,0,0,1,0,0,1,0,0,1,Davide Nicola,Delio Rossi,0,3,0,2,0 (0),2 (2),10,8,5,2,0,2,5,6,1,0,11,20,1,0,6,1,3,2,3,1,5,1,5,3,0,0,0,0,6,6,15,10,16,12,2,2,12,8,17,0,2.3,3.2,3.1
2013-14,8,SASSUOLO,BOLOGNA,20/10/2013,MAPEI STADIUM - REGGIO EMILIA,15:00,ANTONIO DAMATO,2,1,H,2,1,H,0,0,D,0,1,1,0,0,0,0,1,0,0,0,0,Eusebio Di Francesco,Stefano Pioli,8,3,0,0,1 (1),1 (1),6,23,5,9,2,4,1,14,0,1,20,12,0,0,3,7,2,12,2,2,1,14,4,2,0,0,0,0,6,4,1,9,3,2,0,2,2,11,1,5,2.38,3.2,3
2013-14,8,TORINO,INTER,20/10/2013,OLIMPICO - TORINO,20:45,DANIELE DOVERI,3,3,D,1,1,D,2,2,D,0,1,0,1,0,1,0,0,1,1,1,0,Gian Piero Ventura,Walter Mazzarri,1,3,0,0,1 (0),0 (0),12,6,7,4,2,0,5,2,1,0,8,13,1,0,5,4,2,2,4,0,10,2,3,2,0,0,0,1,0,2,13,8,1,7,5,4,3,5,3,0,3.4,3.5,2.05
2013-14,9,SAMPDORIA,ATALANTA,26/10/2013,LUIGI FERRARIS - GENOVA,18:00,MASSIMILIANO IRRATI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Delio Rossi,Stefano Colantuono,1,4,0,0,0 (0),0 (0),13,6,6,2,0,0,7,4,1,0,20,17,0,1,2,2,4,3,1,5,3,5,4,2,0,0,0,1,0,0,1,9,4,7,6,7,2,0,5,4,2.3,3.2,3.2
2013-14,9,INTER,HELLAS VERONA,26/10/2013,GIUSEPPE MEAZZA - MILANO,20:45,DOMENICO CELI,4,2,H,3,1,H,1,1,D,2,0,1,1,0,0,0,0,1,0,1,0,Walter Mazzarri,Andrea Mandorlini,2,4,0,0,0 (0),0 (0),16,9,9,4,0,0,7,5,0,0,10,10,1,0,5,3,0,3,5,2,9,1,3,3,0,0,1,1,7,5,8,14,12,3,8,4,4,4,8,4,1.44,4.2,7.5
2013-14,9,NAPOLI,TORINO,27/10/2013,SAN PAOLO - NAPOLI,12:30,ANDREA DE MARCO,2,0,H,2,0,H,0,0,D,0,0,2,0,0,0,0,0,0,0,0,0,Rafael Benitez,Gian Piero Ventura,4,5,1,3,2 (2),0 (0),13,8,7,4,2,1,6,4,0,1,12,8,0,0,6,1,4,0,3,1,7,4,1,0,0,0,0,1,7,2,6,6,4,3,10,4,3,3,6,1,1.33,5,8.5
2013-14,9,BOLOGNA,LIVORNO,27/10/2013,RENATO DALL'ARA - BOLOGNA,15:00,PAOLO TAGLIAVENTO,1,0,H,1,0,H,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0,Stefano Pioli,Davide Nicola,5,3,0,0,0 (0),0 (0),10,12,4,4,0,1,6,8,0,1,20,10,0,0,2,2,0,0,1,3,5,6,2,2,0,0,0,0,1,1,4,9,4,9,5,9,1,3,4,2,2,3.3,3.8
2013-14,9,CATANIA,SASSUOLO,27/10/2013,ANGELO MASSIMINO - CATANIA,15:00,DINO TOMMASI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Luigi De Canio,Eusebio Di Francesco,2,5,0,3,0 (0),0 (0),11,7,5,2,1,0,6,5,0,1,19,12,0,0,3,1,3,2,3,2,5,2,1,2,0,0,0,0,3,4,11,5,8,9,8,7,7,9,3,3,1.83,3.5,4.33
2013-14,9,CHIEVOVERONA,FIORENTINA,27/10/2013,MARCANTONIO BENTEGODI - VERONA,15:00,LUCA BANTI,1,2,A,1,1,D,0,1,A,1,0,0,0,0,0,0,0,1,0,1,0,Giuseppe Sannino,Vincenzo Montella,2,1,0,0,0 (0),0 (0),5,13,2,4,0,0,3,9,0,0,13,8,0,0,2,5,1,2,3,0,3,6,4,3,0,0,0,0,8,9,12,13,8,7,3,9,2,6,2,4,3.8,3.4,2
2013-14,9,JUVENTUS,GENOA,27/10/2013,ALLIANZ STADIUM - TORINO,15:00,DANIELE DOVERI,2,0,H,2,0,H,0,0,D,0,0,2,0,0,0,0,0,0,0,0,0,Antonio Conte,Gian Piero Gasperini,0,7,0,4,1 (1),0 (0),15,2,10,0,1,0,5,2,0,0,14,8,1,0,7,0,3,0,3,1,5,2,1,1,0,0,0,0,2,2,10,10,4,2,10,2,2,3,4,1,1.2,6,15
2013-14,9,PARMA,MILAN,27/10/2013,ENNIO TARDINI - PARMA,15:00,PAOLO VALERI,3,2,H,2,0,H,1,2,A,1,0,1,0,0,1,0,0,0,0,2,0,Roberto Donadoni,Massimiliano Allegri,6,7,2,1,0 (0),0 (0),11,16,10,9,1,1,1,7,0,2,12,11,1,1,6,6,15,8,5,0,3,6,3,3,0,0,0,0,5,8,5,6,4,2,4,7,4,3,5,1,3.3,3.3,2.2
2013-14,9,UDINESE,ROMA,27/10/2013,DACIA ARENA - STADIO FRIULI - UDINE,15:00,MAURO BERGONZI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Francesco Guidolin,Rudi Garcia,5,3,2,0,0 (0),0 (0),9,12,4,6,0,1,5,6,2,0,16,12,1,0,4,3,1,1,4,0,4,8,4,3,0,1,0,0,1,0,9,11,18,17,2,0,3,2,3,2,3.3,3.4,2.15
2013-14,9,LAZIO,CAGLIARI,27/10/2013,OLIMPICO - ROMA,20:45,DAVIDE MASSA,2,0,H,0,0,D,2,0,H,0,0,0,2,0,0,0,0,0,0,0,0,Vladimir Petkovic,Diego Lopez,5,1,0,0,1 (1),0 (0),10,9,4,5,1,1,6,4,2,3,16,13,1,0,5,5,4,5,2,1,4,5,1,1,0,0,0,0,3,7,12,6,19,20,0,5,4,5,6,1,1.83,3.4,4.5
2013-14,10,ATALANTA,INTER,29/10/2013,GEWISS STADIUM - BERGAMO,20:45,NICOLA RIZZOLI,1,1,D,1,1,D,0,0,D,0,1,0,0,0,0,0,1,0,0,0,0,Stefano Colantuono,Walter Mazzarri,3,7,0,1,0 (0),0 (0),9,12,8,6,0,0,1,6,0,0,12,13,0,2,5,5,1,1,1,3,8,7,3,1,0,0,0,0,7,11,13,12,12,6,4,10,6,3,4,6,3.8,3.3,2
2013-14,10,CAGLIARI,BOLOGNA,30/10/2013,SANT'ELIA - CAGLIARI,20:45,DANIELE ORSATO,0,3,A,0,1,A,0,2,A,0,0,0,0,0,0,0,1,0,2,0,0,Diego Lopez,Stefano Pioli,4,2,2,2,0 (0),0 (0),9,18,3,7,1,1,6,11,1,2,19,19,1,0,1,3,2,3,2,1,6,3,2,3,1,0,0,0,1,6,13,7,22,9,3,4,6,3,7,3,1.75,3.5,4.75
2013-14,10,FIORENTINA,NAPOLI,30/10/2013,ARTEMIO FRANCHI - FIRENZE,20:45,GIANPAOLO CALVARESE,1,2,A,1,2,A,0,0,D,0,0,1,0,0,0,1,0,1,0,0,0,Vincenzo Montella,Rafael Benitez,1,2,0,0,1 (1),0 (0),11,4,4,3,1,1,7,1,0,0,16,12,1,0,4,2,0,0,1,1,9,3,2,3,1,1,0,0,0,1,13,3,6,4,7,2,3,1,6,0,2.5,3.3,2.8
2013-14,10,GENOA,PARMA,30/10/2013,LUIGI FERRARIS - GENOVA,20:45,CARMINE RUSSO,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Gian Piero Gasperini,Roberto Donadoni,3,4,0,1,1 (0),0 (0),5,7,5,3,1,0,0,4,0,0,14,11,0,0,3,3,1,1,2,4,2,3,3,2,0,0,0,0,10,6,10,9,7,14,4,7,4,1,6,4,2.4,3.2,3
2013-14,10,HELLAS VERONA,SAMPDORIA,30/10/2013,MARCANTONIO BENTEGODI - VERONA,20:45,PIERO GIACOMELLI,2,0,H,0,0,D,2,0,H,0,0,0,1,0,1,0,0,0,0,0,0,Andrea Mandorlini,Delio Rossi,5,3,2,1,0 (0),0 (0),7,10,5,5,0,0,2,5,0,0,13,13,0,0,7,4,3,1,4,2,7,3,0,1,0,0,0,0,1,2,10,14,23,22,0,0,2,3,4,1,2,3.4,3.75
2013-14,10,JUVENTUS,CATANIA,30/10/2013,ALLIANZ STADIUM - TORINO,20:45,MARCO GUIDA,4,0,H,2,0,H,2,0,H,0,1,1,0,2,0,0,0,0,0,0,0,Antonio Conte,Luigi De Canio,1,6,0,0,0 (0),0 (0),20,3,11,1,1,0,9,2,1,0,12,12,1,0,8,2,3,0,3,3,8,5,2,0,0,1,0,0,1,5,21,3,7,11,16,2,1,2,3,1,1.18,6.25,17
2013-14,10,LIVORNO,TORINO,30/10/2013,ARMANDO PICCHI - LIVORNO,20:45,PAOLO VALERI,3,3,D,2,2,D,1,1,D,0,1,1,0,1,0,2,0,0,1,0,0,Davide Nicola,Gian Piero Ventura,4,3,3,2,0 (0),1 (1),14,10,6,9,0,2,8,1,3,0,8,17,0,1,4,7,5,2,2,3,8,7,6,4,0,0,0,0,6,6,11,12,15,12,3,5,6,13,4,8,2.8,3.1,2.6
2013-14,10,MILAN,LAZIO,30/10/2013,GIUSEPPE MEAZZA - MILANO,20:45,ANTONIO DAMATO,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,1,0,Massimiliano Allegri,Vladimir Petkovic,2,4,0,0,0 (0),0 (0),9,5,5,3,0,0,4,2,0,0,11,18,0,0,1,2,0,0,0,4,4,3,4,2,0,0,0,0,0,2,2,3,3,3,15,5,10,13,5,3,1.73,3.5,5
2013-14,10,SASSUOLO,UDINESE,30/10/2013,MAPEI STADIUM - REGGIO EMILIA,20:45,RICCARDO PINZANI,1,2,A,1,1,D,0,1,A,0,1,0,0,0,0,0,1,0,1,0,0,Eusebio Di Francesco,Francesco Guidolin,3,5,1,2,0 (0),1 (1),12,7,6,4,2,1,6,3,0,0,17,16,0,0,3,4,6,5,2,4,5,4,2,3,0,0,1,0,1,0,7,3,8,9,4,6,2,2,3,2,2.88,3.3,2.4
2013-14,10,ROMA,CHIEVOVERONA,31/10/2013,OLIMPICO - ROMA,20:45,SEBASTIANO PERUZZO,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Rudi Garcia,Giuseppe Sannino,1,2,0,0,0 (0),0 (0),8,2,3,1,1,0,5,1,1,0,12,17,0,0,2,0,6,2,1,5,10,1,3,6,0,0,0,0,3,4,13,2,10,19,6,4,9,0,4,1,1.22,6,12
2013-14,11,PARMA,JUVENTUS,02/11/2013,ENNIO TARDINI - PARMA,18:00,DOMENICO CELI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Roberto Donadoni,Antonio Conte,4,1,2,0,0 (0),0 (0),5,9,1,6,0,0,4,3,1,0,14,14,0,1,2,4,4,4,3,1,6,3,2,4,0,0,0,0,4,0,3,4,5,7,2,4,1,3,2,1,4.5,3.75,1.73
2013-14,11,MILAN,FIORENTINA,02/11/2013,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO SILVIO MAZZOLENI,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,1,0,0,1,0,Massimiliano Allegri,Vincenzo Montella,0,1,0,0,0 (0),0 (0),6,4,1,2,0,0,5,2,0,0,19,11,0,0,0,2,0,0,1,0,10,3,1,2,0,0,0,0,3,3,9,2,4,3,10,4,7,5,13,7,2.05,3.5,3.5
2013-14,11,NAPOLI,CATANIA,02/11/2013,SAN PAOLO - NAPOLI,20:45,MASSIMILIANO IRRATI,2,1,H,2,1,H,0,0,D,1,1,0,0,0,0,0,1,0,0,0,0,Rafael Benitez,Luigi De Canio,1,6,0,4,0 (0),0 (0),18,6,8,2,2,0,10,4,1,0,14,11,0,0,10,1,6,3,2,1,12,0,0,0,0,0,0,0,5,4,7,8,24,16,4,2,4,5,5,5,1.22,6,13
2013-14,11,LIVORNO,ATALANTA,03/11/2013,ARMANDO PICCHI - LIVORNO,12:30,CARMINE RUSSO,1,0,H,1,0,H,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0,Davide Nicola,Stefano Colantuono,1,5,0,0,0 (0),0 (0),13,4,7,1,0,0,6,3,2,1,15,16,1,0,4,0,5,0,1,5,3,4,3,3,0,1,0,0,0,0,5,6,2,8,6,6,4,0,3,2,2.7,3.1,2.7
2013-14,11,HELLAS VERONA,CAGLIARI,03/11/2013,MARCANTONIO BENTEGODI - VERONA,15:00,ANDREA GERVASONI,2,1,H,1,0,H,1,1,D,1,0,0,1,0,0,0,0,0,0,0,1,Andrea Mandorlini,Diego Lopez,2,2,0,0,0 (0),0 (0),6,14,4,3,1,0,2,11,0,0,10,20,0,0,2,2,2,1,2,4,4,6,0,3,0,0,0,0,8,2,10,15,15,9,8,11,5,1,7,3,2.05,3.4,3.5
2013-14,11,LAZIO,GENOA,03/11/2013,OLIMPICO - ROMA,15:00,DINO TOMMASI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,2,0,0,Vladimir Petkovic,Gian Piero Gasperini,1,4,0,2,0 (0),1 (1),10,6,4,3,2,1,6,3,2,0,14,17,0,0,4,4,6,4,4,2,5,4,2,1,0,0,0,0,2,2,18,5,16,14,6,4,6,3,12,5,1.57,3.8,6
2013-14,11,SAMPDORIA,SASSUOLO,03/11/2013,LUIGI FERRARIS - GENOVA,15:00,PAOLO TAGLIAVENTO,3,4,A,1,0,H,2,4,A,0,1,0,0,1,1,0,0,0,2,2,0,Delio Rossi,Eusebio Di Francesco,8,3,0,0,0 (0),2 (2),10,14,6,12,1,3,4,2,0,0,16,14,0,0,4,5,2,2,4,2,3,3,1,2,1,0,0,0,0,5,11,14,10,5,4,7,1,2,2,3,1.95,3.5,3.8
2013-14,11,UDINESE,INTER,03/11/2013,DACIA ARENA - STADIO FRIULI - UDINE,15:00,DAVIDE MASSA,0,3,A,0,2,A,0,1,A,0,0,0,0,0,0,0,2,0,0,0,1,Francesco Guidolin,Walter Mazzarri,2,2,1,1,0 (0),0 (0),6,10,2,6,0,0,4,4,1,1,13,13,0,1,3,6,0,3,1,1,6,4,0,3,0,0,0,0,1,0,8,11,24,8,4,1,2,2,1,1,2.63,3.3,2.63
2013-14,11,TORINO,ROMA,03/11/2013,OLIMPICO - TORINO,20:45,LUCA BANTI,1,1,D,0,1,A,1,0,H,0,0,0,0,1,0,0,1,0,0,0,0,Gian Piero Ventura,Rudi Garcia,2,4,0,0,0 (0),0 (0),10,11,5,3,0,2,5,8,1,0,12,11,0,0,2,2,1,1,0,1,5,5,2,3,0,0,0,0,4,2,4,7,11,8,5,4,5,2,2,2,4,3.5,1.91
2013-14,11,BOLOGNA,CHIEVOVERONA,04/11/2013,RENATO DALL'ARA - BOLOGNA,20:45,MAURO BERGONZI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Stefano Pioli,Giuseppe Sannino,1,3,0,0,0 (0),0 (0),10,3,3,1,0,0,7,2,1,0,10,24,0,0,1,1,1,0,2,4,2,2,2,1,0,0,0,0,1,2,9,7,12,10,3,3,3,1,3,2,2.05,3.3,3.6
2013-14,12,CATANIA,UDINESE,09/11/2013,ANGELO MASSIMINO - CATANIA,18:00,ANDREA DE MARCO,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Luigi De Canio,Francesco Guidolin,2,3,0,1,1 (1),0 (0),8,14,4,2,1,0,4,12,0,1,22,14,0,2,2,4,6,6,1,4,5,5,2,3,0,0,0,0,5,0,8,16,19,35,5,5,8,8,3,3,2.9,3.1,2.5
