Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
L.PELLEGRINI,33,2019-2020,CAGLIARI,2,CAGLIARI,INTER,98',0,0,1,49,0,0,29,0,1,1,1,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,3,PARMA,CAGLIARI,66',0,0,0,40,0,0,25,2,0,12,0,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,4,CAGLIARI,GENOA,95',0,0,1,59,1,0,35,0,1,4,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,6,CAGLIARI,HELLAS VERONA,93',0,0,0,46,0,0,18,2,3,14,1,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,7,ROMA,CAGLIARI,86',0,0,0,34,0,0,15,1,0,10,0,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,8,CAGLIARI,SPAL,97',0,0,0,50,0,0,32,2,1,8,2,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,9,TORINO,CAGLIARI,95',0,0,1,53,1,0,32,0,2,5,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,10,CAGLIARI,BOLOGNA,96',0,0,0,52,0,1,30,1,0,6,0,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,12,CAGLIARI,FIORENTINA,95',0,0,0,58,0,0,35,0,1,22,2,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,14,CAGLIARI,SAMPDORIA,102',0,0,0,103,0,2,64,2,2,5,1,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,15,SASSUOLO,CAGLIARI,45',0,0,0,31,0,0,22,1,0,1,0,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,17,UDINESE,CAGLIARI,53',0,0,0,37,0,0,19,2,1,4,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,18,JUVENTUS,CAGLIARI,94',0,0,0,68,0,0,41,2,1,6,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,19,CAGLIARI,MILAN,96',0,0,0,91,0,0,55,3,3,4,0,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,20,BRESCIA,CAGLIARI,95',0,0,0,65,0,0,49,2,0,2,1,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,21,INTER,CAGLIARI,80',0,0,1,63,1,0,36,1,1,3,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,22,CAGLIARI,PARMA,97',0,0,1,48,1,1,27,0,1,7,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,23,GENOA,CAGLIARI,98',0,0,1,51,1,0,31,0,1,16,1,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,24,CAGLIARI,NAPOLI,95',0,0,2,63,0,0,39,1,0,4,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,25,HELLAS VERONA,CAGLIARI,85',0,0,0,44,0,1,33,1,1,4,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,26,CAGLIARI,ROMA,97',0,0,2,67,0,0,44,2,0,4,0,1,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,27,SPAL,CAGLIARI,71',0,0,0,42,1,0,23,2,0,5,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,28,CAGLIARI,TORINO,29',0,0,0,12,0,0,4,0,2,4,0,0,0,0
L.PELLEGRINI,33,2019-2020,CAGLIARI,29,BOLOGNA,CAGLIARI,82',0,0,0,25,0,0,13,3,0,5,0,1,0,0
