Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
R.PICCOLI,17,2019-2020,ATALANTA,33,ATALANTA,BRESCIA,16',0,0,0,8,1,0,4,1,1,4,0,0,0,0
