Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
S.FOFANA,6,2019-2020,UDINESE,1,UDINESE,MILAN,75',0,0,1,33,0,0,16,0,1,5,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,2,UDINESE,PARMA,40',0,0,0,37,0,0,28,0,0,8,2,0,0,0
S.FOFANA,6,2019-2020,UDINESE,3,INTER,UDINESE,97',0,0,1,44,0,0,33,1,0,5,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,4,UDINESE,BRESCIA,70',0,0,0,31,1,0,19,1,0,4,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,5,HELLAS VERONA,UDINESE,96',0,0,0,36,0,0,24,0,0,9,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,6,UDINESE,BOLOGNA,85',0,0,0,34,0,0,14,3,0,4,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,9,ATALANTA,UDINESE,27',0,0,1,12,1,0,10,0,0,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,12,UDINESE,SPAL,19',0,0,0,10,1,0,4,0,1,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,14,LAZIO,UDINESE,33',0,0,0,34,0,0,30,0,0,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,15,UDINESE,NAPOLI,95',0,0,0,32,0,1,20,5,1,3,0,1,0,0
S.FOFANA,6,2019-2020,UDINESE,16,JUVENTUS,UDINESE,96',0,0,1,60,0,0,46,1,0,3,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,17,UDINESE,CAGLIARI,99',1,0,1,47,1,1,40,0,1,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,18,LECCE,UDINESE,98',0,0,1,57,0,0,43,1,2,6,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,19,UDINESE,SASSUOLO,94',0,0,1,39,1,2,30,0,1,0,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,20,MILAN,UDINESE,94',0,0,2,41,0,0,26,1,1,11,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,21,PARMA,UDINESE,76',0,0,0,24,0,0,13,0,3,6,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,22,UDINESE,INTER,85',0,0,1,44,1,0,34,0,1,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,23,BRESCIA,UDINESE,97',0,0,1,55,0,0,36,2,0,4,0,1,0,0
S.FOFANA,6,2019-2020,UDINESE,24,UDINESE,HELLAS VERONA,88',0,0,0,47,0,0,28,1,0,4,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,25,BOLOGNA,UDINESE,66',0,0,0,38,0,0,29,1,1,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,26,UDINESE,FIORENTINA,23',0,0,0,9,0,0,4,0,0,6,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,27,TORINO,UDINESE,98',0,0,1,54,1,0,44,1,1,0,0,1,0,0
S.FOFANA,6,2019-2020,UDINESE,28,UDINESE,ATALANTA,94',0,0,1,47,1,1,34,0,0,2,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,29,ROMA,UDINESE,38',0,0,0,30,0,0,26,0,0,0,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,30,UDINESE,GENOA,84',1,0,2,48,1,1,36,1,0,0,1,1,0,0
S.FOFANA,6,2019-2020,UDINESE,31,SPAL,UDINESE,93',0,0,0,64,0,1,52,1,0,1,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,32,UDINESE,SAMPDORIA,41',0,0,0,21,0,0,14,0,0,5,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,33,UDINESE,LAZIO,98',0,0,0,53,0,0,35,0,1,0,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,34,NAPOLI,UDINESE,99',0,0,0,40,0,0,30,0,2,5,0,0,0,0
S.FOFANA,6,2019-2020,UDINESE,35,UDINESE,JUVENTUS,98',1,0,1,55,1,0,46,0,0,0,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,37,UDINESE,LECCE,72',0,0,0,43,0,0,31,1,0,2,1,0,0,0
S.FOFANA,6,2019-2020,UDINESE,38,SASSUOLO,UDINESE,34',0,0,0,19,0,0,13,0,1,0,0,0,0,0
