Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
L.KREJCI,11,2019-2020,BOLOGNA,4,BOLOGNA,ROMA,50',0,0,0,21,0,0,13,0,1,1,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,5,GENOA,BOLOGNA,93',0,0,0,40,0,0,29,0,0,10,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,6,UDINESE,BOLOGNA,97',0,0,0,56,0,0,39,1,1,8,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,7,BOLOGNA,LAZIO,96',1,0,1,73,1,0,52,2,0,8,1,1,0,0
L.KREJCI,11,2019-2020,BOLOGNA,8,JUVENTUS,BOLOGNA,94',0,0,0,49,0,0,34,1,1,8,0,1,0,0
L.KREJCI,11,2019-2020,BOLOGNA,9,BOLOGNA,SAMPDORIA,95',0,0,0,58,0,0,47,1,1,7,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,10,CAGLIARI,BOLOGNA,96',0,0,0,57,0,0,41,0,1,10,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,11,BOLOGNA,INTER,95',0,0,0,77,0,0,51,2,0,8,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,12,SASSUOLO,BOLOGNA,99',0,0,0,78,0,0,60,3,1,3,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,13,BOLOGNA,PARMA,98',0,0,0,69,0,0,58,2,0,5,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,29,BOLOGNA,CAGLIARI,26',0,0,0,17,0,0,15,0,0,3,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,33,BOLOGNA,NAPOLI,65',0,0,0,39,0,0,27,0,0,2,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,35,ATALANTA,BOLOGNA,78',0,0,0,66,0,0,50,0,0,1,0,0,0,0
L.KREJCI,11,2019-2020,BOLOGNA,36,BOLOGNA,LECCE,42',0,0,0,15,0,0,9,0,0,1,0,0,0,0
