Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
A.GOMEZ,10,2019-2020,ATALANTA,1,SPAL,ATALANTA,96',0,0,4,67,2,1,31,1,4,1,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,2,ATALANTA,TORINO,68',0,0,0,41,1,0,17,0,0,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,3,GENOA,ATALANTA,100',0,0,0,70,0,0,41,0,2,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,4,ATALANTA,FIORENTINA,39',0,0,0,30,0,1,19,0,0,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,5,ROMA,ATALANTA,90',0,0,1,61,0,0,39,0,3,2,2,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,6,SASSUOLO,ATALANTA,74',2,0,2,52,3,0,37,0,3,11,2,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,7,ATALANTA,LECCE,95',1,0,4,95,5,0,57,0,1,2,5,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,8,LAZIO,ATALANTA,97',1,0,2,65,3,0,48,0,2,5,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,9,ATALANTA,UDINESE,70',0,0,4,55,2,2,33,0,1,4,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,10,NAPOLI,ATALANTA,77',0,0,0,69,0,0,55,0,3,4,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,11,ATALANTA,CAGLIARI,46',0,0,1,25,1,0,13,0,1,5,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,12,SAMPDORIA,ATALANTA,97',0,0,0,85,0,0,47,2,5,1,0,1,0,0
A.GOMEZ,10,2019-2020,ATALANTA,13,ATALANTA,JUVENTUS,99',0,0,0,62,0,0,31,0,1,1,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,14,BRESCIA,ATALANTA,95',0,0,1,66,0,0,46,0,1,1,2,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,15,ATALANTA,HELLAS VERONA,98',0,0,5,80,1,0,41,0,2,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,17,ATALANTA,MILAN,88',1,0,1,77,1,0,47,0,2,0,2,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,18,ATALANTA,PARMA,78',1,0,1,61,1,1,45,1,2,2,0,1,0,0
A.GOMEZ,10,2019-2020,ATALANTA,19,INTER,ATALANTA,95',0,0,0,98,0,0,71,2,5,6,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,20,ATALANTA,SPAL,60',0,0,0,33,0,0,19,0,1,0,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,21,TORINO,ATALANTA,91',0,0,3,67,2,2,34,0,2,0,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,22,ATALANTA,GENOA,99',0,0,0,61,0,0,38,1,3,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,23,FIORENTINA,ATALANTA,92',0,0,2,67,1,1,49,1,2,5,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,24,ATALANTA,ROMA,88',0,0,1,66,1,0,44,2,5,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,25,ATALANTA,SASSUOLO,91',0,0,0,52,0,1,32,2,1,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,26,LECCE,ATALANTA,70',0,0,1,76,1,0,61,0,1,0,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,27,ATALANTA,LAZIO,95',0,0,2,74,2,1,46,0,2,0,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,28,UDINESE,ATALANTA,80',0,0,2,96,0,2,68,0,4,2,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,29,ATALANTA,NAPOLI,92',0,0,2,70,1,1,53,2,2,0,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,30,CAGLIARI,ATALANTA,32',0,0,0,43,0,0,35,0,2,2,1,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,31,ATALANTA,SAMPDORIA,95',0,0,0,79,0,0,47,1,4,0,2,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,32,JUVENTUS,ATALANTA,70',0,0,0,70,0,1,52,1,0,3,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,34,HELLAS VERONA,ATALANTA,93',0,0,3,54,2,0,28,1,1,2,4,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,35,ATALANTA,BOLOGNA,67',0,0,0,55,0,0,35,0,0,4,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,36,MILAN,ATALANTA,91',0,0,0,71,1,0,45,0,2,6,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,37,PARMA,ATALANTA,89',1,0,1,61,1,0,39,0,3,3,0,0,0,0
A.GOMEZ,10,2019-2020,ATALANTA,38,ATALANTA,INTER,96',0,0,1,62,0,0,38,0,3,0,0,0,0,0
