Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
R.RODRIGUEZ,68,2019-2020,MILAN,1,UDINESE,MILAN,100',0,0,0,69,0,0,60,0,1,12,0,0,0,0
R.RODRIGUEZ,68,2019-2020,MILAN,2,MILAN,BRESCIA,95',0,0,0,75,0,0,57,1,1,15,0,0,0,0
R.RODRIGUEZ,68,2019-2020,MILAN,3,HELLAS VERONA,MILAN,98',0,0,0,77,0,0,65,0,0,7,0,0,0,0
R.RODRIGUEZ,68,2019-2020,MILAN,4,MILAN,INTER,75',0,0,0,51,0,0,37,1,1,7,0,0,0,0
R.RODRIGUEZ,68,2019-2020,MILAN,17,ATALANTA,MILAN,45',0,0,0,33,1,0,24,1,0,4,0,0,0,0
