Name,#,Year,Team,Matchday,Team 1,Team 2,M,G,OG,AT,BP,SC,AS,P,FC,FS,R,KP,FYC,SYC,RC
D.RUFFO LUCI,70,2019-2020,BOLOGNA,32,PARMA,BOLOGNA,4',0,0,0,1,0,0,0,0,0,0,0,0,0,0
