Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
M.SPORTIELLO,57,2020-2021,ATALANTA,1,LAZIO,ATALANTA,95',1,0,4,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,2,TORINO,ATALANTA,96',2,0,2,1,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,3,ATALANTA,CAGLIARI,94',2,0,1,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,4,NAPOLI,ATALANTA,95',4,0,10,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,5,ATALANTA,SAMPDORIA,96',3,0,1,0,1,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,6,CROTONE,ATALANTA,95',1,0,1,0,1,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,7,ATALANTA,INTER,94',1,0,2,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,9,ATALANTA,HELLAS VERONA,28',1,0,0,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,22,CAGLIARI,ATALANTA,97',0,0,1,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,24,SAMPDORIA,ATALANTA,93',0,0,2,0,1,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,25,ATALANTA,CROTONE,91',1,0,1,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,26,INTER,ATALANTA,95',1,0,1,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,27,ATALANTA,SPEZIA,95',1,0,2,1,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,34,SASSUOLO,ATALANTA,71',1,0,4,0,0,0,0,0
M.SPORTIELLO,57,2020-2021,ATALANTA,35,PARMA,ATALANTA,94',2,0,0,0,0,0,0,0
