Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
A.MERET,1,2020-2021,NAPOLI,2,NAPOLI,GENOA,93',0,0,1,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,5,BENEVENTO,NAPOLI,98',1,0,2,0,1,0,0,0
A.MERET,1,2020-2021,NAPOLI,8,NAPOLI,MILAN,100',3,0,4,1,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,9,NAPOLI,ROMA,92',0,0,1,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,11,NAPOLI,SAMPDORIA,96',1,0,1,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,14,NAPOLI,TORINO,98',1,0,2,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,17,UDINESE,NAPOLI,97',1,0,7,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,19,HELLAS VERONA,NAPOLI,96',3,0,4,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,22,NAPOLI,JUVENTUS,99',0,0,6,2,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,23,ATALANTA,NAPOLI,96',4,0,3,0,0,0,0,0
A.MERET,1,2020-2021,NAPOLI,24,NAPOLI,BENEVENTO,94',0,0,4,1,0,0,0,0
