Name,#,Year,Team,Matchday,Team 1,Team 2,M,GC,OG,S,STP,SF,FYC,SYC,RC
M.SILVESTRI,1,2020-2021,HELLAS VERONA,1,HELLAS VERONA,ROMA,96',0,0,5,0,1,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,2,HELLAS VERONA,UDINESE,96',0,0,5,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,3,PARMA,HELLAS VERONA,95',1,0,4,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,4,HELLAS VERONA,GENOA,95',0,0,2,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,5,JUVENTUS,HELLAS VERONA,99',1,0,5,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,6,HELLAS VERONA,BENEVENTO,95',1,0,4,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,7,MILAN,HELLAS VERONA,96',2,0,7,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,8,HELLAS VERONA,SASSUOLO,95',2,0,3,0,1,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,9,ATALANTA,HELLAS VERONA,95',0,0,5,1,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,10,HELLAS VERONA,CAGLIARI,93',1,0,3,0,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,11,LAZIO,HELLAS VERONA,98',1,0,4,1,0,0,0,0
M.SILVESTRI,1,2020-2021,HELLAS VERONA,12,HELLAS VERONA,SAMPDORIA,98',2,0,1,1,0,0,0,0
